Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,price_ratio,adjusted_price,demand_ratio,demand_factor,time_factor,engine_price,static_revenue,dynamic_revenue,revenue_lift_pct
81,16,1,1,73,4.89,3,0,125,494.1401793052489,0.6944444444444444,494.1401793052489,5.062496835939478,1.3,0.9,578.1440097871413,494.1401793052489,578.1440097871413,17.000000000000007
72,19,0,0,89,4.74,2,1,45,183.658314681842,0.25,183.658314681842,3.789471689751742,1.3,0.9,214.88022817775516,183.658314681842,214.88022817775516,17.00000000000001
43,9,0,2,2,4.12,2,0,126,436.5576476487414,0.7,436.5576476487414,4.777772469141701,1.3,0.9,510.7724477490275,436.5576476487414,510.7724477490275,17.00000000000001
74,33,2,2,82,4.13,0,0,10,31.362081322241885,0.0555555555555555,31.362081322241885,2.2424235629019504,1.15,0.9,32.45975416852035,31.362081322241885,32.45975416852035,3.499999999999992
68,45,0,2,65,4.19,1,0,112,323.4791093139413,0.6222222222222222,323.4791093139413,1.5111107753087165,1.0,0.9,291.1311983825472,323.4791093139413,291.1311983825472,-9.99999999999999
36,13,2,2,84,4.88,1,1,140,505.3840569466695,0.7777777777777778,505.3840569466695,2.769228639054893,1.15,0.9,523.0724989398029,505.3840569466695,523.0724989398029,3.500000000000001
51,5,2,0,0,4.59,0,1,92,320.8576215627125,0.5111111111111111,320.8576215627125,10.1999796000408,1.3,0.9,375.40341722837366,320.8576215627125,375.40341722837366,17.00000000000001
63,23,2,2,48,4.09,1,0,49,214.5660524456202,0.2722222222222222,214.5660524456202,2.7391292438568504,1.15,0.9,222.0758642812169,214.5660524456202,222.0758642812169,3.5000000000000004
96,29,2,1,84,3.65,3,0,176,758.5015334295354,0.9777777777777776,758.5015334295354,3.3103436860883844,1.3,0.9,887.4467941125564,758.5015334295354,887.4467941125564,17.000000000000004
94,59,1,1,84,4.38,2,1,175,665.7295341217325,0.9722222222222222,665.7295341217325,1.593220068945751,1.0,0.9,599.1565807095593,665.7295341217325,599.1565807095593,-9.999999999999993
74,32,1,1,2,4.7,1,1,38,171.06636292972274,0.2111111111111111,171.06636292972274,2.3124992773439756,1.15,0.9,177.05368563226304,171.06636292972274,177.05368563226304,3.5000000000000004
91,13,0,2,32,3.6,2,1,160,647.3526381087524,0.8888888888888888,647.3526381087524,6.999994615388758,1.3,0.9,757.4025865872404,647.3526381087524,757.4025865872404,17.00000000000001
69,12,1,1,42,4.34,0,1,158,608.1282399929386,0.8777777777777778,608.1282399929386,5.749995208337326,1.3,0.9,711.5100407917382,608.1282399929386,711.5100407917382,17.000000000000014
51,20,0,2,57,3.68,3,0,67,246.92292493661097,0.3722222222222222,246.92292493661097,2.5499987250006377,1.15,0.9,255.56522730939236,246.92292493661097,255.56522730939236,3.500000000000001
45,17,0,0,10,4.93,3,1,148,430.0665305032927,0.8222222222222222,430.0665305032927,2.647057266436902,1.15,0.9,445.1188590709079,430.0665305032927,445.1188590709079,3.4999999999999845
92,34,1,1,98,3.99,3,0,140,396.6387527092545,0.7777777777777778,396.6387527092545,2.7058815570936594,1.15,0.9,410.5211090540784,396.6387527092545,410.5211090540784,3.499999999999999
69,36,1,0,55,4.74,2,0,109,436.0114486061054,0.6055555555555555,436.0114486061054,1.916666134259407,1.0,0.9,392.41030374549484,436.0114486061054,392.41030374549484,-10.0
56,14,1,2,30,3.67,3,0,48,202.9454568505992,0.2666666666666666,202.9454568505992,3.9999971428591836,1.3,0.9,237.44618451520108,202.9454568505992,237.44618451520108,17.000000000000018
43,26,0,1,59,4.91,0,0,175,731.7816872483901,0.9722222222222222,731.7816872483901,1.653845517751724,1.0,0.9,658.6035185235511,731.7816872483901,658.6035185235511,-9.999999999999998
86,48,2,2,37,4.15,3,0,84,216.05054809363543,0.4666666666666667,216.05054809363543,1.7916662934028553,1.0,0.9,194.4454932842719,216.05054809363543,194.4454932842719,-9.999999999999998
61,34,2,0,82,3.99,3,1,10,83.86835620425342,0.0555555555555555,83.86835620425342,1.7941171193773178,1.0,0.9,75.48152058382807,83.86835620425342,75.48152058382807,-10.000000000000004
50,36,1,0,18,4.61,3,0,145,572.2420492964254,0.8055555555555556,572.2420492964254,1.3888885030865268,1.0,0.9,515.0178443667829,572.2420492964254,515.0178443667829,-9.999999999999993
73,34,2,1,95,4.31,2,1,21,118.8070474355678,0.1166666666666666,118.8070474355678,2.1470581920417082,1.15,0.9,122.96529409581265,118.8070474355678,122.96529409581265,3.499999999999986
76,7,2,0,76,4.35,2,0,72,245.8935711917164,0.4,245.8935711917164,10.857127346960933,1.3,0.9,287.6954782943082,245.8935711917164,287.6954782943082,17.000000000000004
87,41,2,1,87,4.36,3,0,87,387.1117403297744,0.4833333333333333,387.1117403297744,2.121950701963243,1.15,0.9,400.66065124131654,387.1117403297744,400.66065124131654,3.5000000000000044
53,33,0,1,40,3.8,2,1,139,507.9505746530285,0.7722222222222223,507.9505746530285,1.6060601193757214,1.0,0.9,457.1555171877257,507.9505746530285,457.1555171877257,-9.999999999999993
71,8,1,2,57,3.68,3,0,75,249.302974601016,0.4166666666666667,249.302974601016,8.874988906263868,1.3,0.9,291.6844802831887,249.302974601016,291.6844802831887,16.999999999999993
32,5,0,0,80,3.55,3,0,14,45.91711193197189,0.0777777777777777,45.91711193197189,6.399987200025601,1.3,0.9,53.72302096040711,45.91711193197189,53.72302096040711,17.000000000000007
91,30,1,0,34,3.69,0,0,96,424.6120578300381,0.5333333333333333,424.6120578300381,3.0333323222225594,1.3,0.9,496.7961076611447,424.6120578300381,496.7961076611447,17.00000000000002
47,37,1,0,64,3.75,2,0,31,85.97357530080251,0.1722222222222222,85.97357530080251,1.2702699269540736,1.0,0.9,77.37621777072226,85.97357530080251,77.37621777072226,-9.999999999999993
23,13,0,2,42,4.55,3,0,87,328.9669925908357,0.4833333333333333,328.9669925908357,1.7692294082850706,1.0,0.9,296.0702933317521,328.9669925908357,296.0702933317521,-9.999999999999998
57,20,0,1,92,3.74,2,0,53,172.62943414987132,0.2944444444444444,172.62943414987132,2.8499985750007126,1.15,0.9,178.67146434511682,172.62943414987132,178.67146434511682,3.500000000000004
48,17,1,2,2,4.09,1,0,85,261.9435328532634,0.4722222222222222,261.9435328532634,2.823527750866029,1.15,0.9,271.1115565031276,261.9435328532634,271.1115565031276,3.499999999999997
22,5,2,0,39,4.92,1,0,56,199.0416803252397,0.3111111111111111,199.0416803252397,4.399991200017601,1.3,0.9,232.87876598053043,199.0416803252397,232.87876598053043,16.999999999999993
60,19,2,2,37,4.22,1,0,68,232.2834549147445,0.3777777777777777,232.2834549147445,3.1578930747931184,1.3,0.9,271.7716422502511,232.2834549147445,271.7716422502511,17.000000000000007
94,42,0,1,0,4.23,2,1,36,185.311838106628,0.2,185.311838106628,2.238094705215546,1.15,0.9,191.79775244035997,185.311838106628,191.79775244035997,3.500000000000002
43,6,1,2,34,4.4,2,1,24,153.76143970087224,0.1333333333333333,153.76143970087224,7.16665472224213,1.3,0.9,179.90088445002053,153.76143970087224,179.90088445002053,17.0
97,18,1,1,53,4.25,3,1,26,126.4771352873347,0.1444444444444444,126.4771352873347,5.3888858950633916,1.3,0.9,147.9782482861816,126.4771352873347,147.9782482861816,17.000000000000007
47,17,0,2,7,4.8,2,0,173,609.5038276051239,0.9611111111111112,609.5038276051239,2.76470425605632,1.15,0.9,630.8364615713032,609.5038276051239,630.8364615713032,3.499999999999992
39,28,2,2,72,3.76,0,1,87,287.1624375675698,0.4833333333333333,287.1624375675698,1.3928566454083409,1.0,0.9,258.4461938108128,287.1624375675698,258.4461938108128,-9.999999999999996
50,39,1,1,94,3.81,1,1,139,406.32480651562713,0.7722222222222223,406.32480651562713,1.2820509533202682,1.0,0.9,365.6923258640644,406.32480651562713,365.6923258640644,-10.000000000000005
35,17,2,1,78,4.4,1,1,61,249.03711265544783,0.3388888888888889,249.03711265544783,2.058822318339813,1.15,0.9,257.7534115983885,249.03711265544783,257.7534115983885,3.499999999999992
28,8,1,1,69,3.86,1,1,175,620.9016915662245,0.9722222222222222,620.9016915662245,3.499995625005469,1.3,0.9,726.4549791324828,620.9016915662245,726.4549791324828,17.00000000000002
51,32,0,1,98,4.44,2,1,51,267.0607016773296,0.2833333333333333,267.0607016773296,1.5937495019532806,1.0,0.9,240.35463150959663,267.0607016773296,240.35463150959663,-9.999999999999996
54,12,1,2,84,4.98,1,1,172,715.7547930992089,0.9555555555555556,715.7547930992089,4.499996250003125,1.3,0.9,837.4331079260744,715.7547930992089,837.4331079260744,17.0
65,10,2,1,77,4.36,0,0,170,430.385487919734,0.9444444444444444,430.385487919734,6.4999935000065,1.3,0.9,503.5510208660888,430.385487919734,503.5510208660888,17.000000000000007
61,26,0,0,21,3.85,2,1,126,604.273047008686,0.7,604.273047008686,2.346152943787329,1.15,0.9,625.42260365399,604.273047008686,625.42260365399,3.499999999999991
46,9,1,2,67,4.22,1,1,47,243.5250631593867,0.2611111111111111,243.5250631593867,5.1111054321050755,1.3,0.9,284.92432389648246,243.5250631593867,284.92432389648246,17.000000000000014
73,50,2,1,7,4.22,3,0,45,176.2144067384048,0.25,176.2144067384048,1.4599997080000584,1.0,0.9,158.5929660645643,176.2144067384048,158.5929660645643,-10.000000000000002
86,49,2,1,99,3.51,3,0,130,471.4796320940979,0.7222222222222222,471.4796320940979,1.7551016826323096,1.0,0.9,424.3316688846881,471.4796320940979,424.3316688846881,-10.0
75,7,1,0,100,4.13,2,0,134,453.3769493913552,0.7444444444444445,453.3769493913552,10.714270408185131,1.3,0.9,530.4510307878857,453.3769493913552,530.4510307878857,17.000000000000018
39,29,1,2,12,4.24,1,0,97,251.1073064574406,0.5388888888888889,251.1073064574406,1.344827122473406,1.0,0.9,225.99657581169654,251.1073064574406,225.99657581169654,-9.999999999999993
33,6,0,0,90,4.81,3,1,139,521.8019208244536,0.7722222222222223,521.8019208244536,5.499990833348612,1.3,0.9,610.5082473646108,521.8019208244536,610.5082473646108,17.000000000000014
40,29,1,2,6,4.94,3,1,71,346.4926515319707,0.3944444444444444,346.4926515319707,1.3793098692034933,1.0,0.9,311.84338637877363,346.4926515319707,311.84338637877363,-9.999999999999998
54,35,1,2,66,4.4,3,0,77,234.0714535105622,0.4277777777777777,234.0714535105622,1.542856702040942,1.0,0.9,210.664308159506,234.0714535105622,210.664308159506,-9.999999999999998
53,26,2,0,54,4.6,3,1,52,184.0244513007148,0.2888888888888888,184.0244513007148,2.038460754438171,1.15,0.9,190.4653070962398,184.0244513007148,190.4653070962398,3.499999999999996
81,34,2,2,98,3.55,0,1,164,554.8869659163038,0.9111111111111112,554.8869659163038,2.382352240484635,1.15,0.9,574.3080097233744,554.8869659163038,574.3080097233744,3.500000000000002
45,20,2,1,80,4.73,2,0,63,192.61977241404605,0.35,192.61977241404605,2.2499988750005624,1.15,0.9,199.36146444853765,192.61977241404605,199.36146444853765,3.49999999999999
20,9,2,2,77,3.91,1,0,89,227.796524806166,0.4944444444444444,227.796524806166,2.2222197530891634,1.15,0.9,235.7694031743818,227.796524806166,235.7694031743818,3.500000000000003
47,22,0,2,11,4.8,0,1,119,416.601648993299,0.6611111111111111,416.601648993299,2.1363626652896976,1.15,0.9,431.1827067080645,416.601648993299,431.1827067080645,3.499999999999996
33,18,2,0,90,3.61,1,1,146,671.7128294096442,0.8111111111111111,671.7128294096442,1.8333323148153806,1.0,0.9,604.5415464686798,671.7128294096442,604.5415464686798,-9.999999999999993
78,57,0,2,5,4.82,2,1,127,552.6397714448676,0.7055555555555556,552.6397714448676,1.3684208125577522,1.0,0.9,497.37579430038085,552.6397714448676,497.37579430038085,-10.000000000000002
26,12,0,2,9,3.75,0,0,115,321.37240510655704,0.6388888888888888,321.37240510655704,2.166664861112616,1.15,0.9,332.6204392852865,321.37240510655704,332.6204392852865,3.499999999999996
62,21,0,1,61,4.57,3,0,56,215.4338699200544,0.3111111111111111,215.4338699200544,2.9523795464859304,1.15,0.9,222.97405536725628,215.4338699200544,222.97405536725628,3.499999999999988
84,59,1,2,67,4.27,2,1,164,758.9961232252967,0.9111111111111112,758.9961232252967,1.4237285722493944,1.0,0.9,683.0965109027671,758.9961232252967,683.0965109027671,-9.999999999999991
49,8,2,1,1,4.06,0,1,157,694.4247148756359,0.8722222222222222,694.4247148756359,6.124992343759571,1.3,0.9,812.4769164044941,694.4247148756359,812.4769164044941,17.00000000000001
34,22,1,0,34,3.64,2,0,176,617.3632185255483,0.9777777777777776,617.3632185255483,1.545453842975526,1.0,0.9,555.6268966729934,617.3632185255483,555.6268966729934,-10.000000000000004
49,30,0,2,86,3.62,0,1,69,328.63536897966003,0.3833333333333333,328.63536897966003,1.6333327888890703,1.0,0.9,295.771832081694,328.63536897966003,295.771832081694,-10.000000000000004
83,50,0,1,7,3.66,1,1,100,376.3000600585162,0.5555555555555556,376.3000600585162,1.6599996680000664,1.0,0.9,338.67005405266457,376.3000600585162,338.67005405266457,-10.0
88,5,2,2,89,3.59,3,0,27,70.20380336705749,0.15,70.20380336705749,17.599964800070403,1.3,0.9,82.13844993945727,70.20380336705749,82.13844993945727,17.000000000000018
90,71,1,0,88,3.84,2,0,167,451.6848649701074,0.9277777777777778,451.6848649701074,1.2676054552668372,1.0,0.9,406.51637847309667,451.6848649701074,406.51637847309667,-10.000000000000002
65,5,0,2,24,3.54,3,0,119,301.40392677127403,0.6611111111111111,301.40392677127403,12.999974000052001,1.3,0.9,352.64259432239066,301.40392677127403,352.64259432239066,17.000000000000014
73,28,2,2,22,4.57,0,0,53,153.39607111804412,0.2944444444444444,153.39607111804412,2.607141926020741,1.15,0.9,158.76493360717566,153.39607111804412,158.76493360717566,3.5000000000000004
85,62,1,2,54,3.78,2,0,114,339.66230419418656,0.6333333333333333,339.66230419418656,1.37096752081169,1.0,0.9,305.6960737747679,339.66230419418656,305.6960737747679,-9.999999999999998
65,27,0,0,62,3.54,3,1,162,733.4425366578176,0.9,733.4425366578176,2.4074065157753646,1.15,0.9,759.1130254408412,733.4425366578176,759.1130254408412,3.499999999999988
74,42,2,0,88,3.5,1,0,77,203.8363809804033,0.4277777777777777,203.8363809804033,1.761904342403728,1.0,0.9,183.45274288236297,203.8363809804033,183.45274288236297,-10.000000000000004
41,7,0,0,68,4.3,1,1,66,284.5088586099128,0.3666666666666666,284.5088586099128,5.857134489807872,1.3,0.9,332.875364573598,284.5088586099128,332.875364573598,17.000000000000007
79,23,2,0,88,3.88,3,0,164,492.1134583590864,0.9111111111111112,492.1134583590864,3.4347811153125587,1.3,0.9,575.7727462801311,492.1134583590864,575.7727462801311,16.999999999999996
53,7,2,2,64,4.55,3,1,10,86.19117981050438,0.0555555555555555,86.19117981050438,7.571417755117493,1.3,0.9,100.84368037829013,86.19117981050438,100.84368037829013,17.000000000000007
35,14,2,2,74,5.0,3,1,175,727.8809447636283,0.9722222222222222,727.8809447636283,2.4999982142869897,1.15,0.9,753.3567778303553,727.8809447636283,753.3567778303553,3.4999999999999982
53,40,0,0,79,3.66,1,1,30,158.65264164620277,0.1666666666666666,158.65264164620277,1.3249996687500827,1.0,0.9,142.7873774815825,158.65264164620277,142.7873774815825,-9.999999999999996
36,23,2,2,42,4.66,2,0,14,44.52503661261306,0.0777777777777777,44.52503661261306,1.5652167107753432,1.0,0.9,40.072532951351754,44.52503661261306,40.072532951351754,-9.999999999999995
38,25,2,1,2,4.24,2,1,128,452.4258268814717,0.7111111111111111,452.4258268814717,1.5199993920002433,1.0,0.9,407.1832441933246,452.4258268814717,407.1832441933246,-9.999999999999993
52,36,0,2,1,4.52,2,1,36,152.64047921471024,0.2,152.64047921471024,1.4444440432099879,1.0,0.9,137.37643129323922,152.64047921471024,137.37643129323922,-9.999999999999996
91,64,1,1,26,4.56,2,1,96,420.2245689053783,0.5333333333333333,420.2245689053783,1.421874777832066,1.0,0.9,378.2021120148405,420.2245689053783,378.2021120148405,-9.999999999999993
87,5,2,2,59,4.32,3,0,42,151.35930066309265,0.2333333333333333,151.35930066309265,17.3999652000696,1.3,0.9,177.09038177581843,151.35930066309265,177.09038177581843,17.000000000000014
96,20,1,0,88,3.6,1,1,71,242.27196569085137,0.3944444444444444,242.27196569085137,4.7999976000012,1.3,0.9,283.45819985829615,242.27196569085137,283.45819985829615,17.00000000000002
83,59,2,0,8,4.85,2,0,31,119.0485543701777,0.1722222222222222,119.0485543701777,1.4067794225797587,1.0,0.9,107.14369893315992,119.0485543701777,107.14369893315992,-10.000000000000002
48,23,0,0,0,4.46,0,0,174,472.56954081275165,0.9666666666666668,472.56954081275165,2.0869556143671244,1.15,0.9,489.10947474119797,472.56954081275165,489.10947474119797,3.5000000000000018
65,19,1,2,24,4.59,1,0,96,334.6493506052282,0.5333333333333333,334.6493506052282,3.4210508310258785,1.3,0.9,391.53974020811705,334.6493506052282,391.53974020811705,17.00000000000001
79,29,1,2,0,4.86,2,0,127,406.0855256604135,0.7055555555555556,406.0855256604135,2.7241369916768994,1.15,0.9,420.298519058528,406.0855256604135,420.298519058528,3.4999999999999973
100,22,1,2,45,4.23,3,1,141,551.365137615676,0.7833333333333333,551.365137615676,4.545452479339782,1.3,0.9,645.097211010341,551.365137615676,645.097211010341,17.000000000000018
73,63,1,2,25,4.19,0,0,129,534.0181945871103,0.7166666666666667,534.0181945871103,1.158729974804766,1.0,0.9,480.6163751283993,534.0181945871103,480.6163751283993,-10.0
79,67,0,0,56,4.01,1,1,151,501.2363000548165,0.8388888888888889,501.2363000548165,1.1791043016262235,1.0,0.9,451.1126700493349,501.2363000548165,451.1126700493349,-9.999999999999995
88,55,0,1,56,4.0,3,1,26,159.60691863182956,0.1444444444444444,159.60691863182956,1.599999709090962,1.0,0.9,143.6462267686466,159.60691863182956,143.6462267686466,-9.999999999999993
76,34,1,2,10,4.92,2,0,103,359.8010509571677,0.5722222222222222,359.8010509571677,2.2352934602078056,1.15,0.9,372.39408774066857,359.8010509571677,372.39408774066857,3.4999999999999942
49,30,1,2,80,3.74,3,0,85,348.6695624527248,0.4722222222222222,348.6695624527248,1.6333327888890703,1.0,0.9,313.8026062074523,348.6695624527248,313.8026062074523,-10.000000000000004
100,64,0,1,7,4.89,3,1,115,490.5040759704239,0.6388888888888888,490.5040759704239,1.5624997558594131,1.0,0.9,441.4536683733815,490.5040759704239,441.4536683733815,-10.000000000000004
87,26,0,0,63,4.2,2,1,118,485.683239513509,0.6555555555555556,485.683239513509,3.3461525591720926,1.3,0.9,568.2493902308056,485.683239513509,568.2493902308056,17.00000000000001
22,5,0,2,93,4.85,1,0,99,424.9275101964327,0.55,424.9275101964327,4.399991200017601,1.3,0.9,497.1651869298263,424.9275101964327,497.1651869298263,17.000000000000007
21,11,0,2,23,3.76,0,0,12,40.442890652890384,0.0666666666666666,40.442890652890384,1.9090891735552968,1.0,0.9,36.39860158760135,40.442890652890384,36.39860158760135,-9.999999999999993
93,57,1,1,34,4.89,2,1,80,258.424915281181,0.4444444444444444,258.424915281181,1.6315786611265506,1.0,0.9,232.58242375306287,258.424915281181,232.58242375306287,-10.000000000000002
28,15,0,0,90,4.25,3,1,177,511.929390993806,0.9833333333333332,511.929390993806,1.8666654222230519,1.0,0.9,460.73645189442544,511.929390993806,460.73645189442544,-9.999999999999993
97,7,2,2,22,3.74,0,1,147,441.74670095471794,0.8166666666666667,441.74670095471794,13.85712306125277,1.3,0.9,516.84364011702,441.74670095471794,516.84364011702,16.999999999999993
48,12,2,2,51,4.63,3,1,32,175.5180543386476,0.1777777777777777,175.5180543386476,3.9999966666694444,1.3,0.9,205.35612357621773,175.5180543386476,205.35612357621773,17.000000000000018
70,37,2,2,10,3.65,3,1,168,658.5834276725151,0.9333333333333332,658.5834276725151,1.891891380569897,1.0,0.9,592.7250849052635,658.5834276725151,592.7250849052635,-10.000000000000005
78,12,0,2,99,4.3,0,0,95,299.2909931126892,0.5277777777777778,299.2909931126892,6.499994583337847,1.3,0.9,350.1704619418464,299.2909931126892,350.1704619418464,17.00000000000001
25,7,0,1,24,3.85,1,1,144,494.8027992189699,0.8,494.8027992189699,3.571423469395044,1.3,0.9,578.9192750861947,494.8027992189699,578.9192750861947,16.99999999999999
24,9,2,0,6,4.05,0,1,69,223.51901195083727,0.3833333333333333,223.51901195083727,2.666663703706996,1.15,0.9,231.34217736911657,223.51901195083727,231.34217736911657,3.499999999999999
92,37,0,2,7,4.92,2,1,103,434.5710508212173,0.5722222222222222,434.5710508212173,2.4864858144632933,1.15,0.9,449.78103759995986,434.5710508212173,449.78103759995986,3.4999999999999933
43,33,0,0,16,4.01,2,1,159,630.4284012724294,0.8833333333333333,630.4284012724294,1.303029908172755,1.0,0.9,567.3855611451864,630.4284012724294,567.3855611451864,-9.999999999999998
96,23,2,0,8,4.23,2,1,90,445.1254111184949,0.5,445.1254111184949,4.173911228734249,1.3,0.9,520.7967310086391,445.1254111184949,520.7967310086391,17.000000000000007
88,46,0,0,35,4.89,0,1,72,361.98552095653855,0.4,361.98552095653855,1.9130430623819428,1.0,0.9,325.7869688608847,361.98552095653855,325.7869688608847,-9.999999999999995
83,43,1,1,20,3.59,2,0,63,267.28219711727195,0.35,267.28219711727195,1.9302321092483465,1.0,0.9,240.55397740554477,267.28219711727195,240.55397740554477,-9.999999999999993
50,29,2,1,2,4.81,2,0,143,518.9547629602604,0.7944444444444444,518.9547629602604,1.7241373365043668,1.0,0.9,467.0592866642344,518.9547629602604,467.0592866642344,-9.999999999999993
97,75,2,1,15,4.94,0,0,163,575.4934491747886,0.9055555555555556,575.4934491747886,1.2933331608889118,1.0,0.9,517.9441042573097,575.4934491747886,517.9441042573097,-9.999999999999996
84,24,1,1,39,4.08,0,0,86,349.4432162449335,0.4777777777777778,349.4432162449335,3.4999985416672743,1.3,0.9,408.84856300657225,349.4432162449335,408.84856300657225,17.000000000000007
68,40,1,2,58,4.64,2,1,68,279.2349662242834,0.3777777777777777,279.2349662242834,1.699999575000106,1.0,0.9,251.3114696018551,279.2349662242834,251.3114696018551,-9.999999999999996
77,30,2,1,99,4.7,1,1,179,689.7483154802385,0.9944444444444444,689.7483154802385,2.5666658111113962,1.15,0.9,713.8895065220469,689.7483154802385,713.8895065220469,3.5000000000000053
82,67,2,1,13,4.43,0,0,33,88.76294359232648,0.1833333333333333,88.76294359232648,1.2238804143462068,1.0,0.9,79.88664923309383,88.76294359232648,79.88664923309383,-9.999999999999996
21,8,1,0,37,3.71,1,1,171,621.7963494961118,0.95,621.7963494961118,2.624996718754102,1.15,0.9,643.5592217284757,621.7963494961118,643.5592217284757,3.499999999999991
75,24,0,1,44,3.79,3,1,72,307.621949405299,0.4,307.621949405299,3.124998697917209,1.3,0.9,359.91768080419985,307.621949405299,359.91768080419985,17.000000000000004
61,9,2,0,74,3.98,1,1,32,172.41053126646165,0.1777777777777777,172.41053126646165,6.777770246921948,1.3,0.9,201.72032158176012,172.41053126646165,201.72032158176012,16.999999999999996
90,13,1,1,24,3.73,0,0,126,444.2453020895959,0.7,444.2453020895959,6.923071597637233,1.3,0.9,519.7670034448273,444.2453020895959,519.7670034448273,17.000000000000025
100,21,1,1,20,3.52,3,1,163,556.8967118375435,0.9055555555555556,556.8967118375435,4.761902494332146,1.3,0.9,651.569152849926,556.8967118375435,651.569152849926,17.000000000000014
93,31,1,0,13,3.58,0,1,101,355.3245754797394,0.5611111111111111,355.3245754797394,2.9999990322583767,1.15,0.9,367.7609356215302,355.3245754797394,367.7609356215302,3.499999999999986
92,14,2,2,57,3.73,2,1,133,474.99773906008016,0.7388888888888889,474.99773906008016,6.571423877554373,1.3,0.9,555.7473547002938,474.99773906008016,555.7473547002938,17.00000000000001
61,12,0,0,59,4.72,0,1,178,581.9712306098094,0.9888888888888888,581.9712306098094,5.083329097225753,1.3,0.9,680.906339813477,581.9712306098094,680.906339813477,17.0
53,12,1,0,79,3.6,3,1,154,663.4393972369916,0.8555555555555555,663.4393972369916,4.416662986114178,1.3,0.9,776.2240947672801,663.4393972369916,776.2240947672801,17.0
55,21,2,1,20,3.56,3,1,134,519.469492374694,0.7444444444444445,519.469492374694,2.61904637188268,1.15,0.9,537.6509246078083,519.469492374694,537.6509246078083,3.4999999999999947
57,45,0,0,78,4.43,0,1,112,397.6919501475396,0.6222222222222222,397.6919501475396,1.2666663851852475,1.0,0.9,357.92275513278565,397.6919501475396,357.92275513278565,-10.0
34,8,1,2,51,4.09,0,1,130,388.1122298927073,0.7222222222222222,388.1122298927073,4.249994687506641,1.3,0.9,454.09130897446755,388.1122298927073,454.09130897446755,17.0
50,11,1,2,19,4.87,2,0,144,591.1000759572743,0.8,591.1000759572743,4.545450413226897,1.3,0.9,691.5870888700109,591.1000759572743,691.5870888700109,17.000000000000004
35,22,0,2,82,3.79,0,0,174,586.7988633141081,0.9666666666666668,586.7988633141081,1.5909083677689237,1.0,0.9,528.1189769826973,586.7988633141081,528.1189769826973,-9.999999999999996
43,14,1,1,1,3.53,3,1,134,648.9097429236178,0.7444444444444445,648.9097429236178,3.0714263775525876,1.3,0.9,759.2243992206329,648.9097429236178,759.2243992206329,17.000000000000004
50,25,1,2,19,4.32,3,0,176,746.3391324597457,0.9777777777777776,746.3391324597457,1.99999920000032,1.0,0.9,671.7052192137711,746.3391324597457,671.7052192137711,-10.0
55,19,2,1,64,4.34,2,1,129,555.0976877626003,0.7166666666666667,555.0976877626003,2.894735318560359,1.15,0.9,574.5261068342913,555.0976877626003,574.5261068342913,3.499999999999997
93,67,2,2,21,4.88,3,1,87,417.91314129159,0.4833333333333333,417.91314129159,1.3880594943194784,1.0,0.9,376.12182716243103,417.91314129159,376.12182716243103,-9.999999999999998
94,69,2,2,86,4.12,2,1,18,97.80093621671637,0.1,97.80093621671637,1.3623186431422256,1.0,0.9,88.02084259504473,97.80093621671637,88.02084259504473,-10.000000000000004
70,60,2,1,57,4.05,0,1,43,193.0891119987856,0.2388888888888889,193.0891119987856,1.1666664722222546,1.0,0.9,173.78020079890703,193.0891119987856,173.78020079890703,-10.000000000000004
36,25,1,1,61,3.64,3,0,132,492.4640116460618,0.7333333333333333,492.4640116460618,1.4399994240002305,1.0,0.9,443.2176104814556,492.4640116460618,443.2176104814556,-10.000000000000004
37,9,1,2,73,4.8,2,0,124,408.81562882076287,0.6888888888888889,408.81562882076287,4.1111065432149525,1.3,0.9,478.3142857202926,408.81562882076287,478.3142857202926,17.000000000000014
68,46,2,0,8,4.21,0,0,116,364.1617948077249,0.6444444444444445,364.1617948077249,1.4782605482042286,1.0,0.9,327.7456153269524,364.1617948077249,327.7456153269524,-9.999999999999998
77,15,1,1,47,4.47,2,0,66,228.64349787316,0.3666666666666666,228.64349787316,5.1333299111133925,1.3,0.9,267.5128925115972,228.64349787316,267.5128925115972,17.00000000000001
27,12,1,2,64,4.7,1,0,149,667.9464280068869,0.8277777777777777,667.9464280068869,2.2499981250015626,1.15,0.9,691.324552987128,667.9464280068869,691.324552987128,3.500000000000004
90,56,1,2,61,4.38,3,1,91,410.34270896598935,0.5055555555555555,410.34270896598935,1.6071425701531123,1.0,0.9,369.30843806939043,410.34270896598935,369.30843806939043,-9.999999999999995
46,23,1,1,19,4.92,0,0,169,710.4192641684332,0.9388888888888888,710.4192641684332,1.9999991304351608,1.0,0.9,639.3773377515898,710.4192641684332,639.3773377515898,-10.000000000000005
96,80,2,1,47,3.77,2,0,70,177.20306582722415,0.3888888888888889,177.20306582722415,1.1999998500000186,1.0,0.9,159.48275924450175,177.20306582722415,159.48275924450175,-9.999999999999993
80,6,0,2,43,4.81,3,0,24,74.32837977574499,0.1333333333333333,74.32837977574499,13.333311111148149,1.3,0.9,86.96420433762164,74.32837977574499,86.96420433762164,16.999999999999996
