Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Historical_Cost_of_Ride,Location_Category_Suburban,Location_Category_Urban,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Vehicle_Type_Premium,Demand_Ratio,Baseline_Price,Baseline_Revenue,Revenue_Lift
39,29,12,4.24,97,251.1073064574406,True,False,False,True,True,False,False,False,1.3,398.2213684302076,398.2213684302076,0.5858613357301927
33,6,90,4.81,139,521.8019208244536,False,False,False,False,False,False,True,True,4.714285714285714,398.2213684302076,398.2213684302076,-0.23683422283878763
40,29,6,4.94,71,346.4926515319707,True,False,False,True,False,False,True,True,1.3333333333333333,398.2213684302076,398.2213684302076,0.14929239240579942
54,35,66,4.4,77,234.0714535105622,True,False,False,True,False,False,True,False,1.5,398.2213684302076,398.2213684302076,0.701281221856634
53,26,54,4.6,52,184.0244513007148,False,True,False,False,False,False,True,True,1.962962962962963,398.2213684302076,398.2213684302076,1.1639590044448664
81,34,98,3.55,164,554.8869659163038,False,True,False,True,False,False,False,True,2.3142857142857145,398.2213684302076,398.2213684302076,-0.28233785817511314
45,20,80,4.73,63,192.61977241404605,False,True,True,False,False,True,False,False,2.142857142857143,398.2213684302076,398.2213684302076,1.0673961112061245
20,9,77,3.91,89,227.796524806166,False,True,False,True,True,False,False,False,2.0,398.2213684302076,398.2213684302076,0.7481450551936977
47,22,11,4.8,119,416.601648993299,False,False,False,True,False,False,False,True,2.0434782608695654,398.2213684302076,398.2213684302076,-0.04411955787382659
33,18,90,3.61,146,671.7128294096442,False,True,False,False,True,False,False,True,1.736842105263158,398.2213684302076,398.2213684302076,-0.4071553333584579
78,57,5,4.82,127,552.6397714448676,False,False,False,True,False,True,False,True,1.3448275862068966,398.2213684302076,398.2213684302076,-0.2794196346219087
26,12,9,3.75,115,321.37240510655704,False,False,False,True,False,False,False,False,2.0,398.2213684302076,398.2213684302076,0.23912744872469627
62,21,61,4.57,56,215.4338699200544,False,False,True,False,False,False,True,False,2.8181818181818183,398.2213684302076,398.2213684302076,0.8484622152402683
84,59,67,4.27,164,758.9961232252967,True,False,False,True,False,True,False,True,1.4,398.2213684302076,398.2213684302076,-0.4753314855707089
49,8,1,4.06,157,694.4247148756359,False,True,True,False,False,False,False,True,5.444444444444445,398.2213684302076,398.2213684302076,-0.42654493727009013
34,22,34,3.64,176,617.3632185255483,True,False,False,False,False,True,False,False,1.4782608695652173,398.2213684302076,398.2213684302076,-0.3549642147757333
49,30,86,3.62,69,328.63536897966003,False,False,False,True,False,False,False,True,1.5806451612903225,398.2213684302076,398.2213684302076,0.21174227127955414
83,50,7,3.66,100,376.3000600585162,False,False,True,False,True,False,False,True,1.6274509803921569,398.2213684302076,398.2213684302076,0.05825486280358962
88,5,89,3.59,27,70.20380336705749,False,True,False,True,False,False,True,False,14.666666666666666,398.2213684302076,398.2213684302076,4.672361742968891
90,71,88,3.84,167,451.6848649701074,True,False,False,False,False,True,False,False,1.25,398.2213684302076,398.2213684302076,-0.11836459595217577
65,5,24,3.54,119,301.40392677127403,False,False,False,True,False,False,True,False,10.833333333333334,398.2213684302076,398.2213684302076,0.32122156700501536
73,28,22,4.57,53,153.39607111804412,False,True,False,True,False,False,False,False,2.5172413793103448,398.2213684302076,398.2213684302076,1.59603368930982
85,62,54,3.78,114,339.66230419418656,True,False,False,True,False,True,False,False,1.3492063492063493,398.2213684302076,398.2213684302076,0.1724037772603183
65,27,62,3.54,162,733.4425366578176,False,False,False,False,False,False,True,True,2.3214285714285716,398.2213684302076,398.2213684302076,-0.4570517136286644
74,42,88,3.5,77,203.8363809804033,False,True,False,False,True,False,False,False,1.7209302325581395,398.2213684302076,398.2213684302076,0.9536324502763436
41,7,68,4.3,66,284.5088586099128,False,False,False,False,True,False,False,True,5.125,398.2213684302076,398.2213684302076,0.39968003237538846
79,23,88,3.88,164,492.1134583590864,False,True,False,False,False,False,True,False,3.2916666666666665,398.2213684302076,398.2213684302076,-0.19079358293096596
53,7,64,4.55,10,86.19117981050438,False,True,False,True,False,False,True,True,6.625,398.2213684302076,398.2213684302076,3.620210203708978
35,14,74,5.0,175,727.8809447636283,False,True,False,True,False,False,True,True,2.3333333333333335,398.2213684302076,398.2213684302076,-0.4529031549802066
53,40,79,3.66,30,158.65264164620277,False,False,False,False,True,False,False,True,1.2926829268292683,398.2213684302076,398.2213684302076,1.5100204087256603
36,23,42,4.66,14,44.52503661261306,False,True,False,True,False,True,False,False,1.5,398.2213684302076,398.2213684302076,7.943762851783919
38,25,2,4.24,128,452.4258268814717,False,True,True,False,False,True,False,True,1.4615384615384615,398.2213684302076,398.2213684302076,-0.11980849728427383
52,36,1,4.52,36,152.64047921471024,False,False,False,True,False,True,False,True,1.4054054054054055,398.2213684302076,398.2213684302076,1.60888442226425
91,64,26,4.56,96,420.2245689053783,True,False,True,False,False,True,False,True,1.4,398.2213684302076,398.2213684302076,-0.05236057599508223
87,5,59,4.32,42,151.35930066309265,False,True,False,True,False,False,True,False,14.5,398.2213684302076,398.2213684302076,1.6309672856945856
96,20,88,3.6,71,242.27196569085137,True,False,False,False,True,False,False,True,4.571428571428571,398.2213684302076,398.2213684302076,0.6436956182472793
83,59,8,4.85,31,119.0485543701777,False,True,False,False,False,True,False,False,1.3833333333333333,398.2213684302076,398.2213684302076,2.345033213859539
48,23,0,4.46,174,472.56954081275165,False,False,False,False,False,False,False,False,2.0,398.2213684302076,398.2213684302076,-0.15732747450179696
65,19,24,4.59,96,334.6493506052282,True,False,False,True,True,False,False,False,3.25,398.2213684302076,398.2213684302076,0.18996605763616914
79,29,0,4.86,127,406.0855256604135,True,False,False,True,False,True,False,False,2.6333333333333333,398.2213684302076,398.2213684302076,-0.019365765912036682
100,22,45,4.23,141,551.365137615676,True,False,False,True,False,False,True,True,4.3478260869565215,398.2213684302076,398.2213684302076,-0.2777538127414502
73,63,25,4.19,129,534.0181945871103,True,False,False,True,False,False,False,False,1.140625,398.2213684302076,398.2213684302076,-0.2542925082578834
79,67,56,4.01,151,501.2363000548165,False,False,False,False,True,False,False,True,1.161764705882353,398.2213684302076,398.2213684302076,-0.20552169029526185
88,55,56,4.0,26,159.60691863182956,False,False,True,False,False,False,True,True,1.5714285714285714,398.2213684302076,398.2213684302076,1.4950131976972607
76,34,10,4.92,103,359.8010509571677,True,False,False,True,False,True,False,False,2.1714285714285713,398.2213684302076,398.2213684302076,0.1067821157576707
49,30,80,3.74,85,348.6695624527248,True,False,False,True,False,False,True,False,1.5806451612903225,398.2213684302076,398.2213684302076,0.14211681005049412
100,64,7,4.89,115,490.5040759704239,False,False,True,False,False,False,True,True,1.5384615384615385,398.2213684302076,398.2213684302076,-0.18813851313598612
87,26,63,4.2,118,485.683239513509,False,False,False,False,False,True,False,True,3.2222222222222223,398.2213684302076,398.2213684302076,-0.18008006858731376
22,5,93,4.85,99,424.9275101964327,False,False,False,True,True,False,False,False,3.6666666666666665,398.2213684302076,398.2213684302076,-0.062848700367457
21,11,23,3.76,12,40.442890652890384,False,False,False,True,False,False,False,False,1.75,398.2213684302076,398.2213684302076,8.846511018414244
93,57,34,4.89,80,258.424915281181,True,False,True,False,False,True,False,True,1.603448275862069,398.2213684302076,398.2213684302076,0.5409557859269108
28,15,90,4.25,177,511.929390993806,False,False,False,False,False,False,True,True,1.75,398.2213684302076,398.2213684302076,-0.22211661327523627
97,7,22,3.74,147,441.74670095471794,False,True,False,True,False,False,False,True,12.125,398.2213684302076,398.2213684302076,-0.09853006809205804
48,12,51,4.63,32,175.5180543386476,False,True,False,True,False,False,True,True,3.6923076923076925,398.2213684302076,398.2213684302076,1.2688342229561884
70,37,10,3.65,168,658.5834276725151,False,True,False,True,False,False,True,True,1.8421052631578947,398.2213684302076,398.2213684302076,-0.395336487834878
78,12,99,4.3,95,299.2909931126892,False,False,False,True,False,False,False,False,6.0,398.2213684302076,398.2213684302076,0.330549123074576
25,7,24,3.85,144,494.8027992189699,False,False,True,False,True,False,False,True,3.125,398.2213684302076,398.2213684302076,-0.19519176314526301
24,9,6,4.05,69,223.51901195083732,False,True,False,False,False,False,False,True,2.4,398.2213684302076,398.2213684302076,0.7815995380195926
92,37,7,4.92,103,434.5710508212173,False,False,False,True,False,True,False,True,2.4210526315789473,398.2213684302076,398.2213684302076,-0.08364496972892928
43,33,16,4.01,159,630.4284012724294,False,False,False,False,False,True,False,True,1.2647058823529411,398.2213684302076,398.2213684302076,-0.368332125223967
96,23,8,4.23,90,445.1254111184949,False,True,False,False,False,True,False,True,4.0,398.2213684302076,398.2213684302076,-0.10537264671192008
88,46,35,4.89,72,361.98552095653855,False,False,False,False,False,False,False,True,1.872340425531915,398.2213684302076,398.2213684302076,0.1001030300270481
83,43,20,3.59,63,267.28219711727195,True,False,True,False,False,True,False,False,1.8863636363636365,398.2213684302076,398.2213684302076,0.48989110657259805
50,29,2,4.81,143,518.9547629602604,False,True,True,False,False,True,False,False,1.6666666666666667,398.2213684302076,398.2213684302076,-0.2326472423942241
97,75,15,4.94,163,575.4934491747886,False,True,True,False,False,False,False,False,1.2763157894736843,398.2213684302076,398.2213684302076,-0.3080349237663347
84,24,39,4.08,86,349.4432162449335,True,False,True,False,False,False,False,False,3.36,398.2213684302076,398.2213684302076,0.13958820751891265
68,40,58,4.64,68,279.2349662242834,True,False,False,True,False,True,False,True,1.6585365853658536,398.2213684302076,398.2213684302076,0.426115696808377
77,30,99,4.7,179,689.7483154802385,False,True,True,False,True,False,False,True,2.4838709677419355,398.2213684302076,398.2213684302076,-0.42265699024876163
82,67,13,4.43,33,88.76294359232648,False,True,True,False,False,False,False,False,1.2058823529411764,398.2213684302076,398.2213684302076,3.486347030796686
21,8,37,3.71,171,621.7963494961118,True,False,False,False,True,False,False,True,2.3333333333333335,398.2213684302076,398.2213684302076,-0.3595630325702037
75,24,44,3.79,72,307.621949405299,False,False,True,False,False,False,True,True,3.0,398.2213684302076,398.2213684302076,0.29451545704088156
61,9,74,3.98,32,172.41053126646165,False,True,False,False,True,False,False,True,6.1,398.2213684302076,398.2213684302076,1.3097276338343493
90,13,24,3.73,126,444.2453020895959,True,False,True,False,False,False,False,False,6.428571428571429,398.2213684302076,398.2213684302076,-0.10360027093793815
100,21,20,3.52,163,556.8967118375435,True,False,True,False,False,False,True,True,4.545454545454546,398.2213684302076,398.2213684302076,-0.28492777930716945
93,31,13,3.58,101,355.3245754797394,True,False,False,False,False,False,False,True,2.90625,398.2213684302076,398.2213684302076,0.12072565735863142
92,14,57,3.73,133,474.99773906008016,False,True,False,True,False,True,False,True,6.133333333333334,398.2213684302076,398.2213684302076,-0.16163523384721104
61,12,59,4.72,178,581.9712306098094,False,False,False,False,False,False,False,True,4.6923076923076925,398.2213684302076,398.2213684302076,-0.3157370201737677
53,12,79,3.6,154,663.4393972369916,True,False,False,False,False,False,True,True,4.076923076923077,398.2213684302076,398.2213684302076,-0.39976225396220133
55,21,20,3.56,134,519.469492374694,False,True,True,False,False,False,True,True,2.5,398.2213684302076,398.2213684302076,-0.23340759317783
57,45,78,4.43,112,397.6919501475396,False,False,False,False,False,False,False,True,1.2391304347826086,398.2213684302076,398.2213684302076,0.0013312270526762056
34,8,51,4.09,130,388.1122298927073,True,False,False,True,False,False,False,True,3.7777777777777777,398.2213684302076,398.2213684302076,0.026046946627512623
50,11,19,4.87,144,591.1000759572743,True,False,False,True,False,True,False,False,4.166666666666667,398.2213684302076,398.2213684302076,-0.3263046569816518
35,22,82,3.79,174,586.7988633141081,False,False,False,True,False,False,False,False,1.5217391304347827,398.2213684302076,398.2213684302076,-0.32136649655191424
43,14,1,3.53,134,648.9097429236178,True,False,True,False,False,False,True,True,2.8666666666666667,398.2213684302076,398.2213684302076,-0.3863224080500798
50,25,19,4.32,176,746.3391324597457,True,False,False,True,False,False,True,False,1.9230769230769231,398.2213684302076,398.2213684302076,-0.4664337549636848
55,19,64,4.34,129,555.0976877626003,False,True,True,False,False,True,False,True,2.75,398.2213684302076,398.2213684302076,-0.28261029146906547
93,67,21,4.88,87,417.91314129159,False,True,False,True,False,False,True,True,1.3676470588235294,398.2213684302076,398.2213684302076,-0.04711929565201906
94,69,86,4.12,18,97.80093621671637,False,True,False,True,False,True,False,True,1.3428571428571427,398.2213684302076,398.2213684302076,3.0717541552750762
70,60,57,4.05,43,193.0891119987856,False,True,True,False,False,False,False,True,1.1475409836065573,398.2213684302076,398.2213684302076,1.0623709141751718
36,25,61,3.64,132,492.4640116460618,True,False,True,False,False,False,True,False,1.3846153846153846,398.2213684302076,398.2213684302076,-0.1913696046556743
37,9,73,4.8,124,408.81562882076287,True,False,False,True,False,True,False,False,3.7,398.2213684302076,398.2213684302076,-0.025914519024418547
68,46,8,4.21,116,364.1617948077249,False,True,False,False,False,False,False,False,1.446808510638298,398.2213684302076,398.2213684302076,0.09352868452459685
77,15,47,4.47,66,228.64349787316,True,False,True,False,False,True,False,False,4.8125,398.2213684302076,398.2213684302076,0.7416693329767066
27,12,64,4.7,149,667.9464280068869,True,False,False,True,True,False,False,False,2.076923076923077,398.2213684302076,398.2213684302076,-0.4038124140906377
90,56,61,4.38,91,410.34270896598935,True,False,False,True,False,False,True,True,1.5789473684210527,398.2213684302076,398.2213684302076,-0.029539553819113742
46,23,19,4.92,169,710.4192641684332,True,False,True,False,False,False,False,False,1.9166666666666667,398.2213684302076,398.2213684302076,-0.4394558417607981
96,80,47,3.77,70,177.20306582722415,False,True,True,False,False,True,False,False,1.1851851851851851,398.2213684302076,398.2213684302076,1.2472600379187562
80,6,43,4.81,24,74.32837977574499,False,False,False,True,False,False,True,False,11.428571428571429,398.2213684302076,398.2213684302076,4.357595169323953
80,31,91,4.61,127,392.3027600530253,True,False,False,True,True,False,False,True,2.5,398.2213684302076,398.2213684302076,0.015086838482559518
64,25,85,4.46,37,168.61019430479575,True,False,False,True,False,False,False,True,2.4615384615384617,398.2213684302076,398.2213684302076,1.3617870204831442
57,42,36,3.59,167,587.2581373063812,False,False,False,True,False,False,False,True,1.3255813953488371,398.2213684302076,398.2213684302076,-0.32189723201323706
52,7,57,4.82,180,563.9803272683639,False,False,False,True,False,False,True,False,6.5,398.2213684302076,398.2213684302076,-0.2939091149526599
69,56,73,4.02,116,352.3474982568331,False,True,True,False,False,False,True,True,1.2105263157894737,398.2213684302076,398.2213684302076,0.13019496491482427
67,54,53,3.67,110,415.3075369486595,True,False,True,False,False,True,False,False,1.2181818181818183,398.2213684302076,398.2213684302076,-0.04114100274699355
25,7,13,4.07,60,204.215843297379,False,False,False,True,False,False,False,True,3.125,398.2213684302076,398.2213684302076,0.9500023210751471
80,35,29,4.49,79,319.6520700676685,False,False,True,False,False,False,True,False,2.2222222222222223,398.2213684302076,398.2213684302076,0.24579630704692892
73,6,5,4.03,71,362.05333073474793,True,False,False,True,False,False,True,True,10.428571428571429,398.2213684302076,398.2213684302076,0.0998969892696762
24,6,65,4.29,106,387.4755378090192,False,True,True,False,False,False,False,True,3.4285714285714284,398.2213684302076,398.2213684302076,0.02773292652731233
37,14,18,4.36,85,348.8532987245396,False,False,False,False,True,False,False,False,2.466666666666667,398.2213684302076,398.2213684302076,0.14151527271252723
27,6,74,4.75,157,732.2985126943609,False,False,True,False,False,False,False,True,3.857142857142857,398.2213684302076,398.2213684302076,-0.45620349962882817
23,11,11,4.86,133,343.6721333865543,False,True,True,False,False,False,False,False,1.9166666666666667,398.2213684302076,398.2213684302076,0.1587246382362272
42,8,12,4.79,166,599.7162532373392,False,False,False,False,False,True,False,True,4.666666666666667,398.2213684302076,398.2213684302076,-0.33598369848980814
74,39,11,3.65,173,484.75453888236336,False,True,False,True,False,True,False,False,1.85,398.2213684302076,398.2213684302076,-0.1785092526449866
68,30,28,4.69,134,581.1514565564086,False,True,True,False,False,False,True,True,2.193548387096774,398.2213684302076,398.2213684302076,-0.314771796684717
59,9,30,4.83,140,603.3651642705413,True,False,False,True,False,False,False,False,5.9,398.2213684302076,398.2213684302076,-0.3399994033270867
89,75,76,4.39,110,369.8546414878244,False,False,False,True,True,False,False,False,1.1710526315789473,398.2213684302076,398.2213684302076,0.07669696080674177
81,35,45,4.11,174,708.8801421484817,True,False,True,False,False,False,True,False,2.25,398.2213684302076,398.2213684302076,-0.43823878713364167
33,8,74,4.52,56,205.83755050869485,True,False,True,False,False,True,False,True,3.6666666666666665,398.2213684302076,398.2213684302076,0.9346390755528651
75,28,49,4.46,163,684.5607033083106,False,True,False,False,False,False,True,False,2.586206896551724,398.2213684302076,398.2213684302076,-0.4182818755068713
87,48,95,4.73,162,453.2541298779704,True,False,False,True,False,True,False,False,1.7755102040816326,398.2213684302076,398.2213684302076,-0.12141701050264957
56,37,96,3.83,130,412.5848379812361,True,False,False,True,False,False,False,True,1.4736842105263157,398.2213684302076,398.2213684302076,-0.03481337225407626
75,32,20,3.69,96,440.4442377359072,False,True,False,True,True,False,False,True,2.272727272727273,398.2213684302076,398.2213684302076,-0.09586427903506076
99,54,96,3.77,61,241.6407113776789,False,False,False,True,False,False,False,True,1.8,398.2213684302076,398.2213684302076,0.6479895550704479
33,16,81,4.08,50,201.29253189374316,False,False,True,False,False,False,False,True,1.9411764705882353,398.2213684302076,398.2213684302076,0.9783216231808232
41,28,89,4.47,45,220.05114029296504,False,False,False,False,True,False,False,True,1.4137931034482758,398.2213684302076,398.2213684302076,0.8096764592995775
55,19,74,3.51,173,702.9134159653358,True,False,False,True,False,True,False,False,2.75,398.2213684302076,398.2213684302076,-0.4334702405938346
93,51,12,4.98,90,431.42166025583447,False,False,False,True,False,True,False,True,1.7884615384615385,398.2213684302076,398.2213684302076,-0.07695555157323118
54,35,11,4.49,96,466.8626810645626,False,True,False,True,False,False,False,True,1.5,398.2213684302076,398.2213684302076,-0.14702677129351144
34,20,21,4.15,158,445.1263611668488,False,True,False,False,False,True,False,True,1.619047619047619,398.2213684302076,398.2213684302076,-0.10537455614555173
86,18,61,4.3,126,441.6378571357946,True,False,False,True,False,False,False,True,4.526315789473684,398.2213684302076,398.2213684302076,-0.09830789639991697
85,27,8,4.11,157,669.5210116683382,True,False,False,False,False,False,True,True,3.0357142857142856,398.2213684302076,398.2213684302076,-0.4052145317472498
74,5,80,3.63,134,354.3852115042604,True,False,True,False,False,False,True,False,12.333333333333334,398.2213684302076,398.2213684302076,0.12369634934786267
63,53,33,4.33,175,489.7125242986789,False,False,False,False,False,False,False,False,1.1666666666666667,398.2213684302076,398.2213684302076,-0.1868262528092303
55,13,45,3.71,40,222.56858200356248,True,False,False,True,False,True,False,True,3.9285714285714284,398.2213684302076,398.2213684302076,0.7892074651571153
100,66,27,3.53,106,412.2556067980849,True,False,False,False,True,False,False,True,1.492537313432836,398.2213684302076,398.2213684302076,-0.03404256518638697
51,27,86,3.82,152,472.21573527678265,False,True,False,False,True,False,False,True,1.8214285714285714,398.2213684302076,398.2213684302076,-0.1566961058661129
37,10,33,4.86,44,179.93988033973832,False,True,False,True,False,False,False,False,3.3636363636363638,398.2213684302076,398.2213684302076,1.2130801002998304
99,71,3,4.63,100,308.9111533232364,True,False,False,False,False,True,False,True,1.375,398.2213684302076,398.2213684302076,0.28911295091219746
54,24,85,3.79,102,306.3142432341152,False,False,False,True,True,False,False,False,2.16,398.2213684302076,398.2213684302076,0.3000419576501637
30,7,57,4.27,69,224.46487829301583,False,False,False,False,False,True,False,True,3.75,398.2213684302076,398.2213684302076,0.7740921050034852
84,56,71,4.56,15,101.07378646994935,False,True,False,True,True,False,False,True,1.4736842105263157,398.2213684302076,398.2213684302076,2.9399074907380096
49,14,55,4.43,131,633.4966221375331,True,False,False,True,False,True,False,True,3.2666666666666666,398.2213684302076,398.2213684302076,-0.37139148889770546
86,10,98,4.8,18,62.87509273644356,False,True,False,True,False,True,False,False,7.818181818181818,398.2213684302076,398.2213684302076,5.33353130943998
48,24,17,3.98,29,92.03104706108972,False,False,False,False,False,False,False,False,1.92,398.2213684302076,398.2213684302076,3.32703289973296
67,18,78,3.81,22,106.7358926414302,False,True,False,True,False,True,False,True,3.526315789473684,398.2213684302076,398.2213684302076,2.730903996540293
100,16,96,3.65,163,560.6703257140985,False,False,False,False,False,False,True,True,5.882352941176471,398.2213684302076,398.2213684302076,-0.28974060126507956
79,7,31,4.82,100,322.9000694955284,False,False,False,True,False,False,True,False,9.875,398.2213684302076,398.2213684302076,0.2332650440501756
99,9,33,4.98,110,292.33936093553586,False,False,False,True,False,False,False,False,9.9,398.2213684302076,398.2213684302076,0.3621886808393889
34,24,3,4.41,97,242.75171700488076,False,True,False,True,False,True,False,False,1.36,398.2213684302076,398.2213684302076,0.6404471751777597
54,21,23,4.44,136,442.7796305981407,False,True,False,True,True,False,False,True,2.4545454545454546,398.2213684302076,398.2213684302076,-0.10063304427021728
77,43,73,4.07,131,505.54671645728143,True,False,True,False,False,False,False,True,1.75,398.2213684302076,398.2213684302076,-0.2122956089581146
80,21,85,4.21,146,474.9171617926677,False,True,True,False,False,True,False,True,3.6363636363636362,398.2213684302076,398.2213684302076,-0.16149299189980174
74,54,16,4.35,147,617.434678434942,False,True,True,False,False,False,False,True,1.3454545454545455,398.2213684302076,398.2213684302076,-0.3550388691487023
57,38,31,3.97,64,294.8553699465021,False,True,True,False,False,True,False,True,1.4615384615384615,398.2213684302076,398.2213684302076,0.3505650872238141
97,66,90,3.6,150,717.467322019467,False,True,False,True,True,False,False,True,1.4477611940298507,398.2213684302076,398.2213684302076,-0.4449623610601144
52,14,97,4.83,66,266.9772170141728,True,False,False,False,True,False,False,True,3.466666666666667,398.2213684302076,398.2213684302076,0.4915930763075843
51,37,34,4.64,100,383.3711770715268,False,False,True,False,False,False,False,False,1.3421052631578947,398.2213684302076,398.2213684302076,0.03873580552434208
87,52,15,3.57,66,266.4336179135411,False,True,False,False,False,False,True,False,1.6415094339622642,398.2213684302076,398.2213684302076,0.4946363433740263
91,42,76,4.96,86,336.39439243010713,True,False,False,True,False,True,False,False,2.116279069767442,398.2213684302076,398.2213684302076,0.1837931231655304
85,34,66,4.59,163,764.8593556145701,False,False,True,False,False,True,False,True,2.4285714285714284,398.2213684302076,398.2213684302076,-0.4793534713186141
57,21,28,4.93,141,588.6941797749441,False,False,False,True,False,False,True,False,2.590909090909091,398.2213684302076,398.2213684302076,-0.3235513750408636
28,8,67,3.78,58,305.2426676647312,False,True,True,False,False,False,False,True,3.111111111111111,398.2213684302076,398.2213684302076,0.30460584516841277
58,30,32,4.14,75,256.37380365626416,False,True,True,False,False,False,True,False,1.8709677419354838,398.2213684302076,398.2213684302076,0.5532841606708266
31,9,18,4.42,114,461.0193485856391,False,False,False,False,False,True,False,True,3.1,398.2213684302076,398.2213684302076,-0.1362154980004405
27,11,88,4.5,144,581.7472844259253,True,False,False,False,True,False,False,True,2.25,398.2213684302076,398.2213684302076,-0.31547361012062675
90,75,88,4.1,106,472.5465909334413,False,True,False,False,False,False,False,False,1.1842105263157894,398.2213684302076,398.2213684302076,-0.15728654894412833
54,8,41,3.89,168,573.4835718398938,True,False,True,False,False,True,False,False,6.0,398.2213684302076,398.2213684302076,-0.3056098064804134
23,9,50,3.84,34,192.3850221961644,True,False,False,True,True,False,False,True,2.3,398.2213684302076,398.2213684302076,1.0699187695815695
94,64,62,4.87,166,744.0359811402852,False,True,True,False,False,False,True,False,1.4461538461538461,398.2213684302076,398.2213684302076,-0.4647821093008076
86,20,51,3.75,110,412.25746306035046,True,False,False,True,False,True,False,True,4.095238095238095,398.2213684302076,398.2213684302076,-0.034046914580872334
79,55,91,4.39,48,189.5605649707772,True,False,True,False,False,True,False,False,1.4107142857142858,398.2213684302076,398.2213684302076,1.1007606117422033
73,13,93,3.95,90,357.0434721850994,False,True,True,False,False,False,True,False,5.214285714285714,398.2213684302076,398.2213684302076,0.11533020333098436
74,23,45,4.07,99,417.1740953777763,False,True,True,False,False,True,False,True,3.0833333333333335,398.2213684302076,398.2213684302076,-0.04543121722456403
26,11,10,4.22,69,314.84471031916905,False,True,False,False,False,True,False,True,2.1666666666666665,398.2213684302076,398.2213684302076,0.26481835450408775
99,30,74,4.21,160,629.9546011362719,False,True,True,False,False,True,False,True,3.193548387096774,398.2213684302076,398.2213684302076,-0.36785703650402535
80,42,85,4.22,131,473.5617540035448,False,True,False,False,False,False,True,False,1.8604651162790697,398.2213684302076,398.2213684302076,-0.15909305372826474
78,35,5,4.35,100,317.88095784682014,False,False,True,False,True,False,False,True,2.1666666666666665,398.2213684302076,398.2213684302076,0.25273741191538035
63,6,29,4.79,24,132.49921949173307,False,True,False,False,True,False,False,True,9.0,398.2213684302076,398.2213684302076,2.005461994099169
25,8,30,4.44,115,430.7858509781543,False,False,True,False,False,False,True,False,2.7777777777777777,398.2213684302076,398.2213684302076,-0.07559320361614691
100,50,20,4.14,127,350.2265835541767,False,True,True,False,True,False,False,False,1.9607843137254901,398.2213684302076,398.2213684302076,0.13703924010841545
46,8,32,4.81,112,466.42747932165264,False,True,False,True,False,False,False,False,5.111111111111111,398.2213684302076,398.2213684302076,-0.1462309017269746
59,29,90,4.3,145,651.7303890276737,False,True,True,False,False,False,True,False,1.9666666666666666,398.2213684302076,398.2213684302076,-0.38897836416018594
21,11,18,4.2,49,266.34807324582846,False,False,False,False,False,True,False,True,1.75,398.2213684302076,398.2213684302076,0.4951163850269922
64,7,48,4.67,64,266.38537677090085,False,False,False,True,True,False,False,False,8.0,398.2213684302076,398.2213684302076,0.49490701500739476
52,22,72,3.6,101,303.803226426852,True,False,False,False,False,True,False,True,2.260869565217391,398.2213684302076,398.2213684302076,0.31078716020841546
100,56,67,4.2,169,461.9661913503604,True,False,False,True,True,False,False,False,1.7543859649122806,398.2213684302076,398.2213684302076,-0.13798590484256465
83,72,25,4.62,45,201.0575405594342,False,False,True,False,False,False,True,True,1.1369863013698631,398.2213684302076,398.2213684302076,0.9806338390600685
89,10,36,4.12,13,94.21444738997974,False,False,False,True,False,False,False,True,8.090909090909092,398.2213684302076,398.2213684302076,3.226754807379582
100,37,47,4.7,142,546.8574476673242,False,False,False,True,False,False,False,False,2.6315789473684212,398.2213684302076,398.2213684302076,-0.27180041137071254
71,7,31,4.83,60,292.74683013160404,False,True,False,False,False,True,False,True,8.875,398.2213684302076,398.2213684302076,0.3602926742236203
94,26,0,3.94,40,150.90603765991335,True,False,True,False,False,False,False,True,3.4814814814814814,398.2213684302076,398.2213684302076,1.6388696874253097
52,23,41,4.23,134,534.90663340905,False,True,True,False,True,False,False,False,2.1666666666666665,398.2213684302076,398.2213684302076,-0.2555310711099696
27,15,31,4.95,103,315.2654030422818,False,True,False,True,False,False,False,False,1.6875,398.2213684302076,398.2213684302076,0.26313057058404904
88,62,62,4.82,162,601.2360266422271,False,True,True,False,False,False,False,False,1.3968253968253967,398.2213684302076,398.2213684302076,-0.3376621646340995
48,38,64,4.97,152,701.4695729515377,True,False,False,True,False,False,True,True,1.2307692307692308,398.2213684302076,398.2213684302076,-0.4323041457740898
53,35,1,3.67,88,392.0078846224547,True,False,True,False,False,True,False,True,1.4722222222222223,398.2213684302076,398.2213684302076,0.015850405186969965
31,12,34,4.7,105,331.8375249153692,True,False,False,False,False,False,True,False,2.3846153846153846,398.2213684302076,398.2213684302076,0.2000492365405892
56,34,1,4.56,121,307.5259290756184,True,False,False,True,False,False,False,False,1.6,398.2213684302076,398.2213684302076,0.2949196499534444
48,35,47,4.26,26,68.27174499943663,False,False,False,False,False,True,False,False,1.3333333333333333,398.2213684302076,398.2213684302076,4.832886920255131
93,66,22,3.91,180,765.4397485645513,True,False,False,True,False,False,True,False,1.3880597014925373,398.2213684302076,398.2213684302076,-0.4797482503658815
