number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,Predicted_XGB_Tuned,Predicted_LGB_Tuned,Static_Revenue,Dynamic_Revenue_XGB,Dynamic_Revenue_LGB
73,50,Urban,Regular,7,4.22,Night,Economy,45,176.2144067384048,153.6133,166.00440985053768,176.2144067384048,153.6133,166.00440985053768
86,49,Urban,Regular,99,3.51,Night,Economy,130,471.4796320940979,462.40622,450.26990574553093,471.4796320940979,462.40622,450.26990574553093
75,7,Suburban,Gold,100,4.13,Morning,Economy,134,453.3769493913552,444.08368,432.4920767589564,453.3769493913552,444.08368,432.4920767589564
39,29,Suburban,Silver,12,4.24,Evening,Economy,97,251.1073064574406,337.3151,332.65335208805305,251.1073064574406,337.3151,332.65335208805305
33,6,Rural,Gold,90,4.81,Night,Premium,139,521.8019208244536,505.72455,501.96032411668597,521.8019208244536,505.72455,501.96032411668597
40,29,Suburban,Silver,6,4.94,Night,Premium,71,346.4926515319707,313.12952,323.1339206670413,346.4926515319707,313.12952,323.1339206670413
54,35,Suburban,Silver,66,4.4,Night,Economy,77,234.0714535105622,262.02628,245.61120751205343,234.0714535105622,262.02628,245.61120751205343
53,26,Urban,Gold,54,4.6,Night,Premium,52,184.0244513007148,220.54233,208.7815789586914,184.0244513007148,220.54233,208.7815789586914
81,34,Urban,Silver,98,3.55,Afternoon,Premium,164,554.8869659163038,570.68463,554.7748652070854,554.8869659163038,570.68463,554.7748652070854
45,20,Urban,Regular,80,4.73,Morning,Economy,63,192.61977241404605,209.2396,202.87647632000937,192.61977241404605,209.2396,202.87647632000937
20,9,Urban,Silver,77,3.91,Evening,Economy,89,227.796524806166,275.5118,273.4346555762108,227.796524806166,275.5118,273.4346555762108
47,22,Rural,Silver,11,4.8,Afternoon,Premium,119,416.601648993299,458.87296,457.74674841758065,416.601648993299,458.87296,457.74674841758065
33,18,Urban,Gold,90,3.61,Evening,Premium,146,671.7128294096442,563.6643,593.8104317822048,671.7128294096442,563.6643,593.8104317822048
78,57,Rural,Silver,5,4.82,Morning,Premium,127,552.6397714448676,544.2184,566.0939041250537,552.6397714448676,544.2184,566.0939041250537
26,12,Rural,Silver,9,3.75,Afternoon,Economy,115,321.37240510655704,367.53296,339.66413123992413,321.37240510655704,367.53296,339.66413123992413
62,21,Rural,Regular,61,4.57,Night,Economy,56,215.4338699200544,202.95273,211.1383060095768,215.4338699200544,202.95273,211.1383060095768
84,59,Suburban,Silver,67,4.27,Morning,Premium,164,758.9961232252967,648.38586,687.2755891883038,758.9961232252967,648.38586,687.2755891883038
49,8,Urban,Regular,1,4.06,Afternoon,Premium,157,694.4247148756359,585.9492,616.2612709272632,694.4247148756359,585.9492,616.2612709272632
34,22,Suburban,Gold,34,3.64,Morning,Economy,176,617.3632185255483,652.7856,667.2158627335734,617.3632185255483,652.7856,667.2158627335734
49,30,Rural,Silver,86,3.62,Afternoon,Premium,69,328.63536897966003,297.9007,303.5783400244054,328.63536897966003,297.9007,303.5783400244054
83,50,Rural,Regular,7,3.66,Evening,Premium,100,376.3000600585162,401.44116,386.1933198585508,376.3000600585162,401.44116,386.1933198585508
88,5,Urban,Silver,89,3.59,Night,Economy,27,70.20380336705749,80.00814,71.31317704536808,70.20380336705749,80.00814,71.31317704536808
90,71,Suburban,Gold,88,3.84,Morning,Economy,167,451.6848649701074,538.3625,515.7596840063281,451.6848649701074,538.3625,515.7596840063281
65,5,Rural,Silver,24,3.54,Night,Economy,119,301.40392677127403,385.98077,405.60239878307624,301.40392677127403,385.98077,405.60239878307624
73,28,Urban,Silver,22,4.57,Afternoon,Economy,53,153.39607111804412,174.64037,156.9662092351443,153.39607111804412,174.64037,156.9662092351443
85,62,Suburban,Silver,54,3.78,Morning,Economy,114,339.66230419418656,371.00558,370.6180053974854,339.66230419418656,371.00558,370.6180053974854
65,27,Rural,Gold,62,3.54,Night,Premium,162,733.4425366578176,601.359,630.837190411717,733.4425366578176,601.359,630.837190411717
74,42,Urban,Gold,88,3.5,Evening,Economy,77,203.8363809804033,258.68744,235.02449534850453,203.8363809804033,258.68744,235.02449534850453
41,7,Rural,Gold,68,4.3,Evening,Premium,66,284.5088586099128,262.0496,258.40677020568114,284.5088586099128,262.0496,258.40677020568114
79,23,Urban,Gold,88,3.88,Night,Economy,164,492.1134583590864,543.42365,512.5800232358015,492.1134583590864,543.42365,512.5800232358015
53,7,Urban,Silver,64,4.55,Night,Premium,10,86.19117981050438,99.787636,84.99050418585014,86.19117981050438,99.787636,84.99050418585014
35,14,Urban,Silver,74,5.0,Night,Premium,175,727.8809447636283,702.8135,694.221473517254,727.8809447636283,702.8135,694.221473517254
53,40,Rural,Gold,79,3.66,Evening,Premium,30,158.65264164620277,166.31879,171.488299993674,158.65264164620277,166.31879,171.488299993674
36,23,Urban,Silver,42,4.66,Morning,Economy,14,44.52503661261306,62.957645,51.942910773047124,44.52503661261306,62.957645,51.942910773047124
38,25,Urban,Regular,2,4.24,Morning,Premium,128,452.4258268814717,464.8116,466.6024092544837,452.4258268814717,464.8116,466.6024092544837
52,36,Rural,Silver,1,4.52,Morning,Premium,36,152.64047921471024,189.87914,185.2150783891766,152.64047921471024,189.87914,185.2150783891766
91,64,Suburban,Regular,26,4.56,Morning,Premium,96,420.2245689053783,388.49445,397.75569685990035,420.2245689053783,388.49445,397.75569685990035
87,5,Urban,Silver,59,4.32,Night,Economy,42,151.35930066309265,143.85376,145.49180750953695,151.35930066309265,143.85376,145.49180750953695
96,20,Suburban,Gold,88,3.6,Evening,Premium,71,242.27196569085137,287.80655,270.90989161558906,242.27196569085137,287.80655,270.90989161558906
83,59,Urban,Gold,8,4.85,Morning,Economy,31,119.0485543701777,105.92758,118.46909125630887,119.0485543701777,105.92758,118.46909125630887
48,23,Rural,Gold,0,4.46,Afternoon,Economy,174,472.56954081275165,676.52185,697.3785441835897,472.56954081275165,676.52185,697.3785441835897
65,19,Suburban,Silver,24,4.59,Evening,Economy,96,334.6493506052282,340.5769,332.38829911533344,334.6493506052282,340.5769,332.38829911533344
79,29,Suburban,Silver,0,4.86,Morning,Economy,127,406.0855256604135,460.15005,456.13307115001015,406.0855256604135,460.15005,456.13307115001015
100,22,Suburban,Silver,45,4.23,Night,Premium,141,551.365137615676,524.7751,518.1560953733167,551.365137615676,524.7751,518.1560953733167
73,63,Suburban,Silver,25,4.19,Afternoon,Economy,129,534.0181945871103,491.19608,512.472849186974,534.0181945871103,491.19608,512.472849186974
79,67,Rural,Gold,56,4.01,Evening,Premium,151,501.2363000548165,559.6284,558.7116326056937,501.2363000548165,559.6284,558.7116326056937
88,55,Rural,Regular,56,4.0,Night,Premium,26,159.60691863182956,147.00815,155.64710915753975,159.60691863182956,147.00815,155.64710915753975
76,34,Suburban,Silver,10,4.92,Morning,Economy,103,359.8010509571677,368.8756,352.4633860126899,359.8010509571677,368.8756,352.4633860126899
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,315.19406,303.78055806584615,348.6695624527248,315.19406,303.78055806584615
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.5040759704239,449.06534,461.2962799769726,490.5040759704239,449.06534,461.2962799769726
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,449.30167,487.61878060709427,485.683239513509,449.30167,487.61878060709427
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,372.43436,407.9063817470242,424.9275101964327,372.43436,407.9063817470242
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,65.27203,63.70972561285979,40.442890652890384,65.27203,63.70972561285979
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,300.09372,270.3466466667433,258.424915281181,300.09372,270.3466466667433
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.929390993806,613.31146,606.3688881139257,511.929390993806,613.31146,606.3688881139257
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,504.61215,486.4337377214404,441.74670095471794,504.61215,486.4337377214404
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,169.29613,171.82763193628702,175.5180543386476,169.29613,171.82763193628702
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,642.03955,664.0385481540545,658.5834276725151,642.03955,664.0385481540545
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,334.5807,325.66201852240533,299.2909931126892,334.5807,325.66201852240533
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,495.30627,503.92738607355,494.8027992189699,495.30627,503.92738607355
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083727,277.3658,257.8644644553198,223.51901195083727,277.3658,257.8644644553198
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.5710508212173,432.38815,441.4889819560688,434.5710508212173,432.38815,441.4889819560688
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,592.5438,602.7918668614917,630.4284012724294,592.5438,602.7918668614917
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,385.74728,423.2824861207466,445.1254111184949,385.74728,423.2824861207466
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,286.49454,264.2845326980524,361.98552095653855,286.49454,264.2845326980524
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,239.39328,262.13923886842247,267.28219711727195,239.39328,262.13923886842247
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,487.65543,510.3962017105931,518.9547629602604,487.65543,510.3962017105931
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,603.9937,623.0143873155433,575.4934491747886,603.9937,623.0143873155433
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,312.181,340.3085820938379,349.4432162449335,312.181,340.3085820938379
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,283.82193,295.02417933592943,279.2349662242834,283.82193,295.02417933592943
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,680.9633,671.5330478922015,689.7483154802385,680.9633,671.5330478922015
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,109.890396,115.13978123700122,88.76294359232648,109.890396,115.13978123700122
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,626.0424,622.8570387271582,621.7963494961118,626.0424,622.8570387271582
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,293.96054,310.3911217859622,307.621949405299,293.96054,310.3911217859622
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,152.39323,157.72464475039527,172.41053126646165,152.39323,157.72464475039527
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,455.59164,449.9847689594207,444.2453020895959,455.59164,449.9847689594207
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,585.96783,580.5853344705826,556.8967118375435,585.96783,580.5853344705826
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,403.94363,401.33470792554846,355.3245754797394,403.94363,401.33470792554846
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,501.7186,498.747245695388,474.99773906008016,501.7186,498.747245695388
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,635.22864,642.1352123701264,581.9712306098094,635.22864,642.1352123701264
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,542.508,558.0263644451185,663.4393972369916,542.508,558.0263644451185
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,503.55692,525.6681114054182,519.469492374694,503.55692,525.6681114054182
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,415.88303,428.2208684617715,397.6919501475396,415.88303,428.2208684617715
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,452.18835,437.55090127637317,388.1122298927073,452.18835,437.55090127637317
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,517.47766,545.0140266091715,591.1000759572743,517.47766,545.0140266091715
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,646.4751,669.2493976019691,586.7988633141081,646.4751,669.2493976019691
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,466.9203,474.1242423190245,648.9097429236178,466.9203,474.1242423190245
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,658.85376,706.5389396328499,746.3391324597457,658.85376,706.5389396328499
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,493.3624,528.14363702044,555.0976877626003,493.3624,528.14363702044
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,364.20087,382.25835875922166,417.91314129159,364.20087,382.25835875922166
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,124.78119,115.41979362841448,97.80093621671637,124.78119,115.41979362841448
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.0891119987856,200.35262,208.49985598746676,193.0891119987856,200.35262,208.49985598746676
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,480.43866,476.6082260431113,492.4640116460618,480.43866,476.6082260431113
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,415.70618,405.7975071863232,408.81562882076287,415.70618,405.7975071863232
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,387.49936,377.84106634767954,364.1617948077249,387.49936,377.84106634767954
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,254.32771,261.6449444240664,228.64349787316,254.32771,261.6449444240664
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,587.6183,638.0766139320822,667.9464280068869,587.6183,638.0766139320822
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,359.9225,342.7458127541056,410.34270896598935,359.9225,342.7458127541056
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,652.04736,692.1069708208382,710.4192641684332,652.04736,692.1069708208382
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,275.34482,253.82763283403446,177.20306582722415,275.34482,253.82763283403446
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,90.935135,83.39393514238928,74.32837977574499,90.935135,83.39393514238928
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.3027600530253,505.37567,503.0540861532281,392.3027600530253,505.37567,503.0540861532281
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,178.94952,173.1077385329821,168.61019430479575,178.94952,173.1077385329821
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,623.70514,632.2362184777822,587.2581373063812,623.70514,632.2362184777822
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,621.0757,644.0928473665024,563.9803272683639,621.0757,644.0928473665024
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,411.70764,383.44938650751124,352.3474982568331,411.70764,383.44938650751124
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,388.21097,394.52070830016305,415.3075369486595,388.21097,394.52070830016305
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,256.03494,220.49571230348752,204.215843297379,256.03494,220.49571230348752
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,287.8513,291.39714727350304,319.6520700676685,287.8513,291.39714727350304
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,305.15253,320.6549243732103,362.05333073474793,305.15253,320.6549243732103
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,420.0752,423.03739433962005,387.4755378090192,420.0752,423.03739433962005
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,304.19833,320.38778616323106,348.8532987245396,304.19833,320.38778616323106
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,619.7125,671.4455720598388,732.2985126943609,619.7125,671.4455720598388
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,411.43103,392.33440987190806,343.6721333865543,411.43103,392.33440987190806
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,585.75696,570.8054521559733,599.7162532373392,585.75696,570.8054521559733
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,662.6323,672.2575058783656,484.75453888236336,662.6323,672.2575058783656
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,519.44507,534.8857012165596,581.1514565564086,519.44507,534.8857012165596
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,485.17935,492.6018752721454,603.3651642705413,485.17935,492.6018752721454
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,371.69006,376.2448714324071,369.8546414878244,371.69006,376.2448714324071
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,645.7989,664.6779635966017,708.8801421484817,645.7989,664.6779635966017
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,227.02,216.9722262690627,205.83755050869485,227.02,216.9722262690627
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,614.3787,652.0653652252927,684.5607033083106,614.3787,652.0653652252927
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,557.04083,518.4749861441455,453.2541298779704,557.04083,518.4749861441455
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,490.49817,478.4427024993275,412.5848379812361,490.49817,478.4427024993275
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,406.56177,410.21476576513766,440.4442377359072,406.56177,410.21476576513766
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.6407113776789,245.60901,230.2548380170715,241.6407113776789,245.60901,230.2548380170715
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.2925318937432,241.91017,255.24066841482482,201.2925318937432,241.91017,255.24066841482482
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,207.76625,205.52722803000665,220.05114029296504,207.76625,205.52722803000665
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,666.2653,688.5259501376303,702.9134159653358,666.2653,688.5259501376303
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,396.05914,403.4483950842154,431.42166025583447,396.05914,403.4483950842154
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,406.58844,427.6228724409485,466.8626810645626,406.58844,427.6228724409485
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,570.3903,536.7591671643202,445.1263611668488,570.3903,536.7591671643202
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,501.96255,519.3107061171537,441.6378571357946,501.96255,519.3107061171537
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,589.0809,570.4683296040317,669.5210116683382,589.0809,570.4683296040317
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,422.67303,392.0892543477404,354.3852115042604,422.67303,392.0892543477404
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,581.495,542.2645216364998,489.7125242986789,581.495,542.2645216364998
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,201.07362,205.96790676232584,222.56858200356248,201.07362,205.96790676232584
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,418.20398,420.1963444356613,412.2556067980849,418.20398,420.1963444356613
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,541.1997,501.0259429484212,472.21573527678265,541.1997,501.0259429484212
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,153.20482,164.74403127900928,179.93988033973832,153.20482,164.74403127900928
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,370.4017,376.76834729679763,308.9111533232364,370.4017,376.76834729679763
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,354.81982,328.72567105794144,306.3142432341152,354.81982,328.72567105794144
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,296.4665,277.58819944231493,224.46487829301583,296.4665,277.58819944231493
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,106.863945,94.55798597477133,101.07378646994935,106.863945,94.55798597477133
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,526.3689,573.6288448620927,633.4966221375331,526.3689,573.6288448620927
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,68.56342,67.0305765098061,62.87509273644356,68.56342,67.0305765098061
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,107.973976,101.27670062094671,92.03104706108972,107.973976,101.27670062094671
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,129.34248,113.59961453817263,106.7358926414302,129.34248,113.59961453817263
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,553.5388,536.5040770225464,560.6703257140985,553.5388,536.5040770225464
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,330.36945,307.61093294243693,322.9000694955284,330.36945,307.61093294243693
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,339.69037,333.81391276935807,292.33936093553586,339.69037,333.81391276935807
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.7517170048808,338.15768,338.8517958775781,242.7517170048808,338.15768,338.8517958775781
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,492.28897,485.2327046433887,442.7796305981407,492.28897,485.2327046433887
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,497.8092,487.68398818077054,505.54671645728143,497.8092,487.68398818077054
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,542.28796,519.081255523029,474.9171617926677,542.28796,519.081255523029
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,568.4702,582.7449583884406,617.434678434942,568.4702,582.7449583884406
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.8553699465021,269.46667,274.8761645659807,294.8553699465021,269.46667,274.8761645659807
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,644.36096,652.0680275883791,717.467322019467,644.36096,652.0680275883791
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,271.43054,280.0464102260907,266.9772170141728,271.43054,280.0464102260907
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,359.3834,377.9684722686999,383.3711770715268,359.3834,377.9684722686999
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,254.47295,273.0911034502644,266.4336179135411,254.47295,273.0911034502644
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,316.58688,327.8871573141991,336.39439243010713,316.58688,327.8871573141991
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,683.62756,753.9235300018685,764.8593556145701,683.62756,753.9235300018685
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,505.3859,521.3499603281645,588.6941797749441,505.3859,521.3499603281645
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.2426676647312,253.2522,260.85553998720627,305.2426676647312,253.2522,260.85553998720627
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,270.32672,270.25895563667126,256.37380365626416,270.32672,270.25895563667126
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,426.4599,434.4835560764335,461.0193485856391,426.4599,434.4835560764335
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,524.30225,550.8127828933023,581.7472844259253,524.30225,550.8127828933023
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,366.9884,372.2869193055662,472.5465909334413,366.9884,372.2869193055662
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,567.97675,555.4116245695335,573.4835718398938,567.97675,555.4116245695335
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.3850221961644,166.5118,174.1968118220478,192.3850221961644,166.5118,174.1968118220478
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,665.88904,672.862094929057,744.0359811402852,665.88904,672.862094929057
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,403.35547,389.62164219176566,412.25746306035046,403.35547,389.62164219176566
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,178.99205,185.24844767321855,189.5605649707772,178.99205,185.24844767321855
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,317.90887,341.0249071456422,357.0434721850994,317.90887,341.0249071456422
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,386.01028,409.1389643271683,417.1740953777763,386.01028,409.1389643271683
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,289.47104,274.59300813486,314.84471031916905,289.47104,274.59300813486
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,606.9262,598.5388824894878,629.9546011362719,606.9262,598.5388824894878
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,470.37808,467.3343399854289,473.5617540035448,470.37808,467.3343399854289
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,377.91766,343.5278179192156,317.88095784682014,377.91766,343.5278179192156
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,129.49165,134.42843697513342,132.49921949173307,129.49165,134.42843697513342
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.7858509781543,395.85297,403.8046102604875,430.7858509781543,395.85297,403.8046102604875
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,446.8236,440.82358691909604,350.2265835541767,446.8236,440.82358691909604
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,388.50983,424.11932104150253,466.42747932165264,388.50983,424.11932104150253
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,563.8346,612.4962083541348,651.7303890276737,563.8346,612.4962083541348
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,251.73958,258.91510320394343,266.34807324582846,251.73958,258.91510320394343
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,224.14418,241.5161981302747,266.38537677090085,224.14418,241.5161981302747
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,396.1334,379.53007152253457,303.803226426852,396.1334,379.53007152253457
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,514.31866,509.8248369920598,461.9661913503604,514.31866,509.8248369920598
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,209.06071,207.39338878377785,201.0575405594342,209.06071,207.39338878377785
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,103.56368,98.51890716802703,94.21444738997974,103.56368,98.51890716802703
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,517.4229,535.8207912606106,546.8574476673242,517.4229,535.8207912606106
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,244.59038,259.71014235377686,292.74683013160404,244.59038,259.71014235377686
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,182.35173,173.67388906891986,150.90603765991335,182.35173,173.67388906891986
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,476.81467,498.20992391998317,534.90663340905,476.81467,498.20992391998317
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,362.38428,361.71397447994485,315.2654030422818,362.38428,361.71397447994485
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,631.33,630.3457621269428,601.2360266422271,631.33,630.3457621269428
