Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,static_price,duration_factor,loyalty_factor,past_rides_factor,location_factor,baseline_price,historical_price,baseline_revenue,historical_revenue
50,39,1,1,94,3.81,1,1,139,406.32480651562713,200,69.5,0.95,0.906,1.1,255.154515,406.32480651562713,255.154515,406.32480651562713
35,17,2,1,78,4.4,1,1,61,249.03711265544783,200,30.5,0.95,0.922,1.2,242.27393999999998,249.03711265544783,242.27393999999998,249.03711265544783
28,8,1,1,69,3.86,1,1,175,620.9016915662245,200,87.5,0.95,0.931,1.1,279.70731250000006,620.9016915662245,279.70731250000006,620.9016915662245
51,32,0,1,98,4.44,2,1,51,267.0607016773296,200,25.5,0.95,0.902,1.0,193.23095,267.0607016773296,193.23095,267.0607016773296
54,12,1,2,84,4.98,1,1,172,715.7547930992089,200,86.0,0.9,0.916,1.1,259.35624000000007,715.7547930992089,259.35624000000007,715.7547930992089
65,10,2,1,77,4.36,0,0,170,430.385487919734,200,85.0,0.95,0.923,1.2,299.8827,430.385487919734,299.8827,430.385487919734
61,26,0,0,21,3.85,2,1,126,604.273047008686,200,63.0,1.0,0.979,1.0,257.477,604.273047008686,257.477,604.273047008686
46,9,1,2,67,4.22,1,1,47,243.5250631593867,200,23.5,0.9,0.933,1.1,206.44024500000003,243.5250631593867,206.44024500000003,243.5250631593867
73,50,2,1,7,4.22,3,0,45,176.2144067384048,200,22.5,0.95,0.993,1.2,251.87445,176.2144067384048,251.87445,176.2144067384048
86,49,2,1,99,3.51,3,0,130,471.4796320940979,200,65.0,0.95,0.901,1.2,272.1921,471.4796320940979,272.1921,471.4796320940979
75,7,1,0,100,4.13,2,0,134,453.3769493913552,200,67.0,1.0,0.9,1.1,264.33000000000004,453.3769493913552,264.33000000000004,453.3769493913552
39,29,1,2,12,4.24,1,0,97,251.1073064574406,200,48.5,0.9,0.988,1.1,243.06282000000004,251.1073064574406,243.06282000000004,251.1073064574406
33,6,0,0,90,4.81,3,1,139,521.8019208244536,200,69.5,1.0,0.91,1.0,245.245,521.8019208244536,245.245,521.8019208244536
40,29,1,2,6,4.94,3,1,71,346.4926515319707,200,35.5,0.9,0.994,1.1,231.74613000000002,346.4926515319707,231.74613000000002,346.4926515319707
54,35,1,2,66,4.4,3,0,77,234.0714535105622,200,38.5,0.9,0.9339999999999999,1.1,220.53141,234.0714535105622,220.53141,234.0714535105622
53,26,2,0,54,4.6,3,1,52,184.0244513007148,200,26.0,1.0,0.946,1.2,256.55519999999996,184.0244513007148,256.55519999999996,184.0244513007148
81,34,2,2,98,3.55,0,1,164,554.8869659163038,200,82.0,0.9,0.902,1.2,274.71312,554.8869659163038,274.71312,554.8869659163038
45,20,2,1,80,4.73,2,0,63,192.61977241404605,200,31.5,0.95,0.92,1.2,242.79719999999998,192.61977241404605,242.79719999999998,192.61977241404605
20,9,2,2,77,3.91,1,0,89,227.796524806166,200,44.5,0.9,0.923,1.2,243.72738,227.796524806166,243.72738,227.796524806166
47,22,0,2,11,4.8,0,1,119,416.601648993299,200,59.5,0.9,0.989,1.0,230.98095,416.601648993299,230.98095,416.601648993299
33,18,2,0,90,3.61,1,1,146,671.7128294096442,200,73.0,1.0,0.91,1.2,298.116,671.7128294096442,298.116,671.7128294096442
78,57,0,2,5,4.82,2,1,127,552.6397714448676,200,63.5,0.9,0.995,1.0,235.96425,552.6397714448676,235.96425,552.6397714448676
26,12,0,2,9,3.75,0,0,115,321.37240510655704,200,57.5,0.9,0.991,1.0,229.66425,321.37240510655704,229.66425,321.37240510655704
62,21,0,1,61,4.57,3,0,56,215.4338699200544,200,28.0,0.95,0.9390000000000001,1.0,203.3874,215.4338699200544,203.3874,215.4338699200544
84,59,1,2,67,4.27,2,1,164,758.9961232252967,200,82.0,0.9,0.933,1.1,260.47494000000006,758.9961232252967,260.47494000000006,758.9961232252967
49,8,2,1,1,4.06,0,1,157,694.4247148756359,200,78.5,0.95,0.999,1.2,317.17251,694.4247148756359,317.17251,694.4247148756359
34,22,1,0,34,3.64,2,0,176,617.3632185255483,200,88.0,1.0,0.966,1.1,306.0288,617.3632185255483,306.0288,617.3632185255483
49,30,0,2,86,3.62,0,1,69,328.63536897966003,200,34.5,0.9,0.914,1.0,192.89970000000002,328.63536897966003,192.89970000000002,328.63536897966003
83,50,0,1,7,3.66,1,1,100,376.3000600585162,200,50.0,0.95,0.993,1.0,235.8375,376.3000600585162,235.8375,376.3000600585162
88,5,2,2,89,3.59,3,0,27,70.20380336705749,200,13.5,0.9,0.911,1.2,210.05838,70.20380336705749,210.05838,70.20380336705749
90,71,1,0,88,3.84,2,0,167,451.6848649701074,200,83.5,1.0,0.912,1.1,284.40720000000005,451.6848649701074,284.40720000000005,451.6848649701074
65,5,0,2,24,3.54,3,0,119,301.40392677127403,200,59.5,0.9,0.976,1.0,227.94480000000001,301.40392677127403,227.94480000000001,301.40392677127403
73,28,2,2,22,4.57,0,0,53,153.39607111804412,200,26.5,0.9,0.978,1.2,239.23835999999997,153.39607111804412,239.23835999999997,153.39607111804412
85,62,1,2,54,3.78,2,0,114,339.66230419418656,200,57.0,0.9,0.946,1.1,240.69078000000002,339.66230419418656,240.69078000000002,339.66230419418656
65,27,0,0,62,3.54,3,1,162,733.4425366578176,200,81.0,1.0,0.938,1.0,263.578,733.4425366578176,263.578,733.4425366578176
74,42,2,0,88,3.5,1,0,77,203.8363809804033,200,38.5,1.0,0.912,1.2,261.01439999999997,203.8363809804033,261.01439999999997,203.8363809804033
41,7,0,0,68,4.3,1,1,66,284.5088586099128,200,33.0,1.0,0.9319999999999999,1.0,217.15599999999998,284.5088586099128,217.15599999999998,284.5088586099128
79,23,2,0,88,3.88,3,0,164,492.1134583590864,200,82.0,1.0,0.912,1.2,308.62080000000003,492.1134583590864,308.62080000000003,492.1134583590864
53,7,2,2,64,4.55,3,1,10,86.19117981050438,200,5.0,0.9,0.9359999999999999,1.2,207.23039999999997,86.19117981050438,207.23039999999997,86.19117981050438
35,14,2,2,74,5.0,3,1,175,727.8809447636283,200,87.5,0.9,0.926,1.2,287.523,727.8809447636283,287.523,727.8809447636283
53,40,0,0,79,3.66,1,1,30,158.65264164620277,200,15.0,1.0,0.921,1.0,198.01500000000001,158.65264164620277,198.01500000000001,158.65264164620277
36,23,2,2,42,4.66,2,0,14,44.52503661261306,200,7.0,0.9,0.958,1.2,214.17048,44.52503661261306,214.17048,44.52503661261306
38,25,2,1,2,4.24,2,1,128,452.4258268814717,200,64.0,0.95,0.998,1.2,300.35808,452.4258268814717,300.35808,452.4258268814717
52,36,0,2,1,4.52,2,1,36,152.64047921471024,200,18.0,0.9,0.999,1.0,196.0038,152.64047921471024,196.0038,152.64047921471024
91,64,1,1,26,4.56,2,1,96,420.2245689053783,200,48.0,0.95,0.974,1.1,252.42184000000003,420.2245689053783,252.42184000000003,420.2245689053783
87,5,2,2,59,4.32,3,0,42,151.35930066309265,200,21.0,0.9,0.941,1.2,224.59787999999998,151.35930066309265,224.59787999999998,151.35930066309265
96,20,1,0,88,3.6,1,1,71,242.27196569085137,200,35.5,1.0,0.912,1.1,236.25360000000003,242.27196569085137,236.25360000000003,242.27196569085137
83,59,2,0,8,4.85,2,0,31,119.0485543701777,200,15.5,1.0,0.992,1.2,256.5312,119.0485543701777,256.5312,119.0485543701777
48,23,0,0,0,4.46,0,0,174,472.56954081275165,200,87.0,1.0,1.0,1.0,287.0,472.56954081275165,287.0,472.56954081275165
65,19,1,2,24,4.59,1,0,96,334.6493506052282,200,48.0,0.9,0.976,1.1,239.62752000000003,334.6493506052282,239.62752000000003,334.6493506052282
79,29,1,2,0,4.86,2,0,127,406.0855256604135,200,63.5,0.9,1.0,1.1,260.865,406.0855256604135,260.865,406.0855256604135
100,22,1,2,45,4.23,3,1,141,551.365137615676,200,70.5,0.9,0.955,1.1,255.74422500000003,551.365137615676,255.74422500000003,551.365137615676
73,63,1,2,25,4.19,0,0,129,534.0181945871103,200,64.5,0.9,0.975,1.1,255.308625,534.0181945871103,255.308625,534.0181945871103
79,67,0,0,56,4.01,1,1,151,501.2363000548165,200,75.5,1.0,0.944,1.0,260.072,501.2363000548165,260.072,501.2363000548165
88,55,0,1,56,4.0,3,1,26,159.60691863182956,200,13.0,0.95,0.944,1.0,191.01839999999999,159.60691863182956,191.01839999999999,159.60691863182956
76,34,1,2,10,4.92,2,0,103,359.8010509571677,200,51.5,0.9,0.99,1.1,246.49515000000002,359.8010509571677,246.49515000000002,359.8010509571677
49,30,1,2,80,3.74,3,0,85,348.6695624527248,200,42.5,0.9,0.92,1.1,220.86900000000003,348.6695624527248,220.86900000000003,348.6695624527248
100,64,0,1,7,4.89,3,1,115,490.5040759704239,200,57.5,0.95,0.993,1.0,242.912625,490.5040759704239,242.912625,490.5040759704239
87,26,0,0,63,4.2,2,1,118,485.683239513509,200,59.0,1.0,0.937,1.0,242.68300000000002,485.683239513509,242.68300000000002,485.683239513509
22,5,0,2,93,4.85,1,0,99,424.9275101964327,200,49.5,0.9,0.907,1.0,203.66685,424.9275101964327,203.66685,424.9275101964327
21,11,0,2,23,3.76,0,0,12,40.442890652890384,200,6.0,0.9,0.977,1.0,181.1358,40.442890652890384,181.1358,40.442890652890384
93,57,1,1,34,4.89,2,1,80,258.424915281181,200,40.0,0.95,0.966,1.1,242.27280000000002,258.424915281181,242.27280000000002,258.424915281181
28,15,0,0,90,4.25,3,1,177,511.929390993806,200,88.5,1.0,0.91,1.0,262.535,511.929390993806,262.535,511.929390993806
97,7,2,2,22,3.74,0,1,147,441.74670095471794,200,73.5,0.9,0.978,1.2,288.88164,441.74670095471794,288.88164,441.74670095471794
48,12,2,2,51,4.63,3,1,32,175.5180543386476,200,16.0,0.9,0.949,1.2,221.38272,175.5180543386476,221.38272,175.5180543386476
70,37,2,2,10,3.65,3,1,168,658.5834276725151,200,84.0,0.9,0.99,1.2,303.65279999999996,658.5834276725151,303.65279999999996,658.5834276725151
78,12,0,2,99,4.3,0,0,95,299.2909931126892,200,47.5,0.9,0.901,1.0,200.69775,299.2909931126892,200.69775,299.2909931126892
25,7,0,1,24,3.85,1,1,144,494.8027992189699,200,72.0,0.95,0.976,1.0,252.19839999999996,494.8027992189699,252.19839999999996,494.8027992189699
24,9,2,0,6,4.05,0,1,69,223.51901195083727,200,34.5,1.0,0.994,1.2,279.7116,223.51901195083727,279.7116,223.51901195083727
92,37,0,2,7,4.92,2,1,103,434.5710508212173,200,51.5,0.9,0.993,1.0,224.76555,434.5710508212173,224.76555,434.5710508212173
43,33,0,0,16,4.01,2,1,159,630.4284012724294,200,79.5,1.0,0.984,1.0,275.028,630.4284012724294,275.028,630.4284012724294
96,23,2,0,8,4.23,2,1,90,445.1254111184949,200,45.0,1.0,0.992,1.2,291.64799999999997,445.1254111184949,291.64799999999997,445.1254111184949
88,46,0,0,35,4.89,0,1,72,361.98552095653855,200,36.0,1.0,0.965,1.0,227.73999999999998,361.98552095653855,227.73999999999998,361.98552095653855
83,43,1,1,20,3.59,2,0,63,267.28219711727195,200,31.5,0.95,0.98,1.1,237.07915,267.28219711727195,237.07915,267.28219711727195
50,29,2,1,2,4.81,2,0,143,518.9547629602604,200,71.5,0.95,0.998,1.2,308.89098,518.9547629602604,308.89098,518.9547629602604
97,75,2,1,15,4.94,0,0,163,575.4934491747886,200,81.5,0.95,0.985,1.2,316.09635000000003,575.4934491747886,316.09635000000003,575.4934491747886
84,24,1,1,39,4.08,0,0,86,349.4432162449335,200,43.0,0.95,0.961,1.1,244.03153500000002,349.4432162449335,244.03153500000002,349.4432162449335
68,40,1,2,58,4.64,2,1,68,279.2349662242834,200,34.0,0.9,0.942,1.1,218.22372000000001,279.2349662242834,218.22372000000001,279.2349662242834
77,30,2,1,99,4.7,1,1,179,689.7483154802385,200,89.5,0.95,0.901,1.2,297.35702999999995,689.7483154802385,297.35702999999995,689.7483154802385
82,67,2,1,13,4.43,0,0,33,88.76294359232648,200,16.5,0.95,0.987,1.2,243.60146999999995,88.76294359232648,243.60146999999995,88.76294359232648
21,8,1,0,37,3.71,1,1,171,621.7963494961118,200,85.5,1.0,0.963,1.1,302.43014999999997,621.7963494961118,302.43014999999997,621.7963494961118
75,24,0,1,44,3.79,3,1,72,307.621949405299,200,36.0,0.95,0.956,1.0,214.3352,307.621949405299,214.3352,307.621949405299
61,9,2,0,74,3.98,1,1,32,172.41053126646165,200,16.0,1.0,0.926,1.2,240.0192,172.41053126646165,240.0192,172.41053126646165
90,13,1,1,24,3.73,0,0,126,444.2453020895959,200,63.0,0.95,0.976,1.1,268.23896,444.2453020895959,268.23896,444.2453020895959
100,21,1,1,20,3.52,3,1,163,556.8967118375435,200,81.5,0.95,0.98,1.1,288.28415,556.8967118375435,288.28415,556.8967118375435
93,31,1,0,13,3.58,0,1,101,355.3245754797394,200,50.5,1.0,0.987,1.1,271.96785,355.3245754797394,271.96785,355.3245754797394
92,14,2,2,57,3.73,2,1,133,474.99773906008016,200,66.5,0.9,0.943,1.2,271.41425999999996,474.99773906008016,271.41425999999996,474.99773906008016
61,12,0,0,59,4.72,0,1,178,581.9712306098094,200,89.0,1.0,0.941,1.0,271.949,581.9712306098094,271.949,581.9712306098094
53,12,1,0,79,3.6,3,1,154,663.4393972369916,200,77.0,1.0,0.921,1.1,280.62870000000004,663.4393972369916,280.62870000000004,663.4393972369916
55,21,2,1,20,3.56,3,1,134,519.469492374694,200,67.0,0.95,0.98,1.2,298.29239999999993,519.469492374694,298.29239999999993,519.469492374694
57,45,0,0,78,4.43,0,1,112,397.6919501475396,200,56.0,1.0,0.922,1.0,236.032,397.6919501475396,236.032,397.6919501475396
34,8,1,2,51,4.09,0,1,130,388.1122298927073,200,65.0,0.9,0.949,1.1,248.97015000000002,388.1122298927073,248.97015000000002,388.1122298927073
50,11,1,2,19,4.87,2,0,144,591.1000759572743,200,72.0,0.9,0.981,1.1,264.16368,591.1000759572743,264.16368,591.1000759572743
35,22,0,2,82,3.79,0,0,174,586.7988633141081,200,87.0,0.9,0.918,1.0,237.1194,586.7988633141081,237.1194,586.7988633141081
43,14,1,1,1,3.53,3,1,134,648.9097429236178,200,67.0,0.95,0.999,1.1,278.735985,648.9097429236178,278.735985,648.9097429236178
50,25,1,2,19,4.32,3,0,176,746.3391324597457,200,88.0,0.9,0.981,1.1,279.70272,746.3391324597457,279.70272,746.3391324597457
55,19,2,1,64,4.34,2,1,129,555.0976877626003,200,64.5,0.95,0.9359999999999999,1.2,282.23207999999994,555.0976877626003,282.23207999999994,555.0976877626003
93,67,2,2,21,4.88,3,1,87,417.91314129159,200,43.5,0.9,0.979,1.2,257.45742,417.91314129159,257.45742,417.91314129159
94,69,2,2,86,4.12,2,1,18,97.80093621671637,200,9.0,0.9,0.914,1.2,206.30808000000002,97.80093621671637,206.30808000000002,97.80093621671637
70,60,2,1,57,4.05,0,1,43,193.0891119987856,200,21.5,0.95,0.943,1.2,238.11692999999997,193.0891119987856,238.11692999999997,193.0891119987856
36,25,1,1,61,3.64,3,0,132,492.4640116460618,200,66.0,0.95,0.9390000000000001,1.1,261.01383000000004,492.4640116460618,261.01383000000004,492.4640116460618
37,9,1,2,73,4.8,2,0,124,408.81562882076287,200,62.0,0.9,0.927,1.1,240.44526000000005,408.81562882076287,240.44526000000005,408.81562882076287
68,46,2,0,8,4.21,0,0,116,364.1617948077249,200,58.0,1.0,0.992,1.2,307.1232,364.1617948077249,307.1232,364.1617948077249
77,15,1,1,47,4.47,2,0,66,228.64349787316,200,33.0,0.95,0.953,1.1,232.041205,228.64349787316,232.041205,228.64349787316
27,12,1,2,64,4.7,1,0,149,667.9464280068869,200,74.5,0.9,0.9359999999999999,1.1,254.36268,667.9464280068869,254.36268,667.9464280068869
90,56,1,2,61,4.38,3,1,91,410.34270896598935,200,45.5,0.9,0.9390000000000001,1.1,228.21925500000003,410.34270896598935,228.21925500000003,410.34270896598935
46,23,1,1,19,4.92,0,0,169,710.4192641684332,200,84.5,0.95,0.981,1.1,291.6537525,710.4192641684332,291.6537525,710.4192641684332
80,6,0,2,43,4.81,3,0,24,74.32837977574499,200,12.0,0.9,0.957,1.0,182.5956,74.32837977574499,182.5956,74.32837977574499
80,31,1,2,91,4.61,1,1,127,392.3027600530253,200,63.5,0.9,0.909,1.1,237.12628500000002,392.3027600530253,237.12628500000002,392.3027600530253
64,25,1,2,85,4.46,0,1,37,168.61019430479575,200,18.5,0.9,0.915,1.1,197.92822500000003,168.61019430479575,197.92822500000003,168.61019430479575
57,42,0,2,36,3.59,0,1,167,587.2581373063812,200,83.5,0.9,0.964,1.0,245.9646,587.2581373063812,245.9646,587.2581373063812
52,7,0,2,57,4.82,3,0,180,563.9803272683639,200,90.0,0.9,0.943,1.0,246.123,563.9803272683639,246.123,563.9803272683639
69,56,2,1,73,4.02,3,1,116,352.3474982568331,200,58.0,0.95,0.927,1.2,272.64924,352.3474982568331,272.64924,352.3474982568331
67,54,1,1,53,3.67,2,0,110,415.3075369486595,200,55.0,0.95,0.947,1.1,252.351825,415.3075369486595,252.351825,415.3075369486595
25,7,0,2,13,4.07,0,1,60,204.215843297379,200,30.0,0.9,0.987,1.0,204.309,204.215843297379,204.309,204.215843297379
80,35,0,1,29,4.49,3,0,79,319.6520700676685,200,39.5,0.95,0.971,1.0,220.92677499999996,319.6520700676685,220.92677499999996,319.6520700676685
73,6,1,2,5,4.03,3,1,71,362.05333073474793,200,35.5,0.9,0.995,1.1,231.97927500000003,362.05333073474793,231.97927500000003,362.05333073474793
24,6,2,1,65,4.29,0,1,106,387.4755378090192,200,53.0,0.95,0.935,1.2,269.67269999999996,387.4755378090192,269.67269999999996,387.4755378090192
37,14,0,0,18,4.36,1,0,85,348.8532987245396,200,42.5,1.0,0.982,1.0,238.135,348.8532987245396,238.135,348.8532987245396
27,6,0,1,74,4.75,0,1,157,732.2985126943609,200,78.5,0.95,0.926,1.0,244.99645,732.2985126943609,244.99645,732.2985126943609
23,11,2,1,11,4.86,0,0,133,343.6721333865543,200,66.5,0.95,0.989,1.2,300.46808999999996,343.6721333865543,300.46808999999996,343.6721333865543
42,8,0,0,12,4.79,2,1,166,599.7162532373392,200,83.0,1.0,0.988,1.0,279.604,599.7162532373392,279.604,599.7162532373392
74,39,2,2,11,3.65,2,0,173,484.75453888236336,200,86.5,0.9,0.989,1.2,306.01638,484.75453888236336,306.01638,484.75453888236336
68,30,2,1,28,4.69,3,1,134,581.1514565564086,200,67.0,0.95,0.972,1.2,295.85735999999997,581.1514565564086,295.85735999999997,581.1514565564086
59,9,1,2,30,4.83,0,0,140,603.3651642705413,200,70.0,0.9,0.97,1.1,259.281,603.3651642705413,259.281,603.3651642705413
89,75,0,2,76,4.39,1,0,110,369.8546414878244,200,55.0,0.9,0.924,1.0,212.05800000000002,369.8546414878244,212.05800000000002,369.8546414878244
81,35,1,1,45,4.11,3,0,174,708.8801421484817,200,87.0,0.95,0.955,1.1,286.418825,708.8801421484817,286.418825,708.8801421484817
33,8,1,1,74,4.52,2,1,56,205.83755050869485,200,28.0,0.95,0.926,1.1,220.62876000000003,205.83755050869485,220.62876000000003,205.83755050869485
75,28,2,0,49,4.46,3,0,163,684.5607033083106,200,81.5,1.0,0.951,1.2,321.2478,684.5607033083106,321.2478,684.5607033083106
87,48,1,2,95,4.73,2,0,162,453.2541298779704,200,81.0,0.9,0.905,1.1,251.76195000000004,453.2541298779704,251.76195000000004,453.2541298779704
56,37,1,2,96,3.83,0,1,130,412.5848379812361,200,65.0,0.9,0.904,1.1,237.16440000000003,412.5848379812361,237.16440000000003,412.5848379812361
75,32,2,2,20,3.69,1,1,96,440.4442377359072,200,48.0,0.9,0.98,1.2,262.4832,440.4442377359072,262.4832,440.4442377359072
99,54,0,2,96,3.77,0,1,61,241.6407113776789,200,30.5,0.9,0.904,1.0,187.53480000000002,241.6407113776789,187.53480000000002,241.6407113776789
33,16,0,1,81,4.08,0,1,50,201.2925318937432,200,25.0,0.95,0.919,1.0,196.43625,201.2925318937432,196.43625,201.2925318937432
41,28,0,0,89,4.47,1,1,45,220.05114029296504,200,22.5,1.0,0.911,1.0,202.69750000000002,220.05114029296504,202.69750000000002,220.05114029296504
55,19,1,2,74,3.51,2,0,173,702.9134159653358,200,86.5,0.9,0.926,1.1,262.64601000000005,702.9134159653358,262.64601000000005,702.9134159653358
93,51,0,2,12,4.98,2,1,90,431.42166025583447,200,45.0,0.9,0.988,1.0,217.85399999999998,431.42166025583447,217.85399999999998,431.42166025583447
54,35,2,2,11,4.49,0,1,96,466.8626810645626,200,48.0,0.9,0.989,1.2,264.89376000000004,466.8626810645626,264.89376000000004,466.8626810645626
34,20,2,0,21,4.15,2,1,158,445.1263611668488,200,79.0,1.0,0.979,1.2,327.7692,445.1263611668488,327.7692,445.1263611668488
86,18,1,2,61,4.3,0,1,126,441.6378571357946,200,63.0,0.9,0.9390000000000001,1.1,244.48743000000005,441.6378571357946,244.48743000000005,441.6378571357946
85,27,1,0,8,4.11,3,1,157,669.5210116683382,200,78.5,1.0,0.992,1.1,303.8992,669.5210116683382,303.8992,669.5210116683382
74,5,1,1,80,3.63,3,0,134,354.3852115042604,200,67.0,0.95,0.92,1.1,256.6938,354.3852115042604,256.6938,354.3852115042604
63,53,0,0,33,4.33,0,0,175,489.7125242986789,200,87.5,1.0,0.967,1.0,278.0125,489.7125242986789,278.0125,489.7125242986789
55,13,1,2,45,3.71,2,1,40,222.56858200356248,200,20.0,0.9,0.955,1.1,207.99900000000002,222.56858200356248,207.99900000000002,222.56858200356248
100,66,1,0,27,3.53,1,1,106,412.2556067980849,200,53.0,1.0,0.973,1.1,270.7859,412.2556067980849,270.7859,412.2556067980849
51,27,2,0,86,3.82,1,1,152,472.21573527678265,200,76.0,1.0,0.914,1.2,302.7168,472.21573527678265,302.7168,472.21573527678265
37,10,2,2,33,4.86,0,0,44,179.93988033973832,200,22.0,0.9,0.967,1.2,231.84792,179.93988033973832,231.84792,179.93988033973832
99,71,1,0,3,4.63,2,1,100,308.9111533232364,200,50.0,1.0,0.997,1.1,274.175,308.9111533232364,274.175,308.9111533232364
54,24,0,2,85,3.79,1,0,102,306.3142432341152,200,51.0,0.9,0.915,1.0,206.69850000000002,306.3142432341152,206.69850000000002,306.3142432341152
30,7,0,0,57,4.27,2,1,69,224.46487829301583,200,34.5,1.0,0.943,1.0,221.1335,224.46487829301583,221.1335,224.46487829301583
84,56,2,2,71,4.56,1,1,15,101.07378646994935,200,7.5,0.9,0.929,1.2,208.18890000000002,101.07378646994935,208.18890000000002,101.07378646994935
49,14,1,2,55,4.43,2,1,131,633.4966221375331,200,65.5,0.9,0.945,1.1,248.38852500000002,633.4966221375331,248.38852500000002,633.4966221375331
86,10,2,2,98,4.8,2,0,18,62.87509273644356,200,9.0,0.9,0.902,1.2,203.59944,62.87509273644356,203.59944,62.87509273644356
48,24,0,0,17,3.98,0,0,29,92.03104706108972,200,14.5,1.0,0.983,1.0,210.8535,92.03104706108972,210.8535,92.03104706108972
67,18,2,2,78,3.81,2,1,22,106.7358926414302,200,11.0,0.9,0.922,1.2,210.10536000000002,106.7358926414302,210.10536000000002,106.7358926414302
100,16,0,0,96,3.65,3,1,163,560.6703257140985,200,81.5,1.0,0.904,1.0,254.476,560.6703257140985,254.476,560.6703257140985
79,7,0,2,31,4.82,3,0,100,322.9000694955284,200,50.0,0.9,0.969,1.0,218.025,322.9000694955284,218.025,322.9000694955284
99,9,0,2,33,4.98,0,0,110,292.33936093553586,200,55.0,0.9,0.967,1.0,221.9265,292.33936093553586,221.9265,292.33936093553586
34,24,2,2,3,4.41,2,0,97,242.7517170048808,200,48.5,0.9,0.997,1.2,267.57486,242.7517170048808,267.57486,242.7517170048808
54,21,2,2,23,4.44,1,1,136,442.7796305981407,200,68.0,0.9,0.977,1.2,282.78288,442.7796305981407,282.78288,442.7796305981407
77,43,1,1,73,4.07,0,1,131,505.54671645728143,200,65.5,0.95,0.927,1.1,257.19383250000004,505.54671645728143,257.19383250000004,505.54671645728143
80,21,2,1,85,4.21,2,1,146,474.9171617926677,200,73.0,0.95,0.915,1.2,284.76629999999994,474.9171617926677,284.76629999999994,474.9171617926677
74,54,2,1,16,4.35,0,1,147,617.434678434942,200,73.5,0.95,0.984,1.2,306.80135999999993,617.434678434942,306.80135999999993,617.434678434942
57,38,2,1,31,3.97,2,1,64,294.8553699465021,200,32.0,0.95,0.969,1.2,256.28111999999993,294.8553699465021,256.28111999999993,294.8553699465021
97,66,2,2,90,3.6,1,1,150,717.467322019467,200,75.0,0.9,0.91,1.2,270.27,717.467322019467,270.27,717.467322019467
52,14,1,0,97,4.83,1,1,66,266.9772170141728,200,33.0,1.0,0.903,1.1,231.43890000000002,266.9772170141728,231.43890000000002,266.9772170141728
51,37,0,1,34,4.64,0,0,100,383.3711770715268,200,50.0,0.95,0.966,1.0,229.42499999999998,383.3711770715268,229.42499999999998,383.3711770715268
87,52,2,0,15,3.57,3,0,66,266.4336179135411,200,33.0,1.0,0.985,1.2,275.406,266.4336179135411,275.406,266.4336179135411
91,42,1,2,76,4.96,2,0,86,336.39439243010713,200,43.0,0.9,0.924,1.1,222.28668000000005,336.39439243010713,222.28668000000005,336.39439243010713
85,34,0,1,66,4.59,2,1,163,764.8593556145701,200,81.5,0.95,0.9339999999999999,1.0,249.77495,764.8593556145701,249.77495,764.8593556145701
57,21,0,2,28,4.93,3,0,141,588.6941797749441,200,70.5,0.9,0.972,1.0,236.63340000000002,588.6941797749441,236.63340000000002,588.6941797749441
28,8,2,1,67,3.78,0,1,58,305.2426676647312,200,29.0,0.95,0.933,1.2,243.56898,305.2426676647312,243.56898,305.2426676647312
58,30,2,1,32,4.14,3,0,75,256.37380365626416,200,37.5,0.95,0.968,1.2,262.086,256.37380365626416,262.086,256.37380365626416
31,9,0,0,18,4.42,2,1,114,461.0193485856391,200,57.0,1.0,0.982,1.0,252.374,461.0193485856391,252.374,461.0193485856391
27,11,1,0,88,4.5,1,1,144,581.7472844259253,200,72.0,1.0,0.912,1.1,272.8704,581.7472844259253,272.8704,581.7472844259253
90,75,2,0,88,4.1,0,0,106,472.5465909334413,200,53.0,1.0,0.912,1.2,276.8832,472.5465909334413,276.8832,472.5465909334413
54,8,1,1,41,3.89,2,0,168,573.4835718398938,200,84.0,0.95,0.959,1.1,284.61202000000003,573.4835718398938,284.61202000000003,573.4835718398938
23,9,1,2,50,3.84,1,1,34,192.3850221961644,200,17.0,0.9,0.95,1.1,204.0885,192.3850221961644,204.0885,192.3850221961644
94,64,2,1,62,4.87,3,0,166,744.0359811402852,200,83.0,0.95,0.938,1.2,302.61755999999997,744.0359811402852,302.61755999999997,744.0359811402852
86,20,1,2,51,3.75,2,1,110,412.25746306035046,200,55.0,0.9,0.949,1.1,239.57505,412.25746306035046,239.57505,412.25746306035046
79,55,1,1,91,4.39,2,0,48,189.5605649707772,200,24.0,0.95,0.909,1.1,212.77872,189.5605649707772,212.77872,189.5605649707772
73,13,2,1,93,3.95,3,0,90,357.0434721850994,200,45.0,0.95,0.907,1.2,253.3251,357.0434721850994,253.3251,357.0434721850994
74,23,2,1,45,4.07,2,1,99,417.1740953777763,200,49.5,0.95,0.955,1.2,271.63064999999995,417.1740953777763,271.63064999999995,417.1740953777763
26,11,2,0,10,4.22,2,1,69,314.84471031916905,200,34.5,1.0,0.99,1.2,278.586,314.84471031916905,278.586,314.84471031916905
99,30,2,1,74,4.21,2,1,160,629.9546011362719,200,80.0,0.95,0.926,1.2,295.5792,629.9546011362719,295.5792,629.9546011362719
