Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price_Improved,Revenue_Lift_Improved,Revenue_Lift_Pct_Improved
50,11,Suburban,Morning,Economy,591.1000759572743,502.732739596197,-88.36733636107726,-14.949640501731995
35,22,Rural,Afternoon,Economy,586.7988633141081,600.4591396658346,13.660276351726566,2.3279316313900806
43,14,Suburban,Night,Premium,648.9097429236178,448.02341782204456,-200.88632510157328,-30.957514090710653
50,25,Suburban,Night,Economy,746.3391324597457,645.8407365342821,-100.49839592546357,-13.465513404643032
55,19,Urban,Morning,Premium,555.0976877626003,506.4948029170741,-48.60288484552626,-8.755735416846548
93,67,Urban,Night,Premium,417.91314129159,340.9632277770521,-76.94991351453791,-18.41289634413476
94,69,Urban,Morning,Premium,97.80093621671637,119.56269822117514,21.761762004458774,22.251077388704182
70,60,Urban,Afternoon,Premium,193.0891119987856,218.33287314861877,25.243761149833176,13.073632629265985
36,25,Suburban,Night,Economy,492.4640116460618,450.8860730737043,-41.57793857235748,-8.442837971729782
37,9,Suburban,Morning,Economy,408.81562882076287,417.8292317681518,9.01360294738896,2.2048087969114305
68,46,Urban,Afternoon,Economy,364.1617948077249,380.76578753221037,16.603992724485465,4.559509800651183
77,15,Suburban,Morning,Economy,228.64349787316,249.59590870209158,20.95241082893159,9.163790365276402
27,12,Suburban,Evening,Economy,667.9464280068869,595.1138034351985,-72.83262457168837,-10.903961982253078
90,56,Suburban,Night,Premium,410.34270896598935,352.1882766888024,-58.15443227718697,-14.172161709349881
46,23,Suburban,Afternoon,Economy,710.4192641684332,652.1717303764227,-58.24753379201047,-8.199036362026435
96,80,Urban,Morning,Economy,177.20306582722415,247.55579050603922,70.35272467881506,39.7017536634553
80,6,Rural,Night,Economy,74.32837977574499,102.25482181086555,27.92644203512056,37.571708302235294
80,31,Suburban,Evening,Premium,392.3027600530253,504.8601501755389,112.5573901225136,28.69146016390501
64,25,Suburban,Afternoon,Premium,168.61019430479575,181.20928094342082,12.599086638625067,7.472316066399737
57,42,Rural,Afternoon,Premium,587.2581373063812,631.6486105720769,44.39047326569573,7.558937108867438
52,7,Rural,Night,Economy,563.9803272683639,589.3698023408867,25.389475072522828,4.501837004758062
69,56,Urban,Night,Premium,352.3474982568331,392.5301631257636,40.18266486893049,11.404271370657085
67,54,Suburban,Morning,Economy,415.3075369486595,392.05969323451876,-23.247843714140743,-5.59774182884975
25,7,Rural,Afternoon,Premium,204.215843297379,243.49848328305725,39.28263998567826,19.2358434837374
80,35,Rural,Night,Economy,319.6520700676685,289.1999990098945,-30.452071057773992,-9.526630330073402
73,6,Suburban,Night,Premium,362.05333073474793,303.55285096379794,-58.500479770949994,-16.157973095353004
24,6,Urban,Afternoon,Premium,387.4755378090192,436.70721718561674,49.231679376597526,12.705751608211994
37,14,Rural,Evening,Economy,348.8532987245396,285.8104727134845,-63.042826011055126,-18.071443280470394
27,6,Rural,Afternoon,Premium,732.2985126943609,642.7186705010325,-89.57984219332832,-12.232694815087822
23,11,Urban,Afternoon,Economy,343.6721333865543,426.931607935821,83.25947454926666,24.226425846292972
42,8,Rural,Morning,Premium,599.7162532373392,577.2370356780625,-22.479217559276663,-3.748308877395133
74,39,Urban,Morning,Economy,484.75453888236336,620.4018095399913,135.64727065762793,27.982671595065934
68,30,Urban,Night,Premium,581.1514565564086,519.1649437338368,-61.98651282257174,-10.66615460105194
59,9,Suburban,Afternoon,Economy,603.3651642705413,454.59693875616426,-148.76822551437704,-24.65641610155525
89,75,Rural,Evening,Economy,369.8546414878244,394.8716715664418,25.017030078617438,6.764016798053621
81,35,Suburban,Night,Economy,708.8801421484817,609.4077326979238,-99.47240945055785,-14.032331213154848
33,8,Suburban,Morning,Premium,205.83755050869485,228.9595229264783,23.12197241778344,11.233116776137859
75,28,Urban,Night,Economy,684.5607033083106,577.4197025753518,-107.14100073295879,-15.6510591705269
87,48,Suburban,Morning,Economy,453.2541298779704,539.8338408734143,86.57971099544386,19.101803003704283
56,37,Suburban,Afternoon,Premium,412.5848379812361,492.0587085591067,79.47387057787063,19.262431204872588
75,32,Urban,Evening,Premium,440.4442377359072,402.1103386913592,-38.33389904454805,-8.703462495412023
99,54,Rural,Afternoon,Premium,241.6407113776789,255.37991998163568,13.739208603956769,5.685800428919736
33,16,Rural,Afternoon,Premium,201.29253189374316,239.8037235674045,38.51119167366133,19.131952542576364
41,28,Rural,Evening,Premium,220.05114029296504,227.15554695374274,7.104406660777698,3.2285252652266414
55,19,Suburban,Morning,Economy,702.9134159653358,628.0642502887976,-74.84916567653829,-10.648418991085167
93,51,Rural,Morning,Premium,431.42166025583447,354.14955348374497,-77.2721067720895,-17.911040147188455
54,35,Urban,Afternoon,Premium,466.8626810645626,386.7247280320297,-80.13795303253289,-17.16520858977173
34,20,Urban,Morning,Premium,445.1263611668488,547.9166948725718,102.79033370572301,23.092394131920134
86,18,Suburban,Afternoon,Premium,441.6378571357946,513.6888906706001,72.05103353480553,16.31450573600879
85,27,Suburban,Night,Premium,669.5210116683382,587.5889413870544,-81.93207028128381,-12.237415832121881
74,5,Suburban,Night,Economy,354.3852115042604,423.7716251368018,69.3864136325414,19.5793761647154
63,53,Rural,Afternoon,Economy,489.7125242986789,602.1280660778918,112.41554177921296,22.955414901876185
55,13,Suburban,Morning,Premium,222.56858200356248,187.4724237168874,-35.09615828667509,-15.768693842922238
100,66,Suburban,Evening,Premium,412.2556067980849,432.07045438971124,19.814847591626346,4.806447084012926
51,27,Urban,Evening,Premium,472.21573527678265,561.9465027875243,89.73076751074166,19.002070623111962
37,10,Urban,Afternoon,Economy,179.93988033973832,175.8726774511674,-4.067202888570932,-2.26031210029249
99,71,Suburban,Morning,Premium,308.9111533232364,378.77962252209244,69.86846919885602,22.617658329010705
54,24,Rural,Evening,Economy,306.3142432341152,341.02337265128864,34.709129417173415,11.331216286486983
30,7,Rural,Morning,Premium,224.46487829301583,272.5557809992617,48.090902706245856,21.42468927520506
84,56,Urban,Evening,Premium,101.07378646994935,107.43797544567927,6.364188975729917,6.296577181880961
49,14,Suburban,Morning,Premium,633.4966221375331,539.0175565545278,-94.47906558300531,-14.913902029061452
86,10,Urban,Morning,Economy,62.87509273644356,74.726319595014,11.851226858570442,18.848841954393258
48,24,Rural,Afternoon,Economy,92.03104706108972,114.31002149565104,22.27897443456132,24.20810709648088
67,18,Urban,Morning,Premium,106.7358926414302,135.42570453247123,28.689811891041032,26.87925418623885
100,16,Rural,Night,Premium,560.6703257140985,523.9119057883386,-36.75841992575988,-6.556155772813993
79,7,Rural,Night,Economy,322.9000694955284,331.41043265089525,8.51036315536686,2.635602763623659
99,9,Rural,Afternoon,Economy,292.33936093553586,372.5776676382344,80.23830670269854,27.446973423599974
34,24,Urban,Morning,Economy,242.75171700488076,335.35795211546076,92.60623511058,38.148539690336385
54,21,Urban,Evening,Premium,442.7796305981407,517.5663335832032,74.7867029850625,16.89027629478684
77,43,Suburban,Afternoon,Premium,505.54671645728143,485.9455817756,-19.601134681681458,-3.8772153084170506
80,21,Urban,Morning,Premium,474.9171617926677,519.2638530086607,44.34669121599302,9.33777399169947
74,54,Urban,Afternoon,Premium,617.434678434942,561.4504541841512,-55.98422425079082,-9.06723030081469
57,38,Urban,Morning,Premium,294.8553699465021,264.9268070057196,-29.928562940782513,-10.150251951054067
97,66,Urban,Evening,Premium,717.467322019467,613.6000556532563,-103.86726636621074,-14.476933398702235
52,14,Suburban,Evening,Premium,266.9772170141728,270.4140337227956,3.4368167086227572,1.2873071144644936
51,37,Rural,Afternoon,Economy,383.3711770715268,355.1878877898302,-28.183289281696602,-7.35143666693502
87,52,Urban,Night,Economy,266.4336179135411,279.36529993365286,12.931682020111737,4.853622497558894
91,42,Suburban,Morning,Economy,336.39439243010713,316.77538455848224,-19.619007871624888,-5.832144742335781
85,34,Rural,Morning,Premium,764.8593556145701,646.063251550551,-118.79610406401912,-15.531757988181447
57,21,Rural,Night,Economy,588.6941797749441,531.6912754389868,-57.00290433595728,-9.682940021209197
28,8,Urban,Afternoon,Premium,305.2426676647312,246.4261951959702,-58.81647246876099,-19.268758499176506
58,30,Urban,Night,Economy,256.37380365626416,276.8411161660258,20.467312509761655,7.983386842909823
31,9,Rural,Morning,Premium,461.0193485856391,418.1606175104364,-42.858731075202684,-9.296514605447461
27,11,Suburban,Evening,Premium,581.7472844259253,512.3453128984786,-69.40197152744668,-11.929917575108806
90,75,Urban,Afternoon,Economy,472.5465909334413,395.73348687883146,-76.81310405460982,-16.255138758461392
54,8,Suburban,Morning,Economy,573.4835718398938,597.6431273907125,24.15955555081871,4.212772036923076
23,9,Suburban,Evening,Premium,192.3850221961644,197.3127234191995,4.927701223035086,2.5613746677278133
94,64,Urban,Night,Economy,744.0359811402852,637.6698482903859,-106.36613284989937,-14.295831861099797
86,20,Suburban,Morning,Premium,412.25746306035046,403.5590756651595,-8.698387395190935,-2.1099405528330184
79,55,Suburban,Morning,Economy,189.5605649707772,186.61876115869188,-2.941803812085311,-1.55190707125125
73,13,Urban,Night,Economy,357.0434721850994,319.5575620714509,-37.485910113648515,-10.498976464752442
74,23,Urban,Morning,Premium,417.1740953777763,394.2803487417795,-22.89374663599682,-5.4878159717144355
26,11,Urban,Morning,Premium,314.84471031916905,314.354736236932,-0.4899740822370404,-0.15562404772191873
99,30,Urban,Morning,Premium,629.9546011362719,600.658218550706,-29.29638258556588,-4.650554584841977
80,42,Urban,Night,Economy,473.5617540035448,458.83539199020953,-14.72636201333529,-3.1097025654704913
78,35,Rural,Evening,Premium,317.88095784682014,374.92490495280634,57.043947105986206,17.94506581720898
63,6,Urban,Evening,Premium,132.49921949173307,148.37428370552752,15.875064213794445,11.981251115811235
25,8,Rural,Night,Economy,430.7858509781543,431.36621583526164,0.5803648571073268,0.13472235817159134
100,50,Urban,Evening,Economy,350.2265835541767,451.6386881792342,101.41210462505745,28.956141363087006
46,8,Urban,Afternoon,Economy,466.42747932165264,429.4258401471752,-37.00163917447742,-7.932988688464633
59,29,Urban,Night,Economy,651.7303890276737,566.8341282537668,-84.89626077390687,-13.026285439990742
21,11,Rural,Morning,Premium,266.34807324582846,239.2567986748688,-27.091274570959655,-10.17137996938146
64,7,Rural,Evening,Economy,266.38537677090085,215.15590574727878,-51.22947102362207,-19.231337562377117
52,22,Suburban,Morning,Premium,303.803226426852,378.3794571162452,74.57623068939319,24.547544002910456
100,56,Suburban,Evening,Economy,461.9661913503604,561.6908039209537,99.72461257059331,21.586993688670397
83,72,Rural,Night,Premium,201.0575405594342,211.12390874201498,10.066368182580788,5.006710096309514
89,10,Rural,Afternoon,Premium,94.21444738997974,106.43009443436473,12.215647044384994,12.965789624409771
100,37,Rural,Afternoon,Economy,546.8574476673242,520.6134223459842,-26.24402532134002,-4.7990615165408395
71,7,Urban,Morning,Premium,292.74683013160404,255.55689596242934,-37.189934169174705,-12.703787143470011
94,26,Suburban,Afternoon,Premium,150.90603765991335,185.13171236286405,34.2256747029507,22.680122832515668
52,23,Urban,Evening,Economy,534.90663340905,501.61607765104975,-33.29055575800021,-6.2236199139715085
27,15,Urban,Afternoon,Economy,315.2654030422818,360.9468672124081,45.68146417012633,14.48984370923814
88,62,Urban,Afternoon,Economy,601.2360266422271,628.1534267322094,26.917400089982266,4.477010507888243
48,38,Suburban,Night,Premium,701.4695729515377,657.5615317730361,-43.90804117850155,-6.259436313645356
53,35,Suburban,Morning,Premium,392.0078846224547,355.8780134914758,-36.12987113097887,-9.216618478420601
31,12,Suburban,Night,Economy,331.8375249153692,361.5108719997978,29.6733470844286,8.942131271017766
56,34,Suburban,Afternoon,Economy,307.5259290756184,384.9976434735818,77.47171439796335,25.191929223930128
48,35,Rural,Morning,Economy,68.27174499943663,105.79763445021672,37.525889450780085,54.96547576320151
93,66,Suburban,Night,Economy,765.4397485645513,627.9160968806824,-137.52365168386893,-17.96662009541189
49,18,Rural,Afternoon,Economy,168.36628924698925,205.3000733025678,36.93378405557854,21.93656712443046
72,33,Rural,Evening,Economy,351.7736189685264,430.3797161463944,78.60609717786798,22.345648718160685
62,11,Suburban,Morning,Premium,363.3457529659053,308.5487433266396,-54.797009639265696,-15.081230258499154
39,15,Suburban,Evening,Premium,201.7146762833217,190.32755594313093,-11.387120340190762,-5.6451620427443725
67,56,Urban,Afternoon,Premium,121.43999901863724,142.89857365117112,21.45857463253388,17.67010441859495
88,15,Urban,Afternoon,Economy,598.7750233051204,500.11983385907695,-98.65518944604344,-16.476169781011603
29,16,Urban,Morning,Premium,371.1242881043308,355.4280495838912,-15.696238520439579,-4.229375177953063
100,24,Urban,Night,Economy,173.66696747925593,195.61196578384462,21.944998304588694,12.636253527723957
98,43,Suburban,Morning,Economy,538.5185280064754,480.3174206361401,-58.20110737033531,-10.80763322773464
35,10,Rural,Night,Economy,281.9625670059949,277.3265084970819,-4.636058508913038,-1.6442106333974713
58,14,Rural,Morning,Economy,258.01445968829404,303.09359656629687,45.07913687800283,17.47155447507194
22,7,Urban,Morning,Premium,476.2019961536034,418.5807422134669,-57.621253940136455,-12.100170601038426
84,37,Suburban,Night,Economy,124.64550323605349,113.38781678888891,-11.257686447164573,-9.03176300379227
91,14,Suburban,Night,Premium,111.11271494112724,129.62524813908144,18.5125331979542,16.661039384883193
56,29,Urban,Afternoon,Economy,421.8171879075184,452.5711914402676,30.75400353274921,7.290836982084261
97,21,Rural,Evening,Premium,134.0510144913575,138.91762009408205,4.8666056027245475,3.6304131089125815
57,47,Urban,Morning,Economy,132.4032477391118,127.59956449034635,-4.803683248765452,-3.628070557778658
94,27,Suburban,Night,Premium,547.9814624298182,581.8952711501636,33.9138087203454,6.1888605811531185
84,6,Suburban,Morning,Economy,281.96824577029594,281.83235191639704,-0.1358938538988923,-0.04819473679656736
40,11,Rural,Night,Premium,182.46632143825187,190.96841090118497,8.5020894629331,4.659539029403998
65,36,Suburban,Night,Premium,313.7742265682814,333.4417263973383,19.667499829056908,6.268041847846609
35,22,Urban,Afternoon,Premium,422.8866610257602,406.4221111320093,-16.46454989375087,-3.8933717733763964
40,30,Urban,Evening,Premium,529.6967147126813,502.6900517978941,-27.006662914787228,-5.098514331816502
61,45,Urban,Evening,Economy,25.993449448411635,67.49908126892795,41.505631820516314,159.67727524156118
50,14,Urban,Night,Premium,351.5699575243088,394.54073965660785,42.970782132299064,12.222540980148427
98,25,Suburban,Afternoon,Economy,154.68715967826247,204.3758708208785,49.68871114261603,32.12206575255811
54,37,Suburban,Afternoon,Premium,106.59208227583191,121.57980488099219,14.987722605160272,14.0608216718912
37,13,Rural,Afternoon,Economy,132.1665679180113,145.46163453378875,13.295066615777444,10.059326518961251
78,41,Urban,Afternoon,Economy,76.224961221763,85.76026662026044,9.535305398497442,12.509426368556834
84,21,Rural,Afternoon,Economy,598.9400399823005,540.3764661937448,-58.563573788555686,-9.777869215470435
44,32,Suburban,Afternoon,Premium,563.1508995670627,636.3059358922635,73.15503632520085,12.990307994081293
25,11,Urban,Night,Economy,310.1546162756803,381.0157247767973,70.86110850111697,22.847026864218012
38,13,Urban,Evening,Premium,145.13756861567325,162.98474410109347,17.847175485420223,12.296730374945062
85,25,Urban,Morning,Economy,323.5576857599395,309.7720890228557,-13.785596737083779,-4.260630281337798
31,13,Suburban,Evening,Economy,31.565676162125197,74.47139473367591,42.90571857155071,135.92523205009664
67,6,Rural,Evening,Premium,144.46263762346956,170.22760010317762,25.76496247970806,17.835035344475987
77,11,Rural,Night,Premium,252.4930471020809,269.44905724488166,16.95601014280075,6.715436459502019
32,11,Suburban,Afternoon,Premium,146.51277441611944,169.2215511763372,22.708776760217745,15.499519991151917
71,30,Rural,Evening,Premium,501.801349985356,629.6309526791844,127.82960269382835,25.474144837904237
65,38,Urban,Morning,Premium,610.7325514755008,514.4442349724771,-96.28831650302368,-15.766036421408305
64,29,Urban,Night,Premium,194.26239936468437,191.18851819194407,-3.0738811727403004,-1.582334606590426
48,38,Urban,Afternoon,Economy,318.2101259853132,318.0999539232713,-0.11017206204189733,-0.03462242494664745
76,42,Rural,Morning,Economy,512.6251102173163,550.7631978361296,38.1380876188133,7.439761895909758
76,53,Urban,Afternoon,Premium,555.8919187631545,605.5989481667111,49.70702940355659,8.94185141495733
71,14,Suburban,Night,Economy,242.15886076969636,279.27089656633103,37.11203579663467,15.325491571390334
76,9,Urban,Evening,Economy,41.40499127744981,69.0050096486609,27.600018371211092,66.65867452130765
51,14,Rural,Night,Premium,180.88655372559683,165.67883026726813,-15.2077234583287,-8.407326661438127
88,38,Rural,Evening,Premium,537.8971058809161,585.2621161309179,47.365010250001774,8.805589346392173
60,24,Rural,Afternoon,Premium,556.6629286327259,587.1275762770949,30.46464764436905,5.472727943137195
73,55,Rural,Afternoon,Economy,158.5563431447304,179.9136814401589,21.35733829542852,13.469873151611173
23,10,Urban,Afternoon,Economy,59.4454065021933,92.33443015302205,32.889023650828754,55.32643409481148
74,27,Suburban,Morning,Premium,334.1449975015087,420.8705050208039,86.72550751929515,25.95445335640662
49,6,Suburban,Night,Premium,443.7750198288772,513.7187770998119,69.94375727093467,15.761084816785198
31,8,Rural,Night,Economy,145.24203735141535,146.20816657443046,0.9661292230151162,0.665185672573259
57,46,Rural,Morning,Economy,210.6317666138125,205.1308931264489,-5.500873487363577,-2.611606775083113
64,19,Suburban,Afternoon,Economy,152.22919256822726,142.1105821705482,-10.11861039767905,-6.64695793689112
86,76,Suburban,Night,Economy,612.446726848697,620.6790634188864,8.232336570189318,1.3441718616977913
54,28,Suburban,Morning,Premium,250.28588237277447,235.59681686589462,-14.689065506879842,-5.868914925453936
85,37,Rural,Night,Premium,309.08254473187293,269.72413044009414,-39.358414291778786,-12.733949219268254
58,15,Rural,Night,Premium,94.1609176991503,107.1410818212564,12.980164122106103,13.785086678507632
96,27,Rural,Night,Premium,243.93730652889337,250.802130602392,6.864824073498625,2.8141755646898208
58,31,Suburban,Evening,Premium,331.19305388667465,327.759637416239,-3.4334164704356454,-1.0366813041950054
77,45,Suburban,Morning,Economy,595.2312211886215,527.3567067155614,-67.87451447306012,-11.403050118493619
93,73,Rural,Night,Premium,465.962681649944,417.3669543997686,-48.5957272501754,-10.429102836755305
44,11,Rural,Afternoon,Premium,104.75201005936664,123.39504890387592,18.643038844509277,17.797308933684054
20,10,Rural,Morning,Premium,784.0551260339382,666.7191412925238,-117.33598474141445,-14.965272318917982
70,40,Suburban,Evening,Economy,382.9299378688001,474.2798723644621,91.34993449566201,23.85552171869112
42,12,Rural,Afternoon,Economy,319.2967130915861,406.9962524902301,87.69953939864399,27.466471091886408
87,33,Rural,Evening,Economy,640.1373391067773,530.9926110896348,-109.14472801714248,-17.050204909065105
70,43,Suburban,Morning,Economy,243.4933853851045,221.92799493678217,-21.56539044832232,-8.856663771056823
61,15,Urban,Afternoon,Economy,135.005874109167,129.29039015943775,-5.715483949729247,-4.233507606570996
71,36,Suburban,Morning,Economy,392.9639432866157,377.24742498694525,-15.71651829967044,-3.9994810129964775
81,33,Suburban,Afternoon,Premium,617.2885000560723,617.2611761523477,-0.02732390372455029,-0.004426439780113882
87,64,Rural,Evening,Premium,310.7883994951958,272.0514184158114,-38.73698107938441,-12.464101344292038
85,65,Suburban,Afternoon,Premium,770.0708908209459,670.2220510877106,-99.84883973323531,-12.966188038453177
91,65,Urban,Evening,Economy,373.50470759834695,510.99066421297164,137.48595661462468,36.80969846368629
83,57,Rural,Night,Premium,814.4195559447121,691.3318077085058,-123.08774823620627,-15.113555088129813
64,10,Suburban,Morning,Premium,473.34669329802574,515.906767980934,42.56007468290824,8.991311291597386
69,22,Rural,Night,Premium,266.76777889406367,295.9697206515131,29.201941757449447,10.946577535904682
37,12,Rural,Evening,Economy,369.36165888010754,414.3247342054428,44.96307532533524,12.173184261101115
93,28,Urban,Evening,Economy,111.72394123957052,141.4807211978746,29.75677995830408,26.634201790730227
66,49,Rural,Afternoon,Economy,429.94835612457183,446.201135053887,16.252778929315184,3.780170036190616
47,36,Rural,Morning,Economy,414.77830030238334,373.4580222039214,-41.32027809846193,-9.962015387096782
71,30,Rural,Evening,Premium,227.1825700126456,244.14168263726066,16.959112624615045,7.464970848631149
58,19,Urban,Evening,Economy,247.4420018201041,269.26442834984226,21.822426529738152,8.819208691014206
100,18,Suburban,Morning,Premium,213.8232968736634,214.76825706845216,0.9449601947887629,0.44193509715973034
94,28,Urban,Night,Economy,652.5878909594384,627.2493097141472,-25.338581245291152,-3.882784464179718
49,6,Rural,Night,Premium,289.6463054085282,286.54738897884243,-3.098916429685744,-1.0698967574659424
42,7,Rural,Evening,Economy,123.762469326047,125.03480954177073,1.2723402157237302,1.0280501210522908
79,63,Urban,Evening,Premium,292.5906288976858,292.05236152543745,-0.538267372248356,-0.18396603277290174
59,5,Rural,Evening,Premium,440.93951077757487,448.17436006949106,7.234849291916191,1.6407804506241446
54,7,Urban,Night,Economy,298.3226183929867,309.7252694849214,11.402651091934672,3.822254964561124
60,6,Rural,Morning,Economy,629.2044295696749,579.3719532595229,-49.83247631015195,-7.919918228203407
26,13,Suburban,Night,Premium,441.99619244539696,419.6188225383262,-22.377369907070772,-5.062796985481999
90,10,Rural,Morning,Premium,691.5012905566776,547.7396243003725,-143.76166625630515,-20.7897900147913
34,12,Suburban,Afternoon,Economy,106.94859059241988,108.3482244806191,1.3996338881992187,1.3086978336472064
80,34,Suburban,Night,Economy,561.4385219871201,570.785400520977,9.346878533856852,1.664808909223952
21,7,Rural,Morning,Premium,328.45835687553256,294.33298616794593,-34.125370707586626,-10.389557760747808
97,71,Suburban,Evening,Economy,133.38738314122594,141.414289716769,8.026906575543052,6.0177404987729926
64,7,Suburban,Evening,Premium,114.6992021313152,117.63733559913396,2.9381334678187585,2.561598871851776
47,34,Rural,Evening,Premium,237.14338896943255,235.03650732948606,-2.1068816399464936,-0.8884420725800066
44,28,Rural,Evening,Premium,157.10657171647188,216.94915526254886,59.84258354607698,38.090439433732975
21,9,Suburban,Evening,Economy,431.251597706785,430.2362774750661,-1.0153202317188743,-0.23543570322241614
57,37,Urban,Evening,Economy,585.8075881778408,552.5352726690612,-33.27231550877957,-5.679734469175003
62,5,Rural,Afternoon,Economy,647.204374917644,563.8144844092578,-83.3898905083862,-12.884630225034782
25,6,Urban,Evening,Premium,559.578839787104,528.5172983959746,-31.061541391129367,-5.55087847906239
92,33,Suburban,Evening,Premium,173.1505322724627,211.48846962184416,38.33793734938146,22.14139156618614
38,7,Rural,Night,Economy,198.17046750812372,250.85897374735467,52.68850623923095,26.58746628685783
99,31,Urban,Morning,Economy,192.7088692483722,187.65097480351525,-5.057894444856942,-2.624629818328751
35,7,Rural,Night,Economy,165.0758241756551,210.7161679192122,45.64034374355711,27.648108965363576
30,13,Urban,Night,Premium,379.4680328899806,406.1376534414136,26.669620551433013,7.0281600134589866
28,6,Urban,Night,Premium,461.10955384851616,516.9996500455288,55.89009619701267,12.120784687834444
59,47,Rural,Night,Economy,234.5672445982206,255.73942586281805,21.17218126459744,9.026060437748797
24,13,Urban,Night,Premium,540.0620306756346,488.1985679261501,-51.86346274948448,-9.60324181364901
21,6,Suburban,Evening,Premium,318.8415033130425,328.1896156769172,9.34811236387469,2.931899475676665
84,54,Suburban,Afternoon,Premium,196.31514152174805,208.0491428750226,11.73400135327455,5.9771249748326944
100,50,Urban,Morning,Premium,622.4914304114809,666.198485298952,43.707054887471145,7.021310294758563
30,11,Urban,Evening,Economy,349.6745279402746,319.4603543622547,-30.21417357801988,-8.640656142726115
45,35,Rural,Afternoon,Premium,206.1473318707726,209.08546876171954,2.938136890946936,1.4252606930604192
53,35,Urban,Afternoon,Premium,635.9330544824535,602.6902796293953,-33.24277485305822,-5.2274016295807195
65,41,Rural,Night,Premium,251.1121418065252,232.4314030861582,-18.680738720366975,-7.439201699279025
93,6,Rural,Night,Economy,324.098767437868,393.5565460104608,69.45777857259282,21.43105298476902
28,5,Rural,Morning,Premium,425.4887347951667,476.8426660426641,51.35393124749743,12.069398564034739
38,8,Urban,Night,Economy,470.2690237026412,362.67191826371226,-107.59710543892896,-22.87990490884732
25,6,Urban,Evening,Premium,398.051725971793,411.9157455486779,13.864019576884857,3.4829693409914513
76,23,Rural,Night,Premium,564.9317250247195,402.21253116241337,-162.71919386230616,-28.803337935249807
22,7,Suburban,Morning,Premium,238.31899146487595,293.9186692312174,55.59967776634144,23.329940020552606
40,5,Rural,Afternoon,Economy,184.9552256292673,249.60079106712178,64.64556543785449,34.952008097047774
89,16,Suburban,Afternoon,Economy,624.305615960136,555.912610777954,-68.39300518218204,-10.955052050428641
31,21,Suburban,Afternoon,Economy,389.3845083155804,391.4643003334066,2.0797920178262075,0.5341229487590761
92,45,Rural,Morning,Premium,574.8939389332888,405.84684105815904,-169.0470978751298,-29.404919138440622
58,32,Urban,Afternoon,Premium,517.9444619823878,395.8653926329995,-122.0790693493883,-23.56991498318974
58,20,Rural,Evening,Economy,527.1792011771714,480.1058229321876,-47.073378244983815,-8.929293519143155
36,7,Suburban,Morning,Economy,201.49683080394215,223.10182789652296,21.604997092580817,10.722251564146253
66,40,Rural,Evening,Economy,627.0167510146084,577.2667843451746,-49.749966669433775,-7.934391958258015
76,54,Urban,Evening,Economy,218.6251778894482,244.92701582132304,26.301837931874843,12.030562163876132
55,23,Urban,Afternoon,Premium,654.676536309137,606.335280265797,-48.34125604333997,-7.383990927164269
21,8,Urban,Night,Premium,293.5602166445157,364.69378247708534,71.13356583256962,24.231337149716104
61,45,Rural,Afternoon,Economy,421.98526198279467,352.0558111452999,-69.92945083749476,-16.571538662017524
72,62,Suburban,Evening,Economy,553.7408048680613,498.95620435408836,-54.784600513972975,-9.893545867010179
65,18,Rural,Morning,Economy,330.62430999065225,371.224406256625,40.60009626597275,12.279827901076192
20,8,Rural,Morning,Economy,261.4451502998812,304.77107293255926,43.325922632678044,16.571706372438964
22,7,Suburban,Night,Economy,520.0637873298249,505.7219531051646,-14.341834224660317,-2.757706760990977
72,49,Suburban,Night,Premium,117.63327810103034,128.11150458780978,10.478226486779434,8.907535908146775
42,30,Urban,Afternoon,Economy,493.0149508584995,454.15230280320895,-38.86264805529055,-7.882651020545732
100,54,Suburban,Night,Premium,203.1132957396489,252.872357808569,49.759062068920116,24.498180627575163
87,32,Suburban,Afternoon,Economy,421.7762985074602,409.99037999357176,-11.785918513888419,-2.7943529675790812
36,8,Urban,Afternoon,Economy,305.0088858607341,264.43507058160384,-40.57381527913026,-13.302502700742991
70,38,Urban,Morning,Economy,317.77188818101894,280.6531296696303,-37.11875851138865,-11.68094469396359
41,7,Urban,Night,Economy,364.9140560714328,313.6683720627451,-51.245684008687704,-14.043220083212207
59,40,Rural,Night,Economy,398.3194964103068,618.1542947705374,219.8347983602306,55.19056946531684
33,14,Urban,Morning,Economy,461.3060120664082,439.42476956102274,-21.881242505385444,-4.743324806752245
70,26,Urban,Night,Premium,358.2348071386952,326.5181811012231,-31.71662603747211,-8.853585806136536
45,7,Rural,Evening,Economy,224.3071067625652,247.54021791732023,23.233111154755022,10.357724055238188
98,71,Suburban,Morning,Economy,558.3815496134125,534.898176165423,-23.483373447989493,-4.205614147574875
75,63,Urban,Evening,Premium,660.4425622593634,557.265222726376,-103.17733953298739,-15.622454612861317
100,34,Rural,Night,Economy,537.4486716625657,568.9583239792588,31.509652316693064,5.862820763742855
76,23,Urban,Evening,Economy,480.104370355134,413.405910407619,-66.698459947515,-13.892491730116523
32,12,Urban,Morning,Economy,162.28310451017555,193.33933888543245,31.056234375256906,19.13707188988956
35,23,Suburban,Afternoon,Economy,638.0445145215127,523.7993001025048,-114.24521441900788,-17.90552411608515
30,16,Suburban,Afternoon,Economy,420.1110979571745,476.8278437474906,56.71674579031611,13.500415977132253
