Number_of_Riders,Number_of_Drivers,Location_Category,Time_of_Booking,Vehicle_Type,Static_Price,ML_Predicted_Price,Revenue_Lift,Revenue_Lift_Pct
50,11,Suburban,Morning,Economy,591.1000759572743,507.472221263392,-83.62785469388228,-14.147833521836164
35,22,Rural,Afternoon,Economy,586.7988633141081,605.9158213718317,19.11695805772365,3.25783829057803
43,14,Suburban,Night,Premium,648.9097429236178,470.8311710937046,-178.07857182991324,-27.4427335653172
50,25,Suburban,Night,Economy,746.3391324597457,680.1193988618385,-66.21973359790718,-8.872606395388063
55,19,Urban,Morning,Premium,555.0976877626003,500.43746310714414,-54.660224655456204,-9.846955925140305
93,67,Urban,Night,Premium,417.91314129159,340.7545982391042,-77.15854305248581,-18.462818090386413
94,69,Urban,Morning,Premium,97.80093621671637,126.59035024506034,28.78941402834397,29.43674686768818
70,60,Urban,Afternoon,Premium,193.0891119987856,244.80586036930177,51.71674837051617,26.78387602240433
36,25,Suburban,Night,Economy,492.4640116460618,480.9491328126712,-11.514878833390583,-2.3382173237191646
37,9,Suburban,Morning,Economy,408.81562882076287,414.8916836363051,6.07605481554225,1.48625795766878
68,46,Urban,Afternoon,Economy,364.1617948077249,360.65761221397713,-3.504182593747771,-0.9622598097084724
77,15,Suburban,Morning,Economy,228.64349787316,272.6321785256707,43.98868065251074,19.238981673081938
27,12,Suburban,Evening,Economy,667.9464280068869,601.0652095837436,-66.88121842314331,-10.01296146200122
90,56,Suburban,Night,Premium,410.34270896598935,323.07930667343544,-87.2634022925539,-21.265980943696164
46,23,Suburban,Afternoon,Economy,710.4192641684332,670.1291775413565,-40.290086627076676,-5.671311105877375
96,80,Urban,Morning,Economy,177.20306582722415,254.3039540785853,77.10088825136114,43.5099064970669
80,6,Rural,Night,Economy,74.32837977574499,104.64525894257369,30.3168791668287,40.7877573253948
80,31,Suburban,Evening,Premium,392.3027600530253,498.7835658356682,106.4808057826429,27.14250742672586
64,25,Suburban,Afternoon,Premium,168.61019430479575,190.28684069832062,21.676646393524862,12.856071059582616
57,42,Rural,Afternoon,Premium,587.2581373063812,656.0523402697833,68.79420296340209,11.714474196806428
52,7,Rural,Night,Economy,563.9803272683639,591.5452550921808,27.5649278238169,4.887569032297191
69,56,Urban,Night,Premium,352.3474982568331,406.6011851232893,54.253686866456235,15.397778367908163
67,54,Suburban,Morning,Economy,415.3075369486595,388.3941579862674,-26.91337896239213,-6.480349275654771
25,7,Rural,Afternoon,Premium,204.215843297379,256.254725851455,52.038882554076025,25.482294475212207
80,35,Rural,Night,Economy,319.6520700676685,297.5881928946513,-22.063877173017204,-6.902466537553287
73,6,Suburban,Night,Premium,362.05333073474793,304.953568745763,-57.09976198898494,-15.77109147790663
24,6,Urban,Afternoon,Premium,387.4755378090192,451.29785883017877,63.82232102115955,16.471316197673517
37,14,Rural,Evening,Economy,348.8532987245396,305.62584274524505,-43.227455979294575,-12.391299190043691
27,6,Rural,Afternoon,Premium,732.2985126943609,654.0820265025759,-78.21648619178495,-10.680956582036668
23,11,Urban,Afternoon,Economy,343.6721333865543,424.5638251334946,80.8916917469403,23.53746023858013
42,8,Rural,Morning,Premium,599.7162532373392,591.2315827570296,-8.484670480309546,-1.4147808125106318
74,39,Urban,Morning,Economy,484.75453888236336,652.7116156986428,167.95707681627948,34.64786058600228
68,30,Urban,Night,Premium,581.1514565564086,502.67205662384265,-78.47939993256591,-13.504121696191332
59,9,Suburban,Afternoon,Economy,603.3651642705413,459.87411479353744,-143.49104947700386,-23.781792183922683
89,75,Rural,Evening,Economy,369.8546414878244,388.4394341082581,18.584792620433745,5.024891007362296
81,35,Suburban,Night,Economy,708.8801421484817,631.4892174273405,-77.39092472114123,-10.917349791543598
33,8,Suburban,Morning,Premium,205.83755050869485,220.9592891133401,15.121738604645259,7.346443137937797
75,28,Urban,Night,Economy,684.5607033083106,609.3179626831931,-75.24274062511756,-10.991390575224113
87,48,Suburban,Morning,Economy,453.2541298779704,530.151049861429,76.89691998345859,16.965519984155808
56,37,Suburban,Afternoon,Premium,412.5848379812361,498.63569370448613,86.05085572325004,20.856523992566963
75,32,Urban,Evening,Premium,440.4442377359072,389.46223050576356,-50.982007230143665,-11.57513320919248
99,54,Rural,Afternoon,Premium,241.6407113776789,266.8822229641946,25.241511586515713,10.445885315684164
33,16,Rural,Afternoon,Premium,201.29253189374316,273.91532800777355,72.6227961140304,36.07823669899785
41,28,Rural,Evening,Premium,220.05114029296504,232.39376676255313,12.342626469588083,5.6089809183245904
55,19,Suburban,Morning,Economy,702.9134159653358,594.7911416915902,-108.12227427374569,-15.382018868605252
93,51,Rural,Morning,Premium,431.42166025583447,392.29699870284674,-39.12466155298773,-9.06877543649215
54,35,Urban,Afternoon,Premium,466.8626810645626,392.0807658739614,-74.78191519060118,-16.01796807148515
34,20,Urban,Morning,Premium,445.1263611668488,534.3889392467756,89.26257807992681,20.053312018172768
86,18,Suburban,Afternoon,Premium,441.6378571357946,510.3958837028114,68.75802656701677,15.568870615608274
85,27,Suburban,Night,Premium,669.5210116683382,549.0020703072645,-120.51894136107376,-18.00077058982212
74,5,Suburban,Night,Economy,354.3852115042604,418.75487260854436,64.36966110428398,18.163754867493992
63,53,Rural,Afternoon,Economy,489.7125242986789,558.478521653942,68.76599735526315,14.042115311170257
55,13,Suburban,Morning,Premium,222.56858200356248,187.01317951584184,-35.55540248772064,-15.975032130613807
100,66,Suburban,Evening,Premium,412.2556067980849,435.17107009471675,22.915463296631856,5.5585570987407875
51,27,Urban,Evening,Premium,472.21573527678265,551.08182232177,78.86608704498735,16.701283153718098
37,10,Urban,Afternoon,Economy,179.93988033973832,170.59058133051659,-9.349299009221738,-5.195790389306499
99,71,Suburban,Morning,Premium,308.9111533232364,380.7042061020812,71.79305277884475,23.24068004877843
54,24,Rural,Evening,Economy,306.3142432341152,342.9540358744245,36.63979264030928,11.961504712761782
30,7,Rural,Morning,Premium,224.46487829301583,306.2758517538275,81.81097346081168,36.44711550553395
84,56,Urban,Evening,Premium,101.07378646994935,107.74281804824042,6.669031578291069,6.598181201288887
49,14,Suburban,Morning,Premium,633.4966221375331,538.7665992376526,-94.73002289988051,-14.953516654949814
86,10,Urban,Morning,Economy,62.87509273644356,74.7384381597785,11.863345423334934,18.868115985232926
48,24,Rural,Afternoon,Economy,92.03104706108972,122.67481939132354,30.643772330233816,33.29721143984447
67,18,Urban,Morning,Premium,106.7358926414302,129.19909977768944,22.463207136259243,21.045598233503704
100,16,Rural,Night,Premium,560.6703257140985,540.1804081380561,-20.48991757604233,-3.6545393319943087
79,7,Rural,Night,Economy,322.9000694955284,315.8979762877384,-7.002093207789983,-2.1685016106467425
99,9,Rural,Afternoon,Economy,292.33936093553586,360.4922723202053,68.15291138466944,23.31294395888685
34,24,Urban,Morning,Economy,242.75171700488076,318.9283804143159,76.17666340943512,31.380483874354436
54,21,Urban,Evening,Premium,442.7796305981407,502.18978689249644,59.410156294355716,13.417545024395071
77,43,Suburban,Afternoon,Premium,505.54671645728143,479.2278415797495,-26.318874877531925,-5.2060223161900145
80,21,Urban,Morning,Premium,474.9171617926677,529.0104254290261,54.093263636358415,11.390041882709149
74,54,Urban,Afternoon,Premium,617.434678434942,589.5384147042157,-27.896263730726332,-4.518091501021142
57,38,Urban,Morning,Premium,294.8553699465021,272.98365843224974,-21.871711514252354,-7.417776219649895
97,66,Urban,Evening,Premium,717.467322019467,645.945786487891,-71.52153553157598,-9.968612274948375
52,14,Suburban,Evening,Premium,266.9772170141728,295.3444587692885,28.367241755115685,10.625341769747257
51,37,Rural,Afternoon,Economy,383.3711770715268,357.47539907423885,-25.89577799728795,-6.754753498971701
87,52,Urban,Night,Economy,266.4336179135411,274.41504255497176,7.981424641430635,2.995652239358414
91,42,Suburban,Morning,Economy,336.39439243010713,320.82603001412025,-15.568362415986883,-4.6280088985792265
85,34,Rural,Morning,Premium,764.8593556145701,620.2403722831497,-144.6189833314204,-18.90791846498602
57,21,Rural,Night,Economy,588.6941797749441,531.642084510786,-57.05209526415808,-9.691295960488162
28,8,Urban,Afternoon,Premium,305.2426676647312,237.1304363940294,-68.11223127070178,-22.31412527999332
58,30,Urban,Night,Economy,256.37380365626416,280.06173827628015,23.687934620015994,9.23960805752831
31,9,Rural,Morning,Premium,461.0193485856391,478.16121834521414,17.14186975957506,3.718253867687894
27,11,Suburban,Evening,Premium,581.7472844259253,494.6580329949855,-87.08925143093978,-14.97028929269183
90,75,Urban,Afternoon,Economy,472.5465909334413,385.78031207922385,-86.76627885421743,-18.361423089059713
54,8,Suburban,Morning,Economy,573.4835718398938,586.7225754499981,13.239003610104305,2.3085236021024844
23,9,Suburban,Evening,Premium,192.3850221961644,181.14374685179294,-11.241275344371473,-5.843113573004328
94,64,Urban,Night,Economy,744.0359811402852,647.216444019456,-96.81953712082918,-13.012749325973017
86,20,Suburban,Morning,Premium,412.25746306035046,417.09718059499403,4.839717534643569,1.1739551053160877
79,55,Suburban,Morning,Economy,189.5605649707772,201.1233333185083,11.562768347731094,6.099775208790721
73,13,Urban,Night,Economy,357.0434721850994,321.1654502005713,-35.87802198452812,-10.048642470608772
74,23,Urban,Morning,Premium,417.1740953777763,377.49794361412114,-39.676151763655184,-9.510694025170963
26,11,Urban,Morning,Premium,314.84471031916905,309.24436600902123,-5.600344310147818,-1.7787639831936684
99,30,Urban,Morning,Premium,629.9546011362719,578.0693439193786,-51.88525721689325,-8.236348638982227
80,42,Urban,Night,Economy,473.5617540035448,459.35880428431744,-14.202949719227377,-2.9991758411979066
78,35,Rural,Evening,Premium,317.88095784682014,353.8772303585462,35.99627251172609,11.323821582629025
63,6,Urban,Evening,Premium,132.49921949173307,138.879994579344,6.380775087610914,4.815707678949026
25,8,Rural,Night,Economy,430.7858509781543,410.5179653156043,-20.267885662550043,-4.704863359956976
100,50,Urban,Evening,Economy,350.2265835541767,455.07779621271067,104.85121265853394,29.938107951281335
46,8,Urban,Afternoon,Economy,466.42747932165264,383.5277688170529,-82.89971050459974,-17.773333300423182
59,29,Urban,Night,Economy,651.7303890276737,569.9636571520155,-81.76673187565825,-12.546097780962349
21,11,Rural,Morning,Premium,266.34807324582846,280.00632133184877,13.658248086020308,5.127969547357791
64,7,Rural,Evening,Economy,266.38537677090085,220.42791823463529,-45.95745853626556,-17.252245259615098
52,22,Suburban,Morning,Premium,303.803226426852,392.69155677461805,88.88833034776604,29.258520850228052
100,56,Suburban,Evening,Economy,461.9661913503604,539.5146454226123,77.54845407225184,16.786608094755188
83,72,Rural,Night,Premium,201.0575405594342,233.73053814808623,32.67299758865204,16.250570606673488
89,10,Rural,Afternoon,Premium,94.21444738997974,104.06160635009101,9.847158960111273,10.451856623805423
100,37,Rural,Afternoon,Economy,546.8574476673242,517.5501979172594,-29.307249750064784,-5.359211961924963
71,7,Urban,Morning,Premium,292.74683013160404,229.80149910311385,-62.94533102849019,-21.501626849449806
94,26,Suburban,Afternoon,Premium,150.90603765991335,175.77286345224755,24.866825792334197,16.47835048745688
52,23,Urban,Evening,Economy,534.90663340905,489.0286571595938,-45.87797624945614,-8.57681946418725
27,15,Urban,Afternoon,Economy,315.2654030422818,368.47233623773724,53.20693319545546,16.876870307370716
88,62,Urban,Afternoon,Economy,601.2360266422271,625.832981911377,24.59695526914993,4.0910647697741265
48,38,Suburban,Night,Premium,701.4695729515377,651.0306304203966,-50.43894253114104,-7.1904676234083365
53,35,Suburban,Morning,Premium,392.0078846224547,359.73944625752006,-32.26843836493464,-8.231578912248812
31,12,Suburban,Night,Economy,331.8375249153692,383.69655676293127,51.85903184756205,15.627838310567203
56,34,Suburban,Afternoon,Economy,307.5259290756184,365.86742505988855,58.341495984270125,18.97124452550613
48,35,Rural,Morning,Economy,68.27174499943663,87.13643976227462,18.864694762837985,27.631774701223254
93,66,Suburban,Night,Economy,765.4397485645513,650.3240116196927,-115.11573694485867,-15.039163717423632
49,18,Rural,Afternoon,Economy,168.36628924698925,254.37733958366857,86.01105033667932,51.08567203171128
72,33,Rural,Evening,Economy,351.7736189685264,451.4666146850576,99.69299571653119,28.340100093023413
62,11,Suburban,Morning,Premium,363.3457529659053,312.666492112426,-50.67926085347932,-13.947943643154357
39,15,Suburban,Evening,Premium,201.7146762833217,186.61074469099216,-15.10393159232953,-7.4877702855468256
67,56,Urban,Afternoon,Premium,121.43999901863724,154.4553522739705,33.01535325533327,27.18655593060936
88,15,Urban,Afternoon,Economy,598.7750233051204,507.73335139991633,-91.04167190520405,-15.204654229341752
29,16,Urban,Morning,Premium,371.1242881043308,356.6598343450253,-14.464453759305513,-3.8974689134975864
100,24,Urban,Night,Economy,173.66696747925593,184.08207413014,10.41510665088407,5.99717194470395
98,43,Suburban,Morning,Economy,538.5185280064754,497.70034733764766,-40.81818066882778,-7.579717047049672
35,10,Rural,Night,Economy,281.9625670059949,270.59509315104776,-11.36747385494715,-4.031554250499309
58,14,Rural,Morning,Economy,258.01445968829404,325.8929634210337,67.87850373273966,26.308023129689452
22,7,Urban,Morning,Premium,476.2019961536034,414.9317311262747,-61.27026502732866,-12.86644439171258
84,37,Suburban,Night,Economy,124.64550323605349,134.3698607879107,9.724357551857224,7.801611208902778
91,14,Suburban,Night,Premium,111.11271494112724,155.16854973840876,44.05583479728152,39.64967899544564
56,29,Urban,Afternoon,Economy,421.8171879075184,452.09648616509804,30.279298257579626,7.178298828405786
97,21,Rural,Evening,Premium,134.0510144913575,141.19939431246968,7.148379821112172,5.332581665447254
57,47,Urban,Morning,Economy,132.4032477391118,126.45840011792137,-5.9448476211904335,-4.4899560416404585
94,27,Suburban,Night,Premium,547.9814624298182,592.3416066786402,44.36014424882205,8.09519067526913
84,6,Suburban,Morning,Economy,281.96824577029594,295.54773437554843,13.579488605252493,4.815963786331798
40,11,Rural,Night,Premium,182.46632143825187,183.59409255287363,1.1277711146217655,0.6180708339667014
65,36,Suburban,Night,Premium,313.7742265682814,334.9164036219993,21.142177053717887,6.738022203081448
35,22,Urban,Afternoon,Premium,422.8866610257602,412.68360048627113,-10.203060539489059,-2.4127175150761113
40,30,Urban,Evening,Premium,529.6967147126813,540.6516691937125,10.954954481031109,2.06815601772673
61,45,Urban,Evening,Economy,25.993449448411635,36.04787848438794,10.054429035976302,38.68062627059562
50,14,Urban,Night,Premium,351.5699575243088,385.03430634772116,33.464348823412365,9.518546197480063
98,25,Suburban,Afternoon,Economy,154.68715967826247,194.88583055623985,40.19867087797738,25.98707673060101
54,37,Suburban,Afternoon,Premium,106.59208227583191,109.74014716418894,3.148064888357027,2.9533759179323225
37,13,Rural,Afternoon,Economy,132.1665679180113,155.68288818637106,23.51632026835975,17.79294161814654
78,41,Urban,Afternoon,Economy,76.224961221763,85.95007811595407,9.725116894191075,12.758441248526943
84,21,Rural,Afternoon,Economy,598.9400399823005,572.9062206065834,-26.033819375717144,-4.346648685649147
44,32,Suburban,Afternoon,Premium,563.1508995670627,649.1656951351658,86.01479556810318,15.273845009255844
25,11,Urban,Night,Economy,310.1546162756803,343.9777896308452,33.8231733551649,10.905261950091768
38,13,Urban,Evening,Premium,145.13756861567325,169.0366000565459,23.899031440872648,16.466468102519816
85,25,Urban,Morning,Economy,323.5576857599395,299.22474687624594,-24.332938883693544,-7.520432972112161
31,13,Suburban,Evening,Economy,31.565676162125197,78.73651796196779,47.17084179984259,149.43713404891867
67,6,Rural,Evening,Premium,144.46263762346956,138.46122888394996,-6.001408739519604,-4.154298189654962
77,11,Rural,Night,Premium,252.4930471020809,244.19695975948412,-8.296087342596792,-3.2856696205352343
32,11,Suburban,Afternoon,Premium,146.51277441611944,176.32957981625125,29.816805400131813,20.35099363789766
71,30,Rural,Evening,Premium,501.801349985356,619.179094935899,117.37774495054299,23.391277236294485
65,38,Urban,Morning,Premium,610.7325514755008,512.4089608112051,-98.3235906642957,-16.099287720418793
64,29,Urban,Night,Premium,194.26239936468437,173.2008781685897,-21.061521196094674,-10.841789901171952
48,38,Urban,Afternoon,Economy,318.2101259853132,271.05737530401245,-47.152750681300745,-14.81811759927371
76,42,Rural,Morning,Economy,512.6251102173163,561.7883440514661,49.163233834149764,9.590484908807545
76,53,Urban,Afternoon,Premium,555.8919187631545,651.7473413197322,95.85542255657765,17.243535896304003
71,14,Suburban,Night,Economy,242.15886076969636,278.00450316111284,35.845642391416476,14.802531808037884
76,9,Urban,Evening,Economy,41.40499127744981,56.99640262516473,15.591411347714917,37.65587400620077
51,14,Rural,Night,Premium,180.88655372559683,167.51007409902718,-13.376479626569648,-7.394955208700388
88,38,Rural,Evening,Premium,537.8971058809161,562.1219411232704,24.22483524235429,4.503618810642453
60,24,Rural,Afternoon,Premium,556.6629286327259,574.1457647590295,17.482836126303596,3.1406503338106053
73,55,Rural,Afternoon,Economy,158.5563431447304,166.75075418987925,8.194411045148854,5.168138267208262
23,10,Urban,Afternoon,Economy,59.4454065021933,74.07185807214485,14.626451569951548,24.60484742317624
74,27,Suburban,Morning,Premium,334.1449975015087,414.1709645056799,80.02596700417115,23.94947331324624
49,6,Suburban,Night,Premium,443.7750198288772,482.27788209249485,38.50286226361766,8.676212166801239
31,8,Rural,Night,Economy,145.24203735141535,138.97826978834715,-6.2637675630682,-4.312640938733817
57,46,Rural,Morning,Economy,210.6317666138125,189.85651271012858,-20.775253903683904,-9.863305159365993
64,19,Suburban,Afternoon,Economy,152.22919256822726,143.9054089069183,-8.323783661308966,-5.467928667872522
86,76,Suburban,Night,Economy,612.446726848697,624.2158572758525,11.76913042715546,1.9216578211973996
54,28,Suburban,Morning,Premium,250.28588237277447,242.59270062988725,-7.693181742887219,-3.073757764502688
85,37,Rural,Night,Premium,309.08254473187293,275.57926627082094,-33.50327846105199,-10.839589304571005
58,15,Rural,Night,Premium,94.1609176991503,106.2262460956475,12.065328396497193,12.813520398183279
96,27,Rural,Night,Premium,243.93730652889337,257.4920760897774,13.55476956088404,5.556661157639917
58,31,Suburban,Evening,Premium,331.19305388667465,344.3505001290384,13.157446242363733,3.9727422081943353
77,45,Suburban,Morning,Economy,595.2312211886215,514.8098630877292,-80.42135810089223,-13.510944190779886
93,73,Rural,Night,Premium,465.962681649944,435.2751041952586,-30.687577454685368,-6.585844459908811
44,11,Rural,Afternoon,Premium,104.75201005936664,128.16237750539892,23.410367446032282,22.348370625790192
20,10,Rural,Morning,Premium,784.0551260339382,714.81478214117,-69.24034389276824,-8.831055571693454
70,40,Suburban,Evening,Economy,382.9299378688001,474.4125986824088,91.48266081360873,23.89018245028223
42,12,Rural,Afternoon,Economy,319.2967130915861,419.40878210149185,100.11206900990572,31.35393034290017
87,33,Rural,Evening,Economy,640.1373391067773,539.8385419386498,-100.29879716812752,-15.668324754822233
70,43,Suburban,Morning,Economy,243.4933853851045,221.6575809133538,-21.83580447175069,-8.967719774898853
61,15,Urban,Afternoon,Economy,135.005874109167,155.61090916609393,20.605035056926937,15.262324838003357
71,36,Suburban,Morning,Economy,392.9639432866157,381.3366523505523,-11.627290936063389,-2.95886967104837
81,33,Suburban,Afternoon,Premium,617.2885000560723,641.5514590106507,24.26295895457838,3.9305703819809406
87,64,Rural,Evening,Premium,310.7883994951958,272.5713237622494,-38.2170757329464,-12.296815387904195
85,65,Suburban,Afternoon,Premium,770.0708908209459,703.2899678206652,-66.78092300028072,-8.672048742043462
91,65,Urban,Evening,Economy,373.50470759834695,502.1285263343825,128.62381873603556,34.43700069085951
83,57,Rural,Night,Premium,814.4195559447121,707.4349800095291,-106.98457593518299,-13.136297520641286
64,10,Suburban,Morning,Premium,473.34669329802574,524.7704838162824,51.42379051825668,10.863874459534788
69,22,Rural,Night,Premium,266.76777889406367,302.4685948765641,35.700815982500444,13.382731651665331
37,12,Rural,Evening,Economy,369.36165888010754,421.1864055224063,51.82474664229875,14.030895031019105
93,28,Urban,Evening,Economy,111.72394123957052,127.15371967320334,15.42977843363282,13.810628467309996
66,49,Rural,Afternoon,Economy,429.94835612457183,388.76223665613105,-41.18611946844078,-9.579317813813818
47,36,Rural,Morning,Economy,414.77830030238334,364.9621263290219,-49.81617397336146,-12.010313446254123
71,30,Rural,Evening,Premium,227.1825700126456,226.8976758223262,-0.2848941903194202,-0.12540319017588464
58,19,Urban,Evening,Economy,247.4420018201041,255.19735363366075,7.7553518135566435,3.1342099386970523
100,18,Suburban,Morning,Premium,213.8232968736634,223.49478988393855,9.671493010275157,4.523124070989102
94,28,Urban,Night,Economy,652.5878909594384,666.5405031948324,13.952612235393985,2.1380433852183156
49,6,Rural,Night,Premium,289.6463054085282,259.45689171622865,-30.189413692299524,-10.422854746833115
42,7,Rural,Evening,Economy,123.762469326047,121.99382731133716,-1.7686420147098403,-1.4290616730104404
79,63,Urban,Evening,Premium,292.5906288976858,294.70148163040045,2.1108527327146476,0.7214355226164056
59,5,Rural,Evening,Premium,440.93951077757487,435.07969822428123,-5.8598125532936365,-1.3289379631596516
54,7,Urban,Night,Economy,298.3226183929867,318.3087938803867,19.986175487399976,6.699517319558976
60,6,Rural,Morning,Economy,629.2044295696749,581.3276477255126,-47.876781844162224,-7.609098028268186
26,13,Suburban,Night,Premium,441.99619244539696,407.07989880769776,-34.9162936376992,-7.899681996019154
90,10,Rural,Morning,Premium,691.5012905566776,566.0232628737009,-125.47802768297674,-18.145740202735336
34,12,Suburban,Afternoon,Economy,106.94859059241988,129.85546045597346,22.90686986355358,21.418580400794113
80,34,Suburban,Night,Economy,561.4385219871201,599.1419646331458,37.70344264602568,6.715506893360379
21,7,Rural,Morning,Premium,328.45835687553256,322.3286384370217,-6.129718438510849,-1.8662087020162716
97,71,Suburban,Evening,Economy,133.38738314122594,118.77798665613211,-14.609396485093825,-10.952607466349274
64,7,Suburban,Evening,Premium,114.6992021313152,96.13931899407498,-18.55988313724022,-16.181353307054085
47,34,Rural,Evening,Premium,237.14338896943255,213.0407563773989,-24.102632592033643,-10.163737937952991
44,28,Rural,Evening,Premium,157.10657171647188,207.32227146524173,50.21569974876985,31.962825743148066
21,9,Suburban,Evening,Economy,431.251597706785,418.9348878518298,-12.316709854955207,-2.8560380808906682
57,37,Urban,Evening,Economy,585.8075881778408,515.5297044754485,-70.27788370239227,-11.996752025864362
62,5,Rural,Afternoon,Economy,647.204374917644,554.7286471056334,-92.47572781201063,-14.288489292702641
25,6,Urban,Evening,Premium,559.578839787104,521.8204216158422,-37.75841817126184,-6.747649390321356
92,33,Suburban,Evening,Premium,173.1505322724627,205.46528609155737,32.314753819094676,18.662809403464887
38,7,Rural,Night,Economy,198.17046750812372,242.79346973990894,44.62300223178522,22.51748345396418
99,31,Urban,Morning,Economy,192.7088692483722,168.15957463165626,-24.54929461671594,-12.73905799585989
35,7,Rural,Night,Economy,165.0758241756551,184.4294334916599,19.353609316004793,11.72407250586304
30,13,Urban,Night,Premium,379.4680328899806,422.7019669813911,43.233934091410504,11.393300711563587
28,6,Urban,Night,Premium,461.10955384851616,528.228986778858,67.11943293034187,14.556070758055032
59,47,Rural,Night,Economy,234.5672445982206,243.88400152598695,9.316756927766335,3.9718917036880304
24,13,Urban,Night,Premium,540.0620306756346,508.94571969015436,-31.116310985480197,-5.761617965727514
21,6,Suburban,Evening,Premium,318.8415033130425,333.184413916283,14.342910603240512,4.498445294669956
84,54,Suburban,Afternoon,Premium,196.31514152174805,200.13553504631705,3.820393524568999,1.9460513819540357
100,50,Urban,Morning,Premium,622.4914304114809,667.697052671888,45.20562226040704,7.262047323370396
30,11,Urban,Evening,Economy,349.6745279402746,309.9456185105773,-39.728909429697296,-11.361682437584676
45,35,Rural,Afternoon,Premium,206.1473318707726,213.39065781147477,7.243325940702164,3.5136646567139573
53,35,Urban,Afternoon,Premium,635.9330544824535,592.2502286274995,-43.68282585495399,-6.869091887432198
65,41,Rural,Night,Premium,251.1121418065252,231.7472460170782,-19.36489578944699,-7.7116525111585785
93,6,Rural,Night,Economy,324.098767437868,353.5312232606738,29.43245582280582,9.081322973080491
28,5,Rural,Morning,Premium,425.4887347951667,489.38663768982576,63.89790289465907,15.017531057648323
38,8,Urban,Night,Economy,470.2690237026412,361.7615899231245,-108.5074337795167,-23.073480988645283
25,6,Urban,Evening,Premium,398.051725971793,398.8700469384468,0.8183209666538005,0.20558156472151282
76,23,Rural,Night,Premium,564.9317250247195,393.36742741406533,-171.5642976106542,-30.369032222990683
22,7,Suburban,Morning,Premium,238.31899146487595,276.97944544276226,38.660453977886306,16.22214567972615
40,5,Rural,Afternoon,Economy,184.9552256292673,237.50754582443057,52.552320195163276,28.41353631202697
89,16,Suburban,Afternoon,Economy,624.305615960136,579.755406680765,-44.550209279371074,-7.1359616412958475
31,21,Suburban,Afternoon,Economy,389.3845083155804,378.88487114884833,-10.499637166732043,-2.6964701837142715
92,45,Rural,Morning,Premium,574.8939389332888,425.60939610643857,-149.28454282685027,-25.967318963885155
58,32,Urban,Afternoon,Premium,517.9444619823878,403.10031952346276,-114.84414245892503,-22.173061184855413
58,20,Rural,Evening,Economy,527.1792011771714,501.6129430803024,-25.566258096869035,-4.84963330112048
36,7,Suburban,Morning,Economy,201.49683080394215,200.0415508235945,-1.4552799803476546,-0.7222346746305169
66,40,Rural,Evening,Economy,627.0167510146084,587.5583279026474,-39.458423111961,-6.293041302024431
76,54,Urban,Evening,Economy,218.6251778894482,247.96312963597325,29.33795174652505,13.419292338488258
55,23,Urban,Afternoon,Premium,654.676536309137,590.487923370993,-64.18861293814393,-9.8046301307848
21,8,Urban,Night,Premium,293.5602166445157,322.3884867742798,28.828270129764064,9.820223754867104
61,45,Rural,Afternoon,Economy,421.98526198279467,323.52819283698784,-98.45706914580683,-23.331873886586386
72,62,Suburban,Evening,Economy,553.7408048680613,507.45499531445836,-46.285809553602974,-8.35875000482065
65,18,Rural,Morning,Economy,330.62430999065225,369.7584319775011,39.13412198684887,11.836432108684116
20,8,Rural,Morning,Economy,261.4451502998812,295.76750348652087,34.322353186639646,13.12793645140154
22,7,Suburban,Night,Economy,520.0637873298249,497.49977046881196,-22.56401686101293,-4.338701792113592
72,49,Suburban,Night,Premium,117.63327810103034,118.34500411770318,0.7117260166728414,0.6050379859868986
42,30,Urban,Afternoon,Economy,493.0149508584995,475.65572600407626,-17.359224854423246,-3.5210341642165592
100,54,Suburban,Night,Premium,203.1132957396489,264.6086098782917,61.49531413864281,30.27636074472823
87,32,Suburban,Afternoon,Economy,421.7762985074602,420.0258516938178,-1.7504468136423839,-0.41501782339043
36,8,Urban,Afternoon,Economy,305.0088858607341,274.8216622151188,-30.18722364561529,-9.897162031993606
70,38,Urban,Morning,Economy,317.77188818101894,274.93560971240527,-42.83627846861367,-13.480197607729217
41,7,Urban,Night,Economy,364.9140560714328,287.43776279801403,-77.47629327341878,-21.23138091952605
59,40,Rural,Night,Economy,398.3194964103068,591.2863134512437,192.96681704093692,48.44523523954319
33,14,Urban,Morning,Economy,461.3060120664082,466.306081069411,5.000069003002807,1.0838941770138935
70,26,Urban,Night,Premium,358.2348071386952,336.36766866243545,-21.867138476259754,-6.104135622922206
45,7,Rural,Evening,Economy,224.3071067625652,229.17651142906627,4.869404666501055,2.17086508616753
98,71,Suburban,Morning,Economy,558.3815496134125,535.2919862056528,-23.08956340775967,-4.135087096582149
75,63,Urban,Evening,Premium,660.4425622593634,581.2891849226017,-79.15337733676165,-11.984899499205385
100,34,Rural,Night,Economy,537.4486716625657,569.4799248536137,32.031253191047995,5.959872054751052
76,23,Urban,Evening,Economy,480.104370355134,401.785587194186,-78.31878316094799,-16.3128661176351
32,12,Urban,Morning,Economy,162.28310451017555,190.82992124151824,28.546816731342687,17.59075093954265
35,23,Suburban,Afternoon,Economy,638.0445145215127,532.8782826121972,-105.16623190931557,-16.482585386410324
30,16,Suburban,Afternoon,Economy,420.1110979571745,471.1127073251977,51.001609368023196,12.140029058033175
