Number_of_Riders,Number_of_Drivers,Number_of_Past_Rides,Average_Ratings,Expected_Ride_Duration,Historical_Cost_of_Ride,Location_Category_Suburban,Location_Category_Urban,Customer_Loyalty_Status_Regular,Customer_Loyalty_Status_Silver,Time_of_Booking_Evening,Time_of_Booking_Morning,Time_of_Booking_Night,Vehicle_Type_Premium,price_ratio,adjusted_price
50,29,2,4.81,143,518.9547629602604,False,True,True,False,False,True,False,False,0.7944444444444444,482.18395133591406
97,75,15,4.94,163,575.4934491747886,False,True,True,False,False,False,False,False,0.9055555555555556,523.5731317080955
84,24,39,4.08,86,349.4432162449335,True,False,True,False,False,False,False,False,0.4777777777777778,364.22478727519695
68,40,58,4.64,68,279.2349662242834,True,False,False,True,False,True,False,True,0.37777777777777777,326.9745249402336
77,30,99,4.7,179,689.7483154802385,False,True,True,False,True,False,False,True,0.9944444444444445,556.6844760058408
82,67,13,4.43,33,88.76294359232648,False,True,True,False,False,False,False,False,0.18333333333333332,254.54345928891604
21,8,37,3.71,171,621.7963494961118,True,False,False,False,True,False,False,True,0.95,540.1288038569681
75,24,44,3.79,72,307.621949405299,False,False,True,False,False,False,True,True,0.4,335.2523610146699
61,9,74,3.98,32,172.41053126646165,False,True,False,False,True,False,False,True,0.17777777777777778,252.47400027030696
90,13,24,3.73,126,444.2453020895959,True,False,True,False,False,False,False,False,0.7,447.00314801955983
100,21,20,3.52,163,556.8967118375435,True,False,True,False,False,False,True,True,0.9055555555555556,523.5731317080955
93,31,13,3.58,101,355.3245754797394,True,False,False,False,False,False,False,True,0.5611111111111111,395.266672554333
92,14,57,3.73,133,474.99773906008016,False,True,False,True,False,True,False,True,0.7388888888888889,461.48936114982337
61,12,59,4.72,178,581.9712306098094,False,False,False,False,False,False,False,True,0.9888888888888889,554.6150169872317
53,12,79,3.6,154,663.4393972369916,True,False,False,False,False,False,True,True,0.8555555555555555,504.9480005406139
55,21,20,3.56,134,519.469492374694,False,True,True,False,False,False,True,True,0.7444444444444445,463.5588201684325
57,45,78,4.43,112,397.6919501475396,False,False,False,False,False,False,False,True,0.6222222222222222,418.0307217590328
34,8,51,4.09,130,388.1122298927073,True,False,False,True,False,False,False,True,0.7222222222222222,455.2809840939962
50,11,19,4.87,144,591.1000759572743,True,False,False,True,False,True,False,False,0.8,484.25341035452317
35,22,82,3.79,174,586.7988633141081,False,False,False,True,False,False,False,False,0.9666666666666667,546.3371809127955
43,14,1,3.53,134,648.9097429236178,True,False,True,False,False,False,True,True,0.7444444444444445,463.5588201684325
50,25,19,4.32,176,746.3391324597457,True,False,False,True,False,False,True,False,0.9777777777777777,550.4760989500136
55,19,64,4.34,129,555.0976877626003,False,True,True,False,False,True,False,True,0.7166666666666667,453.2115250753871
93,67,21,4.88,87,417.91314129159,False,True,False,True,False,False,True,True,0.48333333333333334,366.294246293806
94,69,86,4.12,18,97.80093621671637,False,True,False,True,False,True,False,True,0.1,223.50157400977992
70,60,57,4.05,43,193.0891119987856,False,True,True,False,False,False,False,True,0.2388888888888889,275.2380494750068
36,25,61,3.64,132,492.4640116460618,True,False,True,False,False,False,True,False,0.7333333333333333,459.4199021312143
37,9,73,4.8,124,408.81562882076287,True,False,False,True,False,True,False,False,0.6888888888888889,442.8642299823417
68,46,8,4.21,116,364.1617948077249,False,True,False,False,False,False,False,False,0.6444444444444445,426.3085578334691
77,15,47,4.47,66,228.64349787316,True,False,True,False,False,True,False,False,0.36666666666666664,322.83560690301545
27,12,64,4.7,149,667.9464280068869,True,False,False,True,True,False,False,False,0.8277777777777777,494.60070544756854
90,56,61,4.38,91,410.34270896598935,True,False,False,True,False,False,True,True,0.5055555555555555,374.57208236824226
46,23,19,4.92,169,710.4192641684332,True,False,True,False,False,False,False,False,0.9388888888888889,535.98988581975
96,80,47,3.77,70,177.20306582722415,False,True,True,False,False,True,False,False,0.3888888888888889,331.1134429774517
80,6,43,4.81,24,74.32837977574499,False,False,False,True,False,False,True,False,0.13333333333333333,235.91832812143434
80,31,91,4.61,127,392.3027600530253,True,False,False,True,True,False,False,True,0.7055555555555556,449.072607038169
64,25,85,4.46,37,168.61019430479575,True,False,False,True,False,False,False,True,0.20555555555555555,262.8212953633523
57,42,36,3.59,167,587.2581373063812,False,False,False,True,False,False,False,True,0.9277777777777778,531.8509677825318
52,7,57,4.82,180,563.9803272683639,False,False,False,True,False,False,True,False,1.0,558.7539350244498
69,56,73,4.02,116,352.3474982568331,False,True,True,False,False,False,True,True,0.6444444444444445,426.3085578334691
67,54,53,3.67,110,415.3075369486595,True,False,True,False,False,True,False,False,0.6111111111111112,413.8918037218147
25,7,13,4.07,60,204.215843297379,False,False,False,True,False,False,False,True,0.3333333333333333,310.41885279136096
80,35,29,4.49,79,319.6520700676685,False,False,True,False,False,False,True,False,0.4388888888888889,349.7385741449334
73,6,5,4.03,71,362.05333073474793,True,False,False,True,False,False,True,True,0.39444444444444443,333.18290199606076
24,6,65,4.29,106,387.4755378090192,False,True,True,False,False,False,False,True,0.5888888888888889,405.61396764737844
37,14,18,4.36,85,348.8532987245396,False,False,False,False,True,False,False,False,0.4722222222222222,362.15532825658784
27,6,74,4.75,157,732.2985126943609,False,False,True,False,False,False,False,True,0.8722222222222222,511.15637759644113
23,11,11,4.86,133,343.6721333865543,False,True,True,False,False,False,False,False,0.7388888888888889,461.48936114982337
42,8,12,4.79,166,599.7162532373392,False,False,False,False,False,True,False,True,0.9222222222222223,529.7815087639228
74,39,11,3.65,173,484.75453888236336,False,True,False,True,False,True,False,False,0.9611111111111111,544.2677218941864
68,30,28,4.69,134,581.1514565564086,False,True,True,False,False,False,True,True,0.7444444444444445,463.5588201684325
59,9,30,4.83,140,603.3651642705413,True,False,False,True,False,False,False,False,0.7777777777777778,475.97557428008685
89,75,76,4.39,110,369.8546414878244,False,False,False,True,True,False,False,False,0.6111111111111112,413.8918037218147
81,35,45,4.11,174,708.8801421484817,True,False,True,False,False,False,True,False,0.9666666666666667,546.3371809127955
33,8,74,4.52,56,205.83755050869485,True,False,True,False,False,True,False,True,0.3111111111111111,302.1410167169247
75,28,49,4.46,163,684.5607033083106,False,True,False,False,False,False,True,False,0.9055555555555556,523.5731317080955
87,48,95,4.73,162,453.2541298779704,True,False,False,True,False,True,False,False,0.9,521.5036726894865
56,37,96,3.83,130,412.5848379812361,True,False,False,True,False,False,False,True,0.7222222222222222,455.2809840939962
75,32,20,3.69,96,440.4442377359072,False,True,False,True,True,False,False,True,0.5333333333333333,384.9193774612876
99,54,96,3.77,61,241.6407113776789,False,False,False,True,False,False,False,True,0.3388888888888889,312.48831180997007
33,16,81,4.08,50,201.2925318937432,False,False,True,False,False,False,False,True,0.2777777777777778,289.72426260527027
41,28,89,4.47,45,220.05114029296504,False,False,False,False,True,False,False,True,0.25,279.3769675122249
55,19,74,3.51,173,702.9134159653358,True,False,False,True,False,True,False,False,0.9611111111111111,544.2677218941864
93,51,12,4.98,90,431.42166025583447,False,False,False,True,False,True,False,True,0.5,372.5026233496332
54,35,11,4.49,96,466.8626810645626,False,True,False,True,False,False,False,True,0.5333333333333333,384.9193774612876
34,20,21,4.15,158,445.1263611668488,False,True,False,False,False,True,False,True,0.8777777777777778,513.2258366150502
86,18,61,4.3,126,441.6378571357946,True,False,False,True,False,False,False,True,0.7,447.00314801955983
85,27,8,4.11,157,669.5210116683382,True,False,False,False,False,False,True,True,0.8722222222222222,511.15637759644113
74,5,80,3.63,134,354.3852115042604,True,False,True,False,False,False,True,False,0.7444444444444445,463.5588201684325
63,53,33,4.33,175,489.7125242986789,False,False,False,False,False,False,False,False,0.9722222222222222,548.4066399314045
55,13,45,3.71,40,222.56858200356248,True,False,False,True,False,True,False,True,0.2222222222222222,269.0296724191795
100,66,27,3.53,106,412.2556067980849,True,False,False,False,True,False,False,True,0.5888888888888889,405.61396764737844
51,27,86,3.82,152,472.21573527678265,False,True,False,False,True,False,False,True,0.8444444444444444,500.8090825033958
37,10,33,4.86,44,179.93988033973832,False,True,False,True,False,False,False,False,0.24444444444444444,277.30750849361584
99,71,3,4.63,100,308.9111533232364,True,False,False,False,False,True,False,True,0.5555555555555556,393.19721353572396
54,24,85,3.79,102,306.3142432341152,False,False,False,True,True,False,False,False,0.5666666666666667,397.33613157294207
30,7,57,4.27,69,224.46487829301583,False,False,False,False,False,True,False,True,0.38333333333333336,329.04398395884266
84,56,71,4.56,15,101.07378646994935,False,True,False,True,True,False,False,True,0.08333333333333333,217.29319695395267
49,14,55,4.43,131,633.4966221375331,True,False,False,True,False,True,False,True,0.7277777777777777,457.35044311260526
86,10,98,4.8,18,62.87509273644356,False,True,False,True,False,True,False,False,0.1,223.50157400977992
48,24,17,3.98,29,92.03104706108972,False,False,False,False,False,False,False,False,0.16111111111111112,246.26562321447972
67,18,78,3.81,22,106.7358926414302,False,True,False,True,False,True,False,True,0.12222222222222222,231.77941008421624
100,16,96,3.65,163,560.6703257140985,False,False,False,False,False,False,True,True,0.9055555555555556,523.5731317080955
79,7,31,4.82,100,322.9000694955284,False,False,False,True,False,False,True,False,0.5555555555555556,393.19721353572396
99,9,33,4.98,110,292.33936093553586,False,False,False,True,False,False,False,False,0.6111111111111112,413.8918037218147
34,24,3,4.41,97,242.7517170048808,False,True,False,True,False,True,False,False,0.5388888888888889,386.9888364798967
54,21,23,4.44,136,442.7796305981407,False,True,False,True,True,False,False,True,0.7555555555555555,467.6977382056506
77,43,73,4.07,131,505.54671645728143,True,False,True,False,False,False,False,True,0.7277777777777777,457.35044311260526
80,21,85,4.21,146,474.9171617926677,False,True,True,False,False,True,False,True,0.8111111111111111,488.39232839174133
74,54,16,4.35,147,617.434678434942,False,True,True,False,False,False,False,True,0.8166666666666667,490.4617874103504
57,38,31,3.97,64,294.8553699465021,False,True,True,False,False,True,False,True,0.35555555555555557,318.69668886579734
97,66,90,3.6,150,717.467322019467,False,True,False,True,True,False,False,True,0.8333333333333334,496.67016446617765
52,14,97,4.83,66,266.9772170141728,True,False,False,False,True,False,False,True,0.36666666666666664,322.83560690301545
51,37,34,4.64,100,383.3711770715268,False,False,True,False,False,False,False,False,0.5555555555555556,393.19721353572396
87,52,15,3.57,66,266.4336179135411,False,True,False,False,False,False,True,False,0.36666666666666664,322.83560690301545
91,42,76,4.96,86,336.39439243010713,True,False,False,True,False,True,False,False,0.4777777777777778,364.22478727519695
85,34,66,4.59,163,764.8593556145701,False,False,True,False,False,True,False,True,0.9055555555555556,523.5731317080955
57,21,28,4.93,141,588.6941797749441,False,False,False,True,False,False,True,False,0.7833333333333333,478.0450332986959
28,8,67,3.78,58,305.2426676647312,False,True,True,False,False,False,False,True,0.32222222222222224,306.27993475414286
58,30,32,4.14,75,256.37380365626416,False,True,True,False,False,False,True,False,0.4166666666666667,341.46073807049714
31,9,18,4.42,114,461.0193485856391,False,False,False,False,False,True,False,True,0.6333333333333333,422.169639796251
27,11,88,4.5,144,581.7472844259253,True,False,False,False,True,False,False,True,0.8,484.25341035452317
90,75,88,4.1,106,472.5465909334413,False,True,False,False,False,False,False,False,0.5888888888888889,405.61396764737844
54,8,41,3.89,168,573.4835718398938,True,False,True,False,False,True,False,False,0.9333333333333333,533.9204268011409
23,9,50,3.84,34,192.3850221961644,True,False,False,True,True,False,False,True,0.18888888888888888,256.6129183075251
94,64,62,4.87,166,744.0359811402852,False,True,True,False,False,False,True,False,0.9222222222222223,529.7815087639228
86,20,51,3.75,110,412.25746306035046,True,False,False,True,False,True,False,True,0.6111111111111112,413.8918037218147
79,55,91,4.39,48,189.5605649707772,True,False,True,False,False,True,False,False,0.26666666666666666,285.5853445680521
73,13,93,3.95,90,357.0434721850994,False,True,True,False,False,False,True,False,0.5,372.5026233496332
74,23,45,4.07,99,417.1740953777763,False,True,True,False,False,True,False,True,0.55,391.1277545171149
26,11,10,4.22,69,314.84471031916905,False,True,False,False,False,True,False,True,0.38333333333333336,329.04398395884266
99,30,74,4.21,160,629.9546011362719,False,True,True,False,False,True,False,True,0.8888888888888888,517.3647546522683
80,42,85,4.22,131,473.5617540035448,False,True,False,False,False,False,True,False,0.7277777777777777,457.35044311260526
78,35,5,4.35,100,317.88095784682014,False,False,True,False,True,False,False,True,0.5555555555555556,393.19721353572396
63,6,29,4.79,24,132.49921949173307,False,True,False,False,True,False,False,True,0.13333333333333333,235.91832812143434
25,8,30,4.44,115,430.7858509781543,False,False,True,False,False,False,True,False,0.6388888888888888,424.23909881486003
100,50,20,4.14,127,350.2265835541767,False,True,True,False,True,False,False,False,0.7055555555555556,449.072607038169
46,8,32,4.81,112,466.42747932165264,False,True,False,True,False,False,False,False,0.6222222222222222,418.0307217590328
59,29,90,4.3,145,651.7303890276737,False,True,True,False,False,False,True,False,0.8055555555555556,486.3228693731323
21,11,18,4.2,49,266.34807324582846,False,False,False,False,False,True,False,True,0.2722222222222222,287.65480358666116
64,7,48,4.67,64,266.38537677090085,False,False,False,True,True,False,False,False,0.35555555555555557,318.69668886579734
52,22,72,3.6,101,303.803226426852,True,False,False,False,False,True,False,True,0.5611111111111111,395.266672554333
100,56,67,4.2,169,461.9661913503604,True,False,False,True,True,False,False,False,0.9388888888888889,535.98988581975
83,72,25,4.62,45,201.0575405594342,False,False,True,False,False,False,True,True,0.25,279.3769675122249
89,10,36,4.12,13,94.21444738997974,False,False,False,True,False,False,False,True,0.07222222222222222,213.15427891673454
100,37,47,4.7,142,546.8574476673242,False,False,False,True,False,False,False,False,0.7888888888888889,480.11449231730495
71,7,31,4.83,60,292.74683013160404,False,True,False,False,False,True,False,True,0.3333333333333333,310.41885279136096
94,26,0,3.94,40,150.90603765991335,True,False,True,False,False,False,False,True,0.2222222222222222,269.0296724191795
52,23,41,4.23,134,534.90663340905,False,True,True,False,True,False,False,False,0.7444444444444445,463.5588201684325
27,15,31,4.95,103,315.2654030422818,False,True,False,True,False,False,False,False,0.5722222222222222,399.4055905915512
88,62,62,4.82,162,601.2360266422271,False,True,True,False,False,False,False,False,0.9,521.5036726894865
48,38,64,4.97,152,701.4695729515377,True,False,False,True,False,False,True,True,0.8444444444444444,500.8090825033958
53,35,1,3.67,88,392.0078846224547,True,False,True,False,False,True,False,True,0.4888888888888889,368.3637053124151
31,12,34,4.7,105,331.8375249153692,True,False,False,False,False,False,True,False,0.5833333333333334,403.5445086287694
56,34,1,4.56,121,307.5259290756184,True,False,False,True,False,False,False,False,0.6722222222222223,436.6558529265145
48,35,47,4.26,26,68.27174499943663,False,False,False,False,False,True,False,False,0.14444444444444443,240.05724615865248
93,66,22,3.91,180,765.4397485645513,True,False,False,True,False,False,True,False,1.0,558.7539350244498
49,18,62,4.92,62,168.36628924698925,False,False,False,True,False,False,False,False,0.34444444444444444,314.5577708285792
72,33,63,4.25,132,351.7736189685264,False,False,False,False,True,False,False,False,0.7333333333333333,459.4199021312143
62,11,37,4.23,71,363.3457529659053,True,False,False,False,False,True,False,True,0.39444444444444443,333.18290199606076
39,15,53,4.6,38,201.7146762833217,True,False,True,False,True,False,False,True,0.2111111111111111,264.8907543819614
67,56,49,4.22,23,121.43999901863724,False,True,False,False,False,False,False,True,0.12777777777777777,233.8488691028253
88,15,39,4.51,137,598.7750233051204,False,True,True,False,False,False,False,False,0.7611111111111111,469.76719722425963
29,16,75,4.11,80,371.1242881043308,False,True,False,True,False,True,False,True,0.4444444444444444,351.80803316354246
100,24,88,4.49,56,173.66696747925593,False,True,False,True,False,False,True,False,0.3111111111111111,302.1410167169247
98,43,62,4.98,130,538.5185280064754,True,False,False,False,False,True,False,False,0.7222222222222222,455.2809840939962
35,10,40,3.54,75,281.9625670059949,False,False,False,False,False,False,True,False,0.4166666666666667,341.46073807049714
58,14,10,3.77,95,258.01445968829404,False,False,False,False,False,True,False,False,0.5277777777777778,382.84991844267853
22,7,53,4.43,98,476.2019961536034,False,True,False,False,False,True,False,True,0.5444444444444444,389.05829549850574
84,37,94,3.83,28,124.64550323605349,True,False,True,False,False,False,True,False,0.15555555555555556,244.19616419587067
91,14,19,4.78,19,111.11271494112724,True,False,False,True,False,False,True,True,0.10555555555555556,225.57103302838902
56,29,67,4.49,125,421.8171879075184,False,True,False,False,False,False,False,False,0.6944444444444444,444.9336890009508
97,21,36,3.72,23,134.0510144913575,False,False,True,False,True,False,False,True,0.12777777777777777,233.8488691028253
57,47,26,3.8,30,132.4032477391118,False,True,False,False,False,True,False,False,0.16666666666666666,248.3350822330888
94,27,100,3.6,172,547.9814624298182,True,False,False,True,False,False,True,True,0.9555555555555556,542.1982628755773
84,6,24,3.74,68,281.96824577029594,True,False,False,False,False,True,False,False,0.37777777777777777,326.9745249402336
40,11,1,4.24,35,182.46632143825187,False,False,False,True,False,False,True,True,0.19444444444444445,258.68237732613414
65,36,20,4.39,87,313.7742265682814,True,False,False,True,False,False,True,True,0.48333333333333334,366.294246293806
35,22,28,4.88,116,422.8866610257602,False,True,False,True,False,False,False,True,0.6444444444444445,426.3085578334691
40,30,67,4.03,143,529.6967147126813,False,True,True,False,True,False,False,True,0.7944444444444444,482.18395133591406
61,45,6,4.99,10,25.993449448411635,False,True,False,True,True,False,False,False,0.05555555555555555,206.94590186090736
50,14,98,3.52,109,351.5699575243088,False,True,False,False,False,False,True,True,0.6055555555555555,411.82234470320566
98,25,30,4.76,60,154.68715967826247,True,False,False,True,False,False,False,False,0.3333333333333333,310.41885279136096
54,37,41,4.69,16,106.59208227583191,True,False,True,False,False,False,False,True,0.08888888888888889,219.36265597256178
37,13,31,4.66,35,132.1665679180113,False,False,True,False,False,False,False,False,0.19444444444444445,258.68237732613414
78,41,12,4.99,22,76.224961221763,False,True,False,True,False,False,False,False,0.12222222222222222,231.77941008421624
84,21,88,3.5,146,598.9400399823005,False,False,False,False,False,False,False,False,0.8111111111111111,488.39232839174133
44,32,51,4.2,168,563.1508995670627,True,False,False,True,False,False,False,True,0.9333333333333333,533.9204268011409
25,11,92,3.91,115,310.1546162756803,False,True,False,True,False,False,True,False,0.6388888888888888,424.23909881486003
38,13,38,4.46,28,145.13756861567325,False,True,False,False,True,False,False,True,0.15555555555555556,244.19616419587067
85,25,21,4.03,73,323.5576857599395,False,True,False,True,False,True,False,False,0.40555555555555556,337.321820033279
31,13,87,4.04,11,31.5656761621252,True,False,False,False,True,False,False,False,0.06111111111111111,209.0153608795164
67,6,25,4.45,31,144.46263762346956,False,False,True,False,True,False,False,True,0.17222222222222222,250.4045412516979
77,11,70,3.82,63,252.4930471020809,False,False,False,True,False,False,True,True,0.35,316.62722984718823
32,11,30,3.53,32,146.51277441611944,True,False,False,True,False,False,False,True,0.17777777777777778,252.47400027030696
71,30,60,4.83,156,501.801349985356,False,False,True,False,True,False,False,True,0.8666666666666667,509.0869185778321
65,38,13,4.77,132,610.7325514755008,False,True,True,False,False,True,False,True,0.7333333333333333,459.4199021312143
64,29,66,3.79,37,194.2623993646844,False,True,False,True,False,False,True,True,0.20555555555555555,262.8212953633523
48,38,45,4.17,87,318.2101259853132,False,True,False,True,False,False,False,False,0.48333333333333334,366.294246293806
76,42,95,3.93,180,512.6251102173163,False,False,False,False,False,True,False,False,1.0,558.7539350244498
76,53,77,3.67,179,555.8919187631545,False,True,True,False,False,False,False,True,0.9944444444444445,556.6844760058408
71,14,8,4.44,76,242.1588607696964,True,False,False,True,False,False,True,False,0.4222222222222222,343.5301970891062
76,9,64,4.16,10,41.40499127744981,False,True,False,True,True,False,False,False,0.05555555555555555,206.94590186090736
51,14,16,3.51,30,180.88655372559683,False,False,False,False,False,False,True,True,0.16666666666666666,248.3350822330888
88,38,29,3.73,167,537.8971058809161,False,False,False,False,True,False,False,True,0.9277777777777778,531.8509677825318
60,24,5,3.79,154,556.6629286327259,False,False,False,False,False,False,False,True,0.8555555555555555,504.9480005406139
73,55,55,4.2,52,158.5563431447304,False,False,True,False,False,False,False,False,0.28888888888888886,293.86318064248843
23,10,80,3.88,22,59.4454065021933,False,True,False,True,False,False,False,False,0.12222222222222222,231.77941008421624
74,27,51,3.75,111,334.1449975015087,True,False,False,True,False,True,False,True,0.6166666666666667,415.96126274042376
49,6,18,4.41,148,443.7750198288772,True,False,False,False,False,False,True,True,0.8222222222222222,492.53124642895943
31,8,7,3.57,35,145.24203735141535,False,False,False,False,False,False,True,False,0.19444444444444445,258.68237732613414
57,46,42,4.39,56,210.6317666138125,False,False,True,False,False,True,False,False,0.3111111111111111,302.1410167169247
64,19,35,4.02,39,152.22919256822726,True,False,True,False,False,False,False,False,0.21666666666666667,266.96021340057047
86,76,84,4.99,149,612.446726848697,True,False,True,False,False,False,True,False,0.8277777777777777,494.60070544756854
54,28,73,3.56,51,250.28588237277447,True,False,True,False,False,True,False,True,0.2833333333333333,291.7937216238793
85,37,10,3.76,61,309.08254473187293,False,False,False,False,False,False,True,True,0.3388888888888889,312.48831180997007
58,15,14,4.76,12,94.1609176991503,False,False,True,False,False,False,True,True,0.06666666666666667,211.0848198981255
96,27,21,4.37,57,243.93730652889337,False,False,False,False,False,False,True,True,0.31666666666666665,304.2104757355338
58,31,32,4.87,85,331.19305388667465,True,False,False,True,True,False,False,True,0.4722222222222222,362.15532825658784
77,45,88,4.16,151,595.2312211886215,True,False,False,True,False,True,False,False,0.8388888888888889,498.73962348478676
93,73,78,3.81,106,465.962681649944,False,False,True,False,False,False,True,True,0.5888888888888889,405.61396764737844
44,11,56,3.83,18,104.75201005936664,False,False,True,False,False,False,False,True,0.1,223.50157400977992
20,10,54,4.12,168,784.0551260339382,False,False,True,False,False,True,False,True,0.9333333333333333,533.9204268011409
70,40,9,3.77,130,382.9299378688001,True,False,True,False,True,False,False,False,0.7222222222222222,455.2809840939962
42,12,92,4.5,123,319.2967130915861,False,False,False,False,False,False,False,False,0.6833333333333333,440.7947709637326
87,33,53,4.15,143,640.1373391067773,False,False,True,False,True,False,False,False,0.7944444444444444,482.18395133591406
70,43,47,4.31,57,243.4933853851045,True,False,False,False,False,True,False,False,0.31666666666666665,304.2104757355338
61,15,29,4.49,32,135.005874109167,False,True,False,False,False,False,False,False,0.17777777777777778,252.47400027030696
71,36,69,4.37,110,392.9639432866157,True,False,False,True,False,True,False,False,0.6111111111111112,413.8918037218147
81,33,41,4.93,162,617.2885000560723,True,False,True,False,False,False,False,True,0.9,521.5036726894865
87,64,69,4.55,65,310.7883994951958,False,False,False,True,True,False,False,True,0.3611111111111111,320.7661478844064
85,65,73,4.65,165,770.0708908209459,True,False,True,False,False,False,False,True,0.9166666666666666,527.7120497453136
91,65,40,3.58,141,373.50470759834695,False,True,True,False,True,False,False,False,0.7833333333333333,478.0450332986959
83,57,80,4.6,172,814.4195559447121,False,False,False,True,False,False,True,True,0.9555555555555556,542.1982628755773
64,10,75,3.61,155,473.34669329802574,True,False,False,False,False,True,False,True,0.8611111111111112,507.017459559223
69,22,25,4.41,74,266.76777889406367,False,False,False,True,False,False,True,True,0.4111111111111111,339.39127905188803
37,12,15,3.73,142,369.36165888010754,False,False,False,True,True,False,False,False,0.7888888888888889,480.11449231730495
93,28,63,3.9,38,111.72394123957052,False,True,False,True,True,False,False,False,0.2111111111111111,264.8907543819614
66,49,42,4.56,124,429.94835612457183,False,False,False,False,False,False,False,False,0.6888888888888889,442.8642299823417
47,36,100,4.2,103,414.77830030238334,False,False,False,True,False,True,False,False,0.5722222222222222,399.4055905915512
71,30,45,4.16,53,227.1825700126456,False,False,True,False,True,False,False,True,0.29444444444444445,295.93263966109754
58,19,47,3.97,77,247.4420018201041,False,True,False,True,True,False,False,False,0.42777777777777776,345.59965610771525
100,18,50,4.89,51,213.8232968736634,True,False,False,True,False,True,False,True,0.2833333333333333,291.7937216238793
94,28,59,4.45,173,652.5878909594384,False,True,True,False,False,False,True,False,0.9611111111111111,544.2677218941864
49,6,23,4.65,69,289.6463054085282,False,False,False,True,False,False,True,True,0.38333333333333336,329.04398395884266
42,7,90,3.67,32,123.762469326047,False,False,False,False,True,False,False,False,0.17777777777777778,252.47400027030696
79,63,56,4.66,70,292.5906288976858,False,True,False,False,True,False,False,True,0.3888888888888889,331.1134429774517
59,5,17,4.97,143,440.93951077757487,False,False,False,False,True,False,False,True,0.7944444444444444,482.18395133591406
54,7,91,3.75,97,298.3226183929867,False,True,True,False,False,False,True,False,0.5388888888888889,386.9888364798967
60,6,65,4.76,168,629.2044295696749,False,False,False,True,False,True,False,False,0.9333333333333333,533.9204268011409
26,13,4,3.63,123,441.99619244539696,True,False,False,True,False,False,True,True,0.6833333333333333,440.7947709637326
90,10,59,4.44,147,691.5012905566776,False,False,False,True,False,True,False,True,0.8166666666666667,490.4617874103504
34,12,38,4.18,24,106.94859059241988,True,False,False,True,False,False,False,False,0.13333333333333333,235.91832812143434
80,34,84,3.8,174,561.4385219871201,True,False,False,True,False,False,True,False,0.9666666666666667,546.3371809127955
21,7,58,4.31,75,328.45835687553256,False,False,True,False,False,True,False,True,0.4166666666666667,341.46073807049714
97,71,52,4.32,36,133.38738314122594,True,False,False,True,True,False,False,False,0.2,260.75183634474325
64,7,92,4.58,16,114.6992021313152,True,False,True,False,True,False,False,True,0.08888888888888889,219.36265597256178
47,34,16,4.38,46,237.14338896943252,False,False,False,False,True,False,False,True,0.25555555555555554,281.44642653083395
44,28,30,3.93,42,157.10657171647188,False,False,False,False,True,False,False,True,0.23333333333333334,273.16859045639774
21,9,13,4.01,127,431.251597706785,True,False,False,False,True,False,False,False,0.7055555555555556,449.072607038169
57,37,59,3.92,159,585.8075881778408,False,True,False,False,True,False,False,False,0.8833333333333333,515.2952956336593
62,5,51,4.4,160,647.204374917644,False,False,False,True,False,False,False,False,0.8888888888888888,517.3647546522683
25,6,60,3.91,145,559.578839787104,False,True,False,False,True,False,False,True,0.8055555555555556,486.3228693731323
92,33,70,3.69,46,173.1505322724627,True,False,False,True,True,False,False,True,0.25555555555555554,281.44642653083395
38,7,46,3.79,78,198.1704675081237,False,False,False,False,False,False,True,False,0.43333333333333335,347.66911512632436
99,31,0,3.54,50,192.7088692483722,False,True,False,True,False,True,False,False,0.2777777777777778,289.72426260527027
35,7,65,4.19,65,165.0758241756551,False,False,True,False,False,False,True,False,0.3611111111111111,320.7661478844064
30,13,53,3.68,124,379.4680328899806,False,True,False,False,False,False,True,True,0.6888888888888889,442.8642299823417
28,6,53,4.48,148,461.10955384851616,False,True,False,False,False,False,True,True,0.8222222222222222,492.53124642895943
59,47,73,3.54,75,234.5672445982206,False,False,False,True,False,False,True,False,0.4166666666666667,341.46073807049714
24,13,50,4.26,141,540.0620306756346,False,True,False,True,False,False,True,True,0.7833333333333333,478.0450332986959
21,6,15,3.81,80,318.8415033130425,True,False,True,False,True,False,False,True,0.4444444444444444,351.80803316354246
84,54,59,4.98,43,196.31514152174805,True,False,False,True,False,False,False,True,0.2388888888888889,275.2380494750068
100,50,83,4.91,173,622.4914304114809,False,True,False,True,False,True,False,True,0.9611111111111111,544.2677218941864
30,11,99,4.96,83,349.6745279402746,False,True,False,True,True,False,False,False,0.46111111111111114,358.01641021936973
45,35,0,4.58,41,206.1473318707726,False,False,True,False,False,False,False,True,0.22777777777777777,271.0991314377886
53,35,35,3.92,166,635.9330544824535,False,True,False,False,False,False,False,True,0.9222222222222223,529.7815087639228
65,41,51,3.57,48,251.1121418065252,False,False,False,False,False,False,True,True,0.26666666666666666,285.5853445680521
93,6,85,4.47,107,324.098767437868,False,False,False,True,False,False,True,False,0.5944444444444444,407.6834266659875
28,5,69,4.49,132,425.4887347951667,False,False,True,False,False,True,False,True,0.7333333333333333,459.4199021312143
38,8,78,3.57,114,470.2690237026412,False,True,False,True,False,False,True,False,0.6333333333333333,422.169639796251
25,6,69,4.45,94,398.051725971793,False,True,True,False,True,False,False,True,0.5222222222222223,380.7804594240695
76,23,64,3.57,115,564.9317250247195,False,False,True,False,False,False,True,True,0.6388888888888888,424.23909881486003
